drinking water source,total,geo_code,geo_level,geo_version
Other Source of water,79,15018,local,2016
River/Stream,4,15018,local,2016
Sprout Water,4,15018,local,2016
Tap/Piped,12,15018,local,2016
Tubewell/HandPump,3868,15018,local,2016
Uncovered Well/Kuwa,40,15018,local,2016
CoveredWell/Kuwa,42,15012,local,2016
Not Stated Source of Water,208,15012,local,2016
Other Source of water,35,15012,local,2016
River/Stream,15,15012,local,2016
Sprout Water,14,15012,local,2016
Tap/Piped,912,15012,local,2016
Tubewell/HandPump,12034,15012,local,2016
Uncovered Well/Kuwa,90,15012,local,2016
CoveredWell/Kuwa,11,15001,local,2016
Not Stated Source of Water,124,15001,local,2016
Other Source of water,104,15001,local,2016
River/Stream,2,15001,local,2016
Sprout Water,1,15001,local,2016
Tap/Piped,70,15001,local,2016
Tubewell/HandPump,4911,15001,local,2016
Uncovered Well/Kuwa,199,15001,local,2016
CoveredWell/Kuwa,50,15016,local,2016
Not Stated Source of Water,86,15016,local,2016
Other Source of water,59,15016,local,2016
River/Stream,33,15016,local,2016
Sprout Water,3,15016,local,2016
Tap/Piped,54,15016,local,2016
Tubewell/HandPump,8217,15016,local,2016
Uncovered Well/Kuwa,148,15016,local,2016
CoveredWell/Kuwa,6,15013,local,2016
Not Stated Source of Water,24,15013,local,2016
Other Source of water,12,15013,local,2016
River/Stream,0,15013,local,2016
Sprout Water,4,15013,local,2016
Tap/Piped,14,15013,local,2016
Tubewell/HandPump,4842,15013,local,2016
Uncovered Well/Kuwa,110,15013,local,2016
CoveredWell/Kuwa,6,15017,local,2016
Not Stated Source of Water,21,15017,local,2016
Other Source of water,25,15017,local,2016
River/Stream,2,15017,local,2016
Sprout Water,1,15017,local,2016
Tap/Piped,62,15017,local,2016
Tubewell/HandPump,5550,15017,local,2016
Uncovered Well/Kuwa,30,15017,local,2016
CoveredWell/Kuwa,23,15015,local,2016
Not Stated Source of Water,57,15015,local,2016
Other Source of water,87,15015,local,2016
River/Stream,3,15015,local,2016
Sprout Water,5,15015,local,2016
Tap/Piped,72,15015,local,2016
Tubewell/HandPump,6441,15015,local,2016
Uncovered Well/Kuwa,76,15015,local,2016
CoveredWell/Kuwa,6,15014,local,2016
Not Stated Source of Water,52,15014,local,2016
Other Source of water,1,15014,local,2016
River/Stream,0,15014,local,2016
Sprout Water,0,15014,local,2016
Tap/Piped,109,15014,local,2016
Tubewell/HandPump,4318,15014,local,2016
Uncovered Well/Kuwa,53,15014,local,2016
CoveredWell/Kuwa,21,15011,local,2016
Not Stated Source of Water,90,15011,local,2016
Other Source of water,9,15011,local,2016
River/Stream,0,15011,local,2016
Sprout Water,1,15011,local,2016
Tap/Piped,36,15011,local,2016
Tubewell/HandPump,5177,15011,local,2016
Uncovered Well/Kuwa,61,15011,local,2016
CoveredWell/Kuwa,11,15009,local,2016
Not Stated Source of Water,126,15009,local,2016
Other Source of water,77,15009,local,2016
River/Stream,0,15009,local,2016
Sprout Water,23,15009,local,2016
Tap/Piped,68,15009,local,2016
Tubewell/HandPump,9848,15009,local,2016
Uncovered Well/Kuwa,39,15009,local,2016
CoveredWell/Kuwa,7,15006,local,2016
Not Stated Source of Water,206,15006,local,2016
Other Source of water,16,15006,local,2016
River/Stream,1,15006,local,2016
Sprout Water,3,15006,local,2016
Tap/Piped,63,15006,local,2016
Tubewell/HandPump,5135,15006,local,2016
Uncovered Well/Kuwa,8,15006,local,2016
CoveredWell/Kuwa,421,57,district,2016
Not Stated Source of Water,1631,57,district,2016
Other Source of water,1599,57,district,2016
River/Stream,138,57,district,2016
Sprout Water,138,57,district,2016
Tap/Piped,7428,57,district,2016
Tubewell/HandPump,94028,57,district,2016
Uncovered Well/Kuwa,1269,57,district,2016
CoveredWell/Kuwa,9,32002,local,2016
Not Stated Source of Water,109,32002,local,2016
Other Source of water,238,32002,local,2016
River/Stream,1,32002,local,2016
Sprout Water,5,32002,local,2016
Tap/Piped,562,32002,local,2016
Tubewell/HandPump,5437,32002,local,2016
Uncovered Well/Kuwa,13,32002,local,2016
CoveredWell/Kuwa,29,32001,local,2016
Not Stated Source of Water,55,32001,local,2016
Other Source of water,32,32001,local,2016
River/Stream,0,32001,local,2016
Sprout Water,4,32001,local,2016
Tap/Piped,252,32001,local,2016
Tubewell/HandPump,4349,32001,local,2016
Uncovered Well/Kuwa,86,32001,local,2016
CoveredWell/Kuwa,3,32005,local,2016
Not Stated Source of Water,31,32005,local,2016
Other Source of water,14,32005,local,2016
River/Stream,1,32005,local,2016
Sprout Water,0,32005,local,2016
Tap/Piped,84,32005,local,2016
Tubewell/HandPump,3650,32005,local,2016
Uncovered Well/Kuwa,29,32005,local,2016
CoveredWell/Kuwa,243,32003,local,2016
Not Stated Source of Water,141,32003,local,2016
Other Source of water,154,32003,local,2016
River/Stream,90,32003,local,2016
Sprout Water,16,32003,local,2016
Tap/Piped,2782,32003,local,2016
Tubewell/HandPump,9248,32003,local,2016
Uncovered Well/Kuwa,771,32003,local,2016
CoveredWell/Kuwa,6,32010,local,2016
Not Stated Source of Water,121,32010,local,2016
Other Source of water,65,32010,local,2016
River/Stream,0,32010,local,2016
Sprout Water,0,32010,local,2016
Tap/Piped,477,32010,local,2016
Tubewell/HandPump,5149,32010,local,2016
Uncovered Well/Kuwa,16,32010,local,2016
CoveredWell/Kuwa,6,32015,local,2016
Not Stated Source of Water,64,32015,local,2016
Other Source of water,10,32015,local,2016
River/Stream,0,32015,local,2016
Sprout Water,54,32015,local,2016
Tap/Piped,203,32015,local,2016
Tubewell/HandPump,5212,32015,local,2016
Uncovered Well/Kuwa,84,32015,local,2016
CoveredWell/Kuwa,6,32011,local,2016
Not Stated Source of Water,79,32011,local,2016
Other Source of water,30,32011,local,2016
River/Stream,0,32011,local,2016
Sprout Water,0,32011,local,2016
Tap/Piped,236,32011,local,2016
Tubewell/HandPump,5550,32011,local,2016
Uncovered Well/Kuwa,18,32011,local,2016
CoveredWell/Kuwa,20,32006,local,2016
Not Stated Source of Water,118,32006,local,2016
Other Source of water,106,32006,local,2016
River/Stream,0,32006,local,2016
Sprout Water,1,32006,local,2016
Tap/Piped,94,32006,local,2016
Tubewell/HandPump,5708,32006,local,2016
Uncovered Well/Kuwa,22,32006,local,2016
CoveredWell/Kuwa,7,32016,local,2016
Not Stated Source of Water,80,32016,local,2016
Other Source of water,79,32016,local,2016
River/Stream,1,32016,local,2016
Sprout Water,1,32016,local,2016
Tap/Piped,439,32016,local,2016
Tubewell/HandPump,4716,32016,local,2016
Uncovered Well/Kuwa,42,32016,local,2016
CoveredWell/Kuwa,4,32017,local,2016
Not Stated Source of Water,75,32017,local,2016
Other Source of water,117,32017,local,2016
River/Stream,0,32017,local,2016
Sprout Water,1,32017,local,2016
Tap/Piped,223,32017,local,2016
Tubewell/HandPump,5325,32017,local,2016
Uncovered Well/Kuwa,23,32017,local,2016
CoveredWell/Kuwa,6,32018,local,2016
Not Stated Source of Water,28,32018,local,2016
Other Source of water,132,32018,local,2016
River/Stream,1,32018,local,2016
Sprout Water,1,32018,local,2016
Tap/Piped,470,32018,local,2016
Tubewell/HandPump,3131,32018,local,2016
Uncovered Well/Kuwa,7,32018,local,2016
CoveredWell/Kuwa,18,32007,local,2016
Not Stated Source of Water,93,32007,local,2016
Other Source of water,29,32007,local,2016
River/Stream,30,32007,local,2016
Sprout Water,40,32007,local,2016
Tap/Piped,71,32007,local,2016
Tubewell/HandPump,7142,32007,local,2016
Uncovered Well/Kuwa,21,32007,local,2016
CoveredWell/Kuwa,15,32014,local,2016
Not Stated Source of Water,143,32014,local,2016
Other Source of water,54,32014,local,2016
River/Stream,0,32014,local,2016
Sprout Water,1,32014,local,2016
Tap/Piped,274,32014,local,2016
Tubewell/HandPump,4853,32014,local,2016
Uncovered Well/Kuwa,40,32014,local,2016
CoveredWell/Kuwa,19,32004,local,2016
Not Stated Source of Water,58,32004,local,2016
Other Source of water,124,32004,local,2016
River/Stream,0,32004,local,2016
Sprout Water,6,32004,local,2016
Tap/Piped,75,32004,local,2016
Tubewell/HandPump,4367,32004,local,2016
Uncovered Well/Kuwa,42,32004,local,2016
CoveredWell/Kuwa,8,32009,local,2016
Not Stated Source of Water,186,32009,local,2016
Other Source of water,143,32009,local,2016
River/Stream,0,32009,local,2016
Sprout Water,2,32009,local,2016
Tap/Piped,246,32009,local,2016
Tubewell/HandPump,6800,32009,local,2016
Uncovered Well/Kuwa,6,32009,local,2016
CoveredWell/Kuwa,9,32012,local,2016
Not Stated Source of Water,56,32012,local,2016
Other Source of water,167,32012,local,2016
River/Stream,12,32012,local,2016
Sprout Water,1,32012,local,2016
Tap/Piped,35,32012,local,2016
Tubewell/HandPump,5188,32012,local,2016
Uncovered Well/Kuwa,11,32012,local,2016
CoveredWell/Kuwa,3,32013,local,2016
Not Stated Source of Water,88,32013,local,2016
Other Source of water,74,32013,local,2016
River/Stream,2,32013,local,2016
Sprout Water,2,32013,local,2016
Tap/Piped,133,32013,local,2016
Tubewell/HandPump,3521,32013,local,2016
Uncovered Well/Kuwa,7,32013,local,2016
CoveredWell/Kuwa,10,32008,local,2016
Not Stated Source of Water,106,32008,local,2016
Other Source of water,31,32008,local,2016
River/Stream,0,32008,local,2016
Sprout Water,3,32008,local,2016
Tap/Piped,772,32008,local,2016
Tubewell/HandPump,4682,32008,local,2016
Uncovered Well/Kuwa,31,32008,local,2016
CoveredWell/Kuwa,284,08,district,2016
Not Stated Source of Water,1141,08,district,2016
Other Source of water,1290,08,district,2016
River/Stream,174,08,district,2016
Sprout Water,258,08,district,2016
Tap/Piped,18633,08,district,2016
Tubewell/HandPump,85671,08,district,2016
Uncovered Well/Kuwa,1149,08,district,2016
CoveredWell/Kuwa,4,33014,local,2016
Not Stated Source of Water,58,33014,local,2016
Other Source of water,214,33014,local,2016
River/Stream,1,33014,local,2016
Sprout Water,0,33014,local,2016
Tap/Piped,201,33014,local,2016
Tubewell/HandPump,3143,33014,local,2016
Uncovered Well/Kuwa,5,33014,local,2016
CoveredWell/Kuwa,19,33016,local,2016
Not Stated Source of Water,64,33016,local,2016
Other Source of water,4,33016,local,2016
River/Stream,0,33016,local,2016
Sprout Water,3,33016,local,2016
Tap/Piped,167,33016,local,2016
Tubewell/HandPump,3768,33016,local,2016
Uncovered Well/Kuwa,10,33016,local,2016
CoveredWell/Kuwa,5,33012,local,2016
Not Stated Source of Water,35,33012,local,2016
Other Source of water,64,33012,local,2016
River/Stream,1,33012,local,2016
Sprout Water,1,33012,local,2016
Tap/Piped,591,33012,local,2016
Tubewell/HandPump,2469,33012,local,2016
Uncovered Well/Kuwa,0,33012,local,2016
CoveredWell/Kuwa,5,33007,local,2016
Not Stated Source of Water,36,33007,local,2016
Other Source of water,41,33007,local,2016
River/Stream,1,33007,local,2016
Sprout Water,2,33007,local,2016
Tap/Piped,334,33007,local,2016
Tubewell/HandPump,3740,33007,local,2016
Uncovered Well/Kuwa,14,33007,local,2016
CoveredWell/Kuwa,5,33004,local,2016
Not Stated Source of Water,114,33004,local,2016
Other Source of water,28,33004,local,2016
River/Stream,1,33004,local,2016
Sprout Water,3,33004,local,2016
Tap/Piped,22,33004,local,2016
Tubewell/HandPump,2995,33004,local,2016
Uncovered Well/Kuwa,17,33004,local,2016
CoveredWell/Kuwa,69,33010,local,2016
Not Stated Source of Water,39,33010,local,2016
Other Source of water,16,33010,local,2016
River/Stream,69,33010,local,2016
Sprout Water,119,33010,local,2016
Tap/Piped,6447,33010,local,2016
Tubewell/HandPump,26,33010,local,2016
Uncovered Well/Kuwa,377,33010,local,2016
CoveredWell/Kuwa,43,33002,local,2016
Not Stated Source of Water,21,33002,local,2016
Other Source of water,0,33002,local,2016
River/Stream,6,33002,local,2016
Sprout Water,3,33002,local,2016
Tap/Piped,405,33002,local,2016
Tubewell/HandPump,3716,33002,local,2016
Uncovered Well/Kuwa,76,33002,local,2016
CoveredWell/Kuwa,19,33005,local,2016
Not Stated Source of Water,176,33005,local,2016
Other Source of water,150,33005,local,2016
River/Stream,91,33005,local,2016
Sprout Water,68,33005,local,2016
Tap/Piped,6243,33005,local,2016
Tubewell/HandPump,14782,33005,local,2016
Uncovered Well/Kuwa,141,33005,local,2016
CoveredWell/Kuwa,2,33001,local,2016
Not Stated Source of Water,21,33001,local,2016
Other Source of water,181,33001,local,2016
River/Stream,0,33001,local,2016
Sprout Water,2,33001,local,2016
Tap/Piped,19,33001,local,2016
Tubewell/HandPump,3704,33001,local,2016
Uncovered Well/Kuwa,31,33001,local,2016
CoveredWell/Kuwa,11,33013,local,2016
Not Stated Source of Water,18,33013,local,2016
Other Source of water,3,33013,local,2016
River/Stream,0,33013,local,2016
Sprout Water,8,33013,local,2016
Tap/Piped,287,33013,local,2016
Tubewell/HandPump,3250,33013,local,2016
Uncovered Well/Kuwa,8,33013,local,2016
CoveredWell/Kuwa,9,33011,local,2016
Not Stated Source of Water,49,33011,local,2016
Other Source of water,146,33011,local,2016
River/Stream,1,33011,local,2016
Sprout Water,2,33011,local,2016
Tap/Piped,307,33011,local,2016
Tubewell/HandPump,4078,33011,local,2016
Uncovered Well/Kuwa,115,33011,local,2016
CoveredWell/Kuwa,10,33009,local,2016
Not Stated Source of Water,94,33009,local,2016
Other Source of water,146,33009,local,2016
River/Stream,0,33009,local,2016
Sprout Water,1,33009,local,2016
Tap/Piped,889,33009,local,2016
Tubewell/HandPump,6575,33009,local,2016
Uncovered Well/Kuwa,58,33009,local,2016
CoveredWell/Kuwa,54,33006,local,2016
Not Stated Source of Water,275,33006,local,2016
Other Source of water,209,33006,local,2016
River/Stream,0,33006,local,2016
Sprout Water,36,33006,local,2016
Tap/Piped,1987,33006,local,2016
Tubewell/HandPump,16047,33006,local,2016
Uncovered Well/Kuwa,81,33006,local,2016
CoveredWell/Kuwa,2,33003,local,2016
Not Stated Source of Water,30,33003,local,2016
Other Source of water,0,33003,local,2016
River/Stream,1,33003,local,2016
Sprout Water,1,33003,local,2016
Tap/Piped,26,33003,local,2016
Tubewell/HandPump,3282,33003,local,2016
Uncovered Well/Kuwa,53,33003,local,2016
CoveredWell/Kuwa,15,33008,local,2016
Not Stated Source of Water,61,33008,local,2016
Other Source of water,30,33008,local,2016
River/Stream,1,33008,local,2016
Sprout Water,3,33008,local,2016
Tap/Piped,609,33008,local,2016
Tubewell/HandPump,7284,33008,local,2016
Uncovered Well/Kuwa,108,33008,local,2016
CoveredWell/Kuwa,12,33015,local,2016
Not Stated Source of Water,50,33015,local,2016
Other Source of water,58,33015,local,2016
River/Stream,1,33015,local,2016
Sprout Water,6,33015,local,2016
Tap/Piped,99,33015,local,2016
Tubewell/HandPump,6812,33015,local,2016
Uncovered Well/Kuwa,55,33015,local,2016
CoveredWell/Kuwa,1246,19,district,2016
Not Stated Source of Water,2265,19,district,2016
Other Source of water,2013,19,district,2016
River/Stream,215,19,district,2016
Sprout Water,264,19,district,2016
Tap/Piped,17939,19,district,2016
Tubewell/HandPump,103871,19,district,2016
Uncovered Well/Kuwa,10412,19,district,2016
CoveredWell/Kuwa,231,17013,local,2016
Not Stated Source of Water,79,17013,local,2016
Other Source of water,33,17013,local,2016
River/Stream,94,17013,local,2016
Sprout Water,41,17013,local,2016
Tap/Piped,3765,17013,local,2016
Tubewell/HandPump,284,17013,local,2016
Uncovered Well/Kuwa,3702,17013,local,2016
CoveredWell/Kuwa,9,17017,local,2016
Not Stated Source of Water,252,17017,local,2016
Other Source of water,23,17017,local,2016
River/Stream,2,17017,local,2016
Sprout Water,0,17017,local,2016
Tap/Piped,571,17017,local,2016
Tubewell/HandPump,9201,17017,local,2016
Uncovered Well/Kuwa,15,17017,local,2016
CoveredWell/Kuwa,15,17004,local,2016
Not Stated Source of Water,94,17004,local,2016
Other Source of water,4,17004,local,2016
River/Stream,1,17004,local,2016
Sprout Water,39,17004,local,2016
Tap/Piped,1267,17004,local,2016
Tubewell/HandPump,5708,17004,local,2016
Uncovered Well/Kuwa,647,17004,local,2016
CoveredWell/Kuwa,2,17015,local,2016
Not Stated Source of Water,37,17015,local,2016
Other Source of water,70,17015,local,2016
River/Stream,0,17015,local,2016
Sprout Water,2,17015,local,2016
Tap/Piped,318,17015,local,2016
Tubewell/HandPump,3690,17015,local,2016
Uncovered Well/Kuwa,11,17015,local,2016
CoveredWell/Kuwa,15,17011,local,2016
Not Stated Source of Water,117,17011,local,2016
Other Source of water,45,17011,local,2016
River/Stream,1,17011,local,2016
Sprout Water,0,17011,local,2016
Tap/Piped,1329,17011,local,2016
Tubewell/HandPump,5463,17011,local,2016
Uncovered Well/Kuwa,29,17011,local,2016
CoveredWell/Kuwa,7,17016,local,2016
Not Stated Source of Water,53,17016,local,2016
Other Source of water,152,17016,local,2016
River/Stream,0,17016,local,2016
Sprout Water,3,17016,local,2016
Tap/Piped,755,17016,local,2016
Tubewell/HandPump,5368,17016,local,2016
Uncovered Well/Kuwa,27,17016,local,2016
CoveredWell/Kuwa,206,17006,local,2016
Not Stated Source of Water,103,17006,local,2016
Other Source of water,218,17006,local,2016
River/Stream,2,17006,local,2016
Sprout Water,5,17006,local,2016
Tap/Piped,573,17006,local,2016
Tubewell/HandPump,5455,17006,local,2016
Uncovered Well/Kuwa,2153,17006,local,2016
CoveredWell/Kuwa,8,17018,local,2016
Not Stated Source of Water,186,17018,local,2016
Other Source of water,81,17018,local,2016
River/Stream,1,17018,local,2016
Sprout Water,2,17018,local,2016
Tap/Piped,173,17018,local,2016
Tubewell/HandPump,8088,17018,local,2016
Uncovered Well/Kuwa,132,17018,local,2016
CoveredWell/Kuwa,451,17007,local,2016
Not Stated Source of Water,95,17007,local,2016
Other Source of water,69,17007,local,2016
River/Stream,99,17007,local,2016
Sprout Water,27,17007,local,2016
Tap/Piped,246,17007,local,2016
Tubewell/HandPump,3622,17007,local,2016
Uncovered Well/Kuwa,2428,17007,local,2016
CoveredWell/Kuwa,4,17014,local,2016
Not Stated Source of Water,136,17014,local,2016
Other Source of water,64,17014,local,2016
River/Stream,0,17014,local,2016
Sprout Water,2,17014,local,2016
Tap/Piped,504,17014,local,2016
Tubewell/HandPump,5345,17014,local,2016
Uncovered Well/Kuwa,11,17014,local,2016
CoveredWell/Kuwa,10,17012,local,2016
Not Stated Source of Water,32,17012,local,2016
Other Source of water,100,17012,local,2016
River/Stream,0,17012,local,2016
Sprout Water,21,17012,local,2016
Tap/Piped,1024,17012,local,2016
Tubewell/HandPump,3803,17012,local,2016
Uncovered Well/Kuwa,5,17012,local,2016
CoveredWell/Kuwa,7,17005,local,2016
Not Stated Source of Water,103,17005,local,2016
Other Source of water,190,17005,local,2016
River/Stream,1,17005,local,2016
Sprout Water,0,17005,local,2016
Tap/Piped,44,17005,local,2016
Tubewell/HandPump,3367,17005,local,2016
Uncovered Well/Kuwa,5,17005,local,2016
CoveredWell/Kuwa,8,17001,local,2016
Not Stated Source of Water,45,17001,local,2016
Other Source of water,149,17001,local,2016
River/Stream,0,17001,local,2016
Sprout Water,1,17001,local,2016
Tap/Piped,555,17001,local,2016
Tubewell/HandPump,3234,17001,local,2016
Uncovered Well/Kuwa,11,17001,local,2016
CoveredWell/Kuwa,8,17009,local,2016
Not Stated Source of Water,71,17009,local,2016
Other Source of water,141,17009,local,2016
River/Stream,1,17009,local,2016
Sprout Water,3,17009,local,2016
Tap/Piped,903,17009,local,2016
Tubewell/HandPump,3301,17009,local,2016
Uncovered Well/Kuwa,33,17009,local,2016
CoveredWell/Kuwa,91,17010,local,2016
Not Stated Source of Water,508,17010,local,2016
Other Source of water,461,17010,local,2016
River/Stream,11,17010,local,2016
Sprout Water,46,17010,local,2016
Tap/Piped,3023,17010,local,2016
Tubewell/HandPump,26413,17010,local,2016
Uncovered Well/Kuwa,36,17010,local,2016
CoveredWell/Kuwa,7,17008,local,2016
Not Stated Source of Water,95,17008,local,2016
Other Source of water,67,17008,local,2016
River/Stream,0,17008,local,2016
Sprout Water,3,17008,local,2016
Tap/Piped,1091,17008,local,2016
Tubewell/HandPump,5643,17008,local,2016
Uncovered Well/Kuwa,6,17008,local,2016
CoveredWell/Kuwa,4,17003,local,2016
Not Stated Source of Water,205,17003,local,2016
Other Source of water,53,17003,local,2016
River/Stream,1,17003,local,2016
Sprout Water,10,17003,local,2016
Tap/Piped,986,17003,local,2016
Tubewell/HandPump,4536,17003,local,2016
Uncovered Well/Kuwa,22,17003,local,2016
CoveredWell/Kuwa,163,17002,local,2016
Not Stated Source of Water,54,17002,local,2016
Other Source of water,93,17002,local,2016
River/Stream,1,17002,local,2016
Sprout Water,59,17002,local,2016
Tap/Piped,812,17002,local,2016
Tubewell/HandPump,1350,17002,local,2016
Uncovered Well/Kuwa,1139,17002,local,2016
CoveredWell/Kuwa,7647,7,province,2016
Not Stated Source of Water,2728,7,province,2016
Other Source of water,5540,7,province,2016
River/Stream,13248,7,province,2016
Sprout Water,48136,7,province,2016
Tap/Piped,189292,7,province,2016
Tubewell/HandPump,187108,7,province,2016
Uncovered Well/Kuwa,16004,7,province,2016
CoveredWell/Kuwa,2286,04,district,2016
Not Stated Source of Water,197,04,district,2016
Other Source of water,788,04,district,2016
River/Stream,2259,04,district,2016
Sprout Water,4669,04,district,2016
Tap/Piped,30832,04,district,2016
Tubewell/HandPump,78,04,district,2016
Uncovered Well/Kuwa,4058,04,district,2016
CoveredWell/Kuwa,45,74005,local,2016
Not Stated Source of Water,11,74005,local,2016
Other Source of water,0,74005,local,2016
River/Stream,110,74005,local,2016
Sprout Water,308,74005,local,2016
Tap/Piped,2728,74005,local,2016
Tubewell/HandPump,1,74005,local,2016
Uncovered Well/Kuwa,109,74005,local,2016
CoveredWell/Kuwa,13,74008,local,2016
Not Stated Source of Water,9,74008,local,2016
Other Source of water,2,74008,local,2016
River/Stream,349,74008,local,2016
Sprout Water,182,74008,local,2016
Tap/Piped,1656,74008,local,2016
Tubewell/HandPump,1,74008,local,2016
Uncovered Well/Kuwa,559,74008,local,2016
CoveredWell/Kuwa,69,74010,local,2016
Not Stated Source of Water,25,74010,local,2016
Other Source of water,11,74010,local,2016
River/Stream,116,74010,local,2016
Sprout Water,411,74010,local,2016
Tap/Piped,2442,74010,local,2016
Tubewell/HandPump,4,74010,local,2016
Uncovered Well/Kuwa,243,74010,local,2016
CoveredWell/Kuwa,37,74009,local,2016
Not Stated Source of Water,26,74009,local,2016
Other Source of water,360,74009,local,2016
River/Stream,593,74009,local,2016
Sprout Water,463,74009,local,2016
Tap/Piped,2021,74009,local,2016
Tubewell/HandPump,3,74009,local,2016
Uncovered Well/Kuwa,230,74009,local,2016
CoveredWell/Kuwa,263,74007,local,2016
Not Stated Source of Water,26,74007,local,2016
Other Source of water,58,74007,local,2016
River/Stream,153,74007,local,2016
Sprout Water,787,74007,local,2016
Tap/Piped,4168,74007,local,2016
Tubewell/HandPump,8,74007,local,2016
Uncovered Well/Kuwa,927,74007,local,2016
CoveredWell/Kuwa,533,74003,local,2016
Not Stated Source of Water,18,74003,local,2016
Other Source of water,13,74003,local,2016
River/Stream,54,74003,local,2016
Sprout Water,585,74003,local,2016
Tap/Piped,2852,74003,local,2016
Tubewell/HandPump,6,74003,local,2016
Uncovered Well/Kuwa,498,74003,local,2016
CoveredWell/Kuwa,350,74004,local,2016
Not Stated Source of Water,23,74004,local,2016
Other Source of water,84,74004,local,2016
River/Stream,137,74004,local,2016
Sprout Water,492,74004,local,2016
Tap/Piped,2546,74004,local,2016
Tubewell/HandPump,12,74004,local,2016
Uncovered Well/Kuwa,303,74004,local,2016
CoveredWell/Kuwa,753,74001,local,2016
Not Stated Source of Water,28,74001,local,2016
Other Source of water,45,74001,local,2016
River/Stream,70,74001,local,2016
Sprout Water,662,74001,local,2016
Tap/Piped,5463,74001,local,2016
Tubewell/HandPump,17,74001,local,2016
Uncovered Well/Kuwa,219,74001,local,2016
CoveredWell/Kuwa,81,74002,local,2016
Not Stated Source of Water,9,74002,local,2016
Other Source of water,137,74002,local,2016
River/Stream,442,74002,local,2016
Sprout Water,382,74002,local,2016
Tap/Piped,2484,74002,local,2016
Tubewell/HandPump,5,74002,local,2016
Uncovered Well/Kuwa,570,74002,local,2016
CoveredWell/Kuwa,142,74006,local,2016
Not Stated Source of Water,22,74006,local,2016
Other Source of water,78,74006,local,2016
River/Stream,235,74006,local,2016
Sprout Water,397,74006,local,2016
Tap/Piped,4472,74006,local,2016
Tubewell/HandPump,21,74006,local,2016
Uncovered Well/Kuwa,400,74006,local,2016
CoveredWell/Kuwa,158,16,district,2016
Not Stated Source of Water,85,16,district,2016
Other Source of water,793,16,district,2016
River/Stream,746,16,district,2016
Sprout Water,2075,16,district,2016
Tap/Piped,20325,16,district,2016
Tubewell/HandPump,0,16,district,2016
Uncovered Well/Kuwa,422,16,district,2016
CoveredWell/Kuwa,11,75005,local,2016
Not Stated Source of Water,11,75005,local,2016
Other Source of water,64,75005,local,2016
River/Stream,122,75005,local,2016
Sprout Water,161,75005,local,2016
Tap/Piped,4155,75005,local,2016
Tubewell/HandPump,0,75005,local,2016
Uncovered Well/Kuwa,2,75005,local,2016
CoveredWell/Kuwa,5,75009,local,2016
Not Stated Source of Water,28,75009,local,2016
Other Source of water,241,75009,local,2016
River/Stream,168,75009,local,2016
Sprout Water,305,75009,local,2016
Tap/Piped,3124,75009,local,2016
Tubewell/HandPump,0,75009,local,2016
Uncovered Well/Kuwa,150,75009,local,2016
CoveredWell/Kuwa,0,75001,local,2016
Not Stated Source of Water,2,75001,local,2016
Other Source of water,2,75001,local,2016
River/Stream,9,75001,local,2016
Sprout Water,84,75001,local,2016
Tap/Piped,987,75001,local,2016
Tubewell/HandPump,0,75001,local,2016
Uncovered Well/Kuwa,1,75001,local,2016
CoveredWell/Kuwa,1,75008,local,2016
Not Stated Source of Water,13,75008,local,2016
Other Source of water,17,75008,local,2016
River/Stream,103,75008,local,2016
Sprout Water,92,75008,local,2016
Tap/Piped,2389,75008,local,2016
Tubewell/HandPump,0,75008,local,2016
Uncovered Well/Kuwa,1,75008,local,2016
CoveredWell/Kuwa,94,75002,local,2016
Not Stated Source of Water,11,75002,local,2016
Other Source of water,0,75002,local,2016
River/Stream,5,75002,local,2016
Sprout Water,290,75002,local,2016
Tap/Piped,1487,75002,local,2016
Tubewell/HandPump,0,75002,local,2016
Uncovered Well/Kuwa,32,75002,local,2016
CoveredWell/Kuwa,12,75004,local,2016
Not Stated Source of Water,5,75004,local,2016
Other Source of water,255,75004,local,2016
River/Stream,79,75004,local,2016
Sprout Water,512,75004,local,2016
Tap/Piped,1911,75004,local,2016
Tubewell/HandPump,0,75004,local,2016
Uncovered Well/Kuwa,77,75004,local,2016
CoveredWell/Kuwa,35,75006,local,2016
Not Stated Source of Water,5,75006,local,2016
Other Source of water,150,75006,local,2016
River/Stream,80,75006,local,2016
Sprout Water,105,75006,local,2016
Tap/Piped,2585,75006,local,2016
Tubewell/HandPump,0,75006,local,2016
Uncovered Well/Kuwa,136,75006,local,2016
CoveredWell/Kuwa,0,75003,local,2016
Not Stated Source of Water,6,75003,local,2016
Other Source of water,10,75003,local,2016
River/Stream,16,75003,local,2016
Sprout Water,263,75003,local,2016
Tap/Piped,1681,75003,local,2016
Tubewell/HandPump,0,75003,local,2016
Uncovered Well/Kuwa,6,75003,local,2016
CoveredWell/Kuwa,0,75007,local,2016
Not Stated Source of Water,4,75007,local,2016
Other Source of water,54,75007,local,2016
River/Stream,164,75007,local,2016
Sprout Water,263,75007,local,2016
Tap/Piped,2006,75007,local,2016
Tubewell/HandPump,0,75007,local,2016
Uncovered Well/Kuwa,17,75007,local,2016
CoveredWell/Kuwa,766,13,district,2016
Not Stated Source of Water,137,13,district,2016
Other Source of water,684,13,district,2016
River/Stream,1498,13,district,2016
Sprout Water,2922,13,district,2016
Tap/Piped,19061,13,district,2016
Tubewell/HandPump,67,13,district,2016
