drinking water source,total,geo_code,geo_level,geo_version
Uncovered Well/Kuwa,1888,13,district,2016
CoveredWell/Kuwa,401,73006,local,2016
Not Stated Source of Water,16,73006,local,2016
Other Source of water,102,73006,local,2016
River/Stream,210,73006,local,2016
Sprout Water,584,73006,local,2016
Tap/Piped,2315,73006,local,2016
Tubewell/HandPump,4,73006,local,2016
Uncovered Well/Kuwa,500,73006,local,2016
CoveredWell/Kuwa,98,73005,local,2016
Not Stated Source of Water,4,73005,local,2016
Other Source of water,7,73005,local,2016
River/Stream,242,73005,local,2016
Sprout Water,301,73005,local,2016
Tap/Piped,2288,73005,local,2016
Tubewell/HandPump,6,73005,local,2016
Uncovered Well/Kuwa,124,73005,local,2016
CoveredWell/Kuwa,22,73007,local,2016
Not Stated Source of Water,33,73007,local,2016
Other Source of water,12,73007,local,2016
River/Stream,502,73007,local,2016
Sprout Water,913,73007,local,2016
Tap/Piped,3770,73007,local,2016
Tubewell/HandPump,37,73007,local,2016
Uncovered Well/Kuwa,701,73007,local,2016
CoveredWell/Kuwa,151,73002,local,2016
Not Stated Source of Water,8,73002,local,2016
Other Source of water,13,73002,local,2016
River/Stream,229,73002,local,2016
Sprout Water,228,73002,local,2016
Tap/Piped,2395,73002,local,2016
Tubewell/HandPump,7,73002,local,2016
Uncovered Well/Kuwa,249,73002,local,2016
CoveredWell/Kuwa,2,73001,local,2016
Not Stated Source of Water,28,73001,local,2016
Other Source of water,473,73001,local,2016
River/Stream,36,73001,local,2016
Sprout Water,255,73001,local,2016
Tap/Piped,2454,73001,local,2016
Tubewell/HandPump,1,73001,local,2016
Uncovered Well/Kuwa,62,73001,local,2016
CoveredWell/Kuwa,9,73004,local,2016
Not Stated Source of Water,25,73004,local,2016
Other Source of water,39,73004,local,2016
River/Stream,166,73004,local,2016
Sprout Water,115,73004,local,2016
Tap/Piped,2082,73004,local,2016
Tubewell/HandPump,3,73004,local,2016
Uncovered Well/Kuwa,23,73004,local,2016
CoveredWell/Kuwa,83,73003,local,2016
Not Stated Source of Water,23,73003,local,2016
Other Source of water,38,73003,local,2016
River/Stream,113,73003,local,2016
Sprout Water,526,73003,local,2016
Tap/Piped,3757,73003,local,2016
Tubewell/HandPump,9,73003,local,2016
Uncovered Well/Kuwa,229,73003,local,2016
CoveredWell/Kuwa,64,06,district,2016
Not Stated Source of Water,196,06,district,2016
Other Source of water,25,06,district,2016
River/Stream,838,06,district,2016
Sprout Water,5858,06,district,2016
Tap/Piped,17038,06,district,2016
Tubewell/HandPump,2,06,district,2016
Uncovered Well/Kuwa,867,06,district,2016
CoveredWell/Kuwa,2,67002,local,2016
Not Stated Source of Water,46,67002,local,2016
Other Source of water,5,67002,local,2016
River/Stream,17,67002,local,2016
Sprout Water,1568,67002,local,2016
Tap/Piped,2404,67002,local,2016
Tubewell/HandPump,0,67002,local,2016
Uncovered Well/Kuwa,235,67002,local,2016
CoveredWell/Kuwa,1,67006,local,2016
Not Stated Source of Water,28,67006,local,2016
Other Source of water,0,67006,local,2016
River/Stream,67,67006,local,2016
Sprout Water,855,67006,local,2016
Tap/Piped,752,67006,local,2016
Tubewell/HandPump,0,67006,local,2016
Uncovered Well/Kuwa,19,67006,local,2016
CoveredWell/Kuwa,17,67009,local,2016
Not Stated Source of Water,12,67009,local,2016
Other Source of water,0,67009,local,2016
River/Stream,5,67009,local,2016
Sprout Water,721,67009,local,2016
Tap/Piped,2474,67009,local,2016
Tubewell/HandPump,0,67009,local,2016
Uncovered Well/Kuwa,121,67009,local,2016
CoveredWell/Kuwa,1,67007,local,2016
Not Stated Source of Water,4,67007,local,2016
Other Source of water,1,67007,local,2016
River/Stream,138,67007,local,2016
Sprout Water,179,67007,local,2016
Tap/Piped,1358,67007,local,2016
Tubewell/HandPump,0,67007,local,2016
Uncovered Well/Kuwa,3,67007,local,2016
CoveredWell/Kuwa,6,67008,local,2016
Not Stated Source of Water,23,67008,local,2016
Other Source of water,0,67008,local,2016
River/Stream,110,67008,local,2016
Sprout Water,572,67008,local,2016
Tap/Piped,1493,67008,local,2016
Tubewell/HandPump,1,67008,local,2016
Uncovered Well/Kuwa,18,67008,local,2016
CoveredWell/Kuwa,12,67003,local,2016
Not Stated Source of Water,17,67003,local,2016
Other Source of water,1,67003,local,2016
River/Stream,156,67003,local,2016
Sprout Water,792,67003,local,2016
Tap/Piped,2430,67003,local,2016
Tubewell/HandPump,1,67003,local,2016
Uncovered Well/Kuwa,43,67003,local,2016
CoveredWell/Kuwa,2,67005,local,2016
Not Stated Source of Water,6,67005,local,2016
Other Source of water,2,67005,local,2016
River/Stream,88,67005,local,2016
Sprout Water,272,67005,local,2016
Tap/Piped,1102,67005,local,2016
Tubewell/HandPump,0,67005,local,2016
Uncovered Well/Kuwa,88,67005,local,2016
CoveredWell/Kuwa,3,67004,local,2016
Not Stated Source of Water,42,67004,local,2016
Other Source of water,4,67004,local,2016
River/Stream,46,67004,local,2016
Sprout Water,470,67004,local,2016
Tap/Piped,2384,67004,local,2016
Tubewell/HandPump,0,67004,local,2016
Uncovered Well/Kuwa,225,67004,local,2016
CoveredWell/Kuwa,20,67001,local,2016
Not Stated Source of Water,18,67001,local,2016
Other Source of water,12,67001,local,2016
River/Stream,211,67001,local,2016
Sprout Water,429,67001,local,2016
Tap/Piped,2641,67001,local,2016
Tubewell/HandPump,0,67001,local,2016
Uncovered Well/Kuwa,115,67001,local,2016
CoveredWell/Kuwa,350,30,district,2016
Not Stated Source of Water,768,30,district,2016
Other Source of water,1657,30,district,2016
River/Stream,1819,30,district,2016
Sprout Water,2493,30,district,2016
Tap/Piped,18430,30,district,2016
Tubewell/HandPump,115291,30,district,2016
Uncovered Well/Kuwa,1605,30,district,2016
CoveredWell/Kuwa,39,71004,local,2016
Not Stated Source of Water,146,71004,local,2016
Other Source of water,135,71004,local,2016
River/Stream,4,71004,local,2016
Sprout Water,62,71004,local,2016
Tap/Piped,5865,71004,local,2016
Tubewell/HandPump,22881,71004,local,2016
Uncovered Well/Kuwa,11,71004,local,2016
CoveredWell/Kuwa,22,71012,local,2016
Not Stated Source of Water,24,71012,local,2016
Other Source of water,2,71012,local,2016
River/Stream,435,71012,local,2016
Sprout Water,1235,71012,local,2016
Tap/Piped,1827,71012,local,2016
Tubewell/HandPump,39,71012,local,2016
Uncovered Well/Kuwa,385,71012,local,2016
CoveredWell/Kuwa,19,71009,local,2016
Not Stated Source of Water,31,71009,local,2016
Other Source of water,3,71009,local,2016
River/Stream,1,71009,local,2016
Sprout Water,7,71009,local,2016
Tap/Piped,52,71009,local,2016
Tubewell/HandPump,6278,71009,local,2016
Uncovered Well/Kuwa,1,71009,local,2016
CoveredWell/Kuwa,13,71013,local,2016
Not Stated Source of Water,83,71013,local,2016
Other Source of water,145,71013,local,2016
River/Stream,1,71013,local,2016
Sprout Water,216,71013,local,2016
Tap/Piped,1087,71013,local,2016
Tubewell/HandPump,13802,71013,local,2016
Uncovered Well/Kuwa,9,71013,local,2016
CoveredWell/Kuwa,11,71001,local,2016
Not Stated Source of Water,23,71001,local,2016
Other Source of water,117,71001,local,2016
River/Stream,46,71001,local,2016
Sprout Water,30,71001,local,2016
Tap/Piped,41,71001,local,2016
Tubewell/HandPump,5417,71001,local,2016
Uncovered Well/Kuwa,18,71001,local,2016
CoveredWell/Kuwa,148,71007,local,2016
Not Stated Source of Water,101,71007,local,2016
Other Source of water,84,71007,local,2016
River/Stream,712,71007,local,2016
Sprout Water,106,71007,local,2016
Tap/Piped,3370,71007,local,2016
Tubewell/HandPump,9756,71007,local,2016
Uncovered Well/Kuwa,638,71007,local,2016
CoveredWell/Kuwa,10,71011,local,2016
Not Stated Source of Water,79,71011,local,2016
Other Source of water,334,71011,local,2016
River/Stream,37,71011,local,2016
Sprout Water,34,71011,local,2016
Tap/Piped,2670,71011,local,2016
Tubewell/HandPump,11586,71011,local,2016
Uncovered Well/Kuwa,7,71011,local,2016
CoveredWell/Kuwa,6,71002,local,2016
Not Stated Source of Water,49,71002,local,2016
Other Source of water,158,71002,local,2016
River/Stream,3,71002,local,2016
Sprout Water,3,71002,local,2016
Tap/Piped,139,71002,local,2016
Tubewell/HandPump,8354,71002,local,2016
Uncovered Well/Kuwa,5,71002,local,2016
CoveredWell/Kuwa,9,71003,local,2016
Not Stated Source of Water,17,71003,local,2016
Other Source of water,66,71003,local,2016
River/Stream,426,71003,local,2016
Sprout Water,621,71003,local,2016
Tap/Piped,1801,71003,local,2016
Tubewell/HandPump,4,71003,local,2016
Uncovered Well/Kuwa,418,71003,local,2016
CoveredWell/Kuwa,27,71006,local,2016
Not Stated Source of Water,78,71006,local,2016
Other Source of water,251,71006,local,2016
River/Stream,31,71006,local,2016
Sprout Water,118,71006,local,2016
Tap/Piped,621,71006,local,2016
Tubewell/HandPump,12019,71006,local,2016
Uncovered Well/Kuwa,29,71006,local,2016
CoveredWell/Kuwa,18,71005,local,2016
Not Stated Source of Water,49,71005,local,2016
Other Source of water,169,71005,local,2016
River/Stream,123,71005,local,2016
Sprout Water,37,71005,local,2016
Tap/Piped,291,71005,local,2016
Tubewell/HandPump,9332,71005,local,2016
Uncovered Well/Kuwa,53,71005,local,2016
CoveredWell/Kuwa,8,71010,local,2016
Not Stated Source of Water,51,71010,local,2016
Other Source of water,78,71010,local,2016
River/Stream,0,71010,local,2016
Sprout Water,15,71010,local,2016
Tap/Piped,491,71010,local,2016
Tubewell/HandPump,7154,71010,local,2016
Uncovered Well/Kuwa,5,71010,local,2016
CoveredWell/Kuwa,20,71008,local,2016
Not Stated Source of Water,37,71008,local,2016
Other Source of water,115,71008,local,2016
River/Stream,0,71008,local,2016
Sprout Water,9,71008,local,2016
Tap/Piped,175,71008,local,2016
Tubewell/HandPump,8669,71008,local,2016
Uncovered Well/Kuwa,26,71008,local,2016
CoveredWell/Kuwa,1041,22,district,2016
Not Stated Source of Water,168,22,district,2016
Other Source of water,250,22,district,2016
River/Stream,2882,22,district,2016
Sprout Water,8245,22,district,2016
Tap/Piped,26268,22,district,2016
Tubewell/HandPump,31,22,district,2016
Uncovered Well/Kuwa,2498,22,district,2016
CoveredWell/Kuwa,75,70007,local,2016
Not Stated Source of Water,36,70007,local,2016
Other Source of water,4,70007,local,2016
River/Stream,263,70007,local,2016
Sprout Water,1329,70007,local,2016
Tap/Piped,2960,70007,local,2016
Tubewell/HandPump,3,70007,local,2016
Uncovered Well/Kuwa,166,70007,local,2016
CoveredWell/Kuwa,84,70004,local,2016
Not Stated Source of Water,28,70004,local,2016
Other Source of water,73,70004,local,2016
River/Stream,800,70004,local,2016
Sprout Water,1642,70004,local,2016
Tap/Piped,4427,70004,local,2016
Tubewell/HandPump,11,70004,local,2016
Uncovered Well/Kuwa,382,70004,local,2016
CoveredWell/Kuwa,240,70001,local,2016
Not Stated Source of Water,28,70001,local,2016
Other Source of water,14,70001,local,2016
River/Stream,299,70001,local,2016
Sprout Water,905,70001,local,2016
Tap/Piped,2918,70001,local,2016
Tubewell/HandPump,1,70001,local,2016
Uncovered Well/Kuwa,342,70001,local,2016
CoveredWell/Kuwa,44,70002,local,2016
Not Stated Source of Water,4,70002,local,2016
Other Source of water,0,70002,local,2016
River/Stream,251,70002,local,2016
Sprout Water,360,70002,local,2016
Tap/Piped,1877,70002,local,2016
Tubewell/HandPump,2,70002,local,2016
Uncovered Well/Kuwa,181,70002,local,2016
CoveredWell/Kuwa,201,70006,local,2016
Not Stated Source of Water,16,70006,local,2016
Other Source of water,53,70006,local,2016
River/Stream,221,70006,local,2016
Sprout Water,960,70006,local,2016
Tap/Piped,2360,70006,local,2016
Tubewell/HandPump,0,70006,local,2016
Uncovered Well/Kuwa,448,70006,local,2016
CoveredWell/Kuwa,24,70008,local,2016
Not Stated Source of Water,23,70008,local,2016
Other Source of water,2,70008,local,2016
River/Stream,96,70008,local,2016
Sprout Water,936,70008,local,2016
Tap/Piped,2652,70008,local,2016
Tubewell/HandPump,2,70008,local,2016
Uncovered Well/Kuwa,37,70008,local,2016
CoveredWell/Kuwa,283,70003,local,2016
Not Stated Source of Water,13,70003,local,2016
Other Source of water,2,70003,local,2016
River/Stream,144,70003,local,2016
Sprout Water,479,70003,local,2016
Tap/Piped,1821,70003,local,2016
Tubewell/HandPump,2,70003,local,2016
Uncovered Well/Kuwa,386,70003,local,2016
CoveredWell/Kuwa,39,70009,local,2016
Not Stated Source of Water,12,70009,local,2016
Other Source of water,0,70009,local,2016
River/Stream,441,70009,local,2016
Sprout Water,1239,70009,local,2016
Tap/Piped,4690,70009,local,2016
Tubewell/HandPump,6,70009,local,2016
Uncovered Well/Kuwa,238,70009,local,2016
CoveredWell/Kuwa,51,70005,local,2016
Not Stated Source of Water,8,70005,local,2016
Other Source of water,102,70005,local,2016
River/Stream,367,70005,local,2016
Sprout Water,395,70005,local,2016
Tap/Piped,2563,70005,local,2016
Tubewell/HandPump,4,70005,local,2016
Uncovered Well/Kuwa,318,70005,local,2016
CoveredWell/Kuwa,2197,01,district,2016
Not Stated Source of Water,280,01,district,2016
Other Source of water,65,01,district,2016
River/Stream,865,01,district,2016
Sprout Water,15603,01,district,2016
Tap/Piped,26829,01,district,2016
Tubewell/HandPump,78,01,district,2016
Uncovered Well/Kuwa,2401,01,district,2016
CoveredWell/Kuwa,69,69006,local,2016
Not Stated Source of Water,42,69006,local,2016
Other Source of water,0,69006,local,2016
River/Stream,10,69006,local,2016
Sprout Water,522,69006,local,2016
Tap/Piped,3537,69006,local,2016
Tubewell/HandPump,3,69006,local,2016
Uncovered Well/Kuwa,177,69006,local,2016
CoveredWell/Kuwa,67,69004,local,2016
Not Stated Source of Water,42,69004,local,2016
Other Source of water,4,69004,local,2016
River/Stream,32,69004,local,2016
Sprout Water,2239,69004,local,2016
Tap/Piped,1734,69004,local,2016
Tubewell/HandPump,2,69004,local,2016
Uncovered Well/Kuwa,362,69004,local,2016
CoveredWell/Kuwa,8,69010,local,2016
Not Stated Source of Water,21,69010,local,2016
Other Source of water,2,69010,local,2016
River/Stream,148,69010,local,2016
Sprout Water,1708,69010,local,2016
Tap/Piped,2477,69010,local,2016
Tubewell/HandPump,2,69010,local,2016
Uncovered Well/Kuwa,209,69010,local,2016
CoveredWell/Kuwa,100,69005,local,2016
Not Stated Source of Water,19,69005,local,2016
Other Source of water,22,69005,local,2016
River/Stream,41,69005,local,2016
Sprout Water,3198,69005,local,2016
Tap/Piped,2844,69005,local,2016
Tubewell/HandPump,7,69005,local,2016
Uncovered Well/Kuwa,373,69005,local,2016
CoveredWell/Kuwa,89,69008,local,2016
Not Stated Source of Water,20,69008,local,2016
Other Source of water,18,69008,local,2016
River/Stream,64,69008,local,2016
Sprout Water,1312,69008,local,2016
Tap/Piped,2672,69008,local,2016
Tubewell/HandPump,1,69008,local,2016
Uncovered Well/Kuwa,181,69008,local,2016
CoveredWell/Kuwa,376,69001,local,2016
Not Stated Source of Water,6,69001,local,2016
Other Source of water,0,69001,local,2016
River/Stream,4,69001,local,2016
Sprout Water,1481,69001,local,2016
Tap/Piped,1329,69001,local,2016
Tubewell/HandPump,3,69001,local,2016
Uncovered Well/Kuwa,174,69001,local,2016
CoveredWell/Kuwa,28,69003,local,2016
Not Stated Source of Water,32,69003,local,2016
Other Source of water,3,69003,local,2016
River/Stream,69,69003,local,2016
Sprout Water,1311,69003,local,2016
Tap/Piped,2186,69003,local,2016
Tubewell/HandPump,3,69003,local,2016
Uncovered Well/Kuwa,163,69003,local,2016
CoveredWell/Kuwa,465,69009,local,2016
Not Stated Source of Water,46,69009,local,2016
Other Source of water,9,69009,local,2016
River/Stream,217,69009,local,2016
Sprout Water,1496,69009,local,2016
Tap/Piped,4074,69009,local,2016
Tubewell/HandPump,53,69009,local,2016
Uncovered Well/Kuwa,333,69009,local,2016
CoveredWell/Kuwa,133,69007,local,2016
Not Stated Source of Water,32,69007,local,2016
Other Source of water,3,69007,local,2016
River/Stream,217,69007,local,2016
Sprout Water,1426,69007,local,2016
Tap/Piped,2862,69007,local,2016
Tubewell/HandPump,0,69007,local,2016
Uncovered Well/Kuwa,293,69007,local,2016
CoveredWell/Kuwa,862,69002,local,2016
Not Stated Source of Water,20,69002,local,2016
Other Source of water,4,69002,local,2016
River/Stream,63,69002,local,2016
Sprout Water,910,69002,local,2016
Tap/Piped,3114,69002,local,2016
Tubewell/HandPump,4,69002,local,2016
Uncovered Well/Kuwa,136,69002,local,2016
CoveredWell/Kuwa,628,05,district,2016
Not Stated Source of Water,313,05,district,2016
Other Source of water,189,05,district,2016
River/Stream,1995,05,district,2016
Sprout Water,5842,05,district,2016
Tap/Piped,22658,05,district,2016
Tubewell/HandPump,1,05,district,2016
Uncovered Well/Kuwa,2147,05,district,2016
CoveredWell/Kuwa,7,68011,local,2016
Not Stated Source of Water,25,68011,local,2016
Other Source of water,2,68011,local,2016
River/Stream,36,68011,local,2016
Sprout Water,187,68011,local,2016
Tap/Piped,1725,68011,local,2016
Tubewell/HandPump,0,68011,local,2016
Uncovered Well/Kuwa,18,68011,local,2016
CoveredWell/Kuwa,174,68007,local,2016
Not Stated Source of Water,12,68007,local,2016
Other Source of water,6,68007,local,2016
River/Stream,386,68007,local,2016
Sprout Water,650,68007,local,2016
Tap/Piped,1927,68007,local,2016
Tubewell/HandPump,0,68007,local,2016
Uncovered Well/Kuwa,431,68007,local,2016
CoveredWell/Kuwa,27,68010,local,2016
Not Stated Source of Water,4,68010,local,2016
Other Source of water,1,68010,local,2016
River/Stream,165,68010,local,2016
Sprout Water,210,68010,local,2016
Tap/Piped,913,68010,local,2016
Tubewell/HandPump,0,68010,local,2016
Uncovered Well/Kuwa,98,68010,local,2016
CoveredWell/Kuwa,14,68012,local,2016
Not Stated Source of Water,60,68012,local,2016
Other Source of water,1,68012,local,2016
River/Stream,63,68012,local,2016
Sprout Water,314,68012,local,2016
Tap/Piped,2639,68012,local,2016
Tubewell/HandPump,0,68012,local,2016
Uncovered Well/Kuwa,120,68012,local,2016
CoveredWell/Kuwa,152,68002,local,2016
Not Stated Source of Water,83,68002,local,2016
Other Source of water,97,68002,local,2016
River/Stream,486,68002,local,2016
Sprout Water,1144,68002,local,2016
Tap/Piped,3180,68002,local,2016
Tubewell/HandPump,1,68002,local,2016
Uncovered Well/Kuwa,337,68002,local,2016
CoveredWell/Kuwa,84,68001,local,2016
Not Stated Source of Water,14,68001,local,2016
Other Source of water,9,68001,local,2016
River/Stream,339,68001,local,2016
Sprout Water,775,68001,local,2016
Tap/Piped,1171,68001,local,2016
Tubewell/HandPump,0,68001,local,2016
Uncovered Well/Kuwa,347,68001,local,2016
CoveredWell/Kuwa,61,68004,local,2016
Not Stated Source of Water,32,68004,local,2016
Other Source of water,60,68004,local,2016
River/Stream,117,68004,local,2016
Sprout Water,793,68004,local,2016
Tap/Piped,1226,68004,local,2016
