caste or ethnic group,total,geo_code,geo_level,geo_version
Sudhi,512,18004,local,2016
Sunuwar,18,18004,local,2016
Tatma/Tatwa,511,18004,local,2016
Teli,2199,18004,local,2016
Terai Others,220,18004,local,2016
Tharu,7172,18004,local,2016
Undefined Others,15,18004,local,2016
Yadav,6108,18004,local,2016
Yakkha,12,18004,local,2016
Amat,15,18006,local,2016
Badhaee,112,18006,local,2016
Bangali,40,18006,local,2016
Baraee,979,18006,local,2016
Bin,1125,18006,local,2016
Brahman - Hill,807,18006,local,2016
Brahman - Tarai,535,18006,local,2016
Chamar/ Harijan/ Ram,2688,18006,local,2016
Chhetri,963,18006,local,2016
Damai/Dholi,345,18006,local,2016
Danuwar,1554,18006,local,2016
Dhankar/ Dharikar,36,18006,local,2016
Dhanuk,1637,18006,local,2016
Dhobi,159,18006,local,2016
Dom,78,18006,local,2016
Dusadh/ Pasawan/ Pasi,1264,18006,local,2016
Gaderi/Bhedihar,36,18006,local,2016
Gharti/Bhujel,312,18006,local,2016
Gurung,22,18006,local,2016
Hajam/Thakur,942,18006,local,2016
Halkhor,27,18006,local,2016
Halwai,736,18006,local,2016
Kalar,16,18006,local,2016
Kalwar,1359,18006,local,2016
Kami,581,18006,local,2016
Kanu,1501,18006,local,2016
Kathabaniyan,702,18006,local,2016
Kayastha,86,18006,local,2016
Kewat,153,18006,local,2016
Khatwe,1125,18006,local,2016
Koiri/Kushwaha,14212,18006,local,2016
Kumal,16,18006,local,2016
Kumhar,230,18006,local,2016
Kurmi,743,18006,local,2016
Lohar,537,18006,local,2016
Magar,5248,18006,local,2016
Majhi,32,18006,local,2016
Mali,52,18006,local,2016
Mallaha,377,18006,local,2016
Musahar,2572,18006,local,2016
Musalman,3990,18006,local,2016
Newar,1315,18006,local,2016
Nuniya,813,18006,local,2016
Others,44,18006,local,2016
Punjabi/Sikh,97,18006,local,2016
Rai,64,18006,local,2016
Rajput,148,18006,local,2016
Sanyasi/Dasnami,310,18006,local,2016
Sarki,11,18006,local,2016
Satar/ Santhal,12,18006,local,2016
Sonar,903,18006,local,2016
Sudhi,1537,18006,local,2016
Sunuwar,50,18006,local,2016
Tamang,1202,18006,local,2016
Tatma/Tatwa,596,18006,local,2016
Teli,3717,18006,local,2016
Terai Others,107,18006,local,2016
Thakuri,59,18006,local,2016
Tharu,2002,18006,local,2016
Undefined Others,30,18006,local,2016
Yadav,5716,18006,local,2016
Bantar/Sardar,12,18011,local,2016
Baraee,159,18011,local,2016
Bin,440,18011,local,2016
Brahman - Tarai,898,18011,local,2016
Chamar/ Harijan/ Ram,1349,18011,local,2016
Damai/Dholi,33,18011,local,2016
Dhanuk,2241,18011,local,2016
Dhobi,540,18011,local,2016
Dhunia,480,18011,local,2016
Dom,34,18011,local,2016
Dusadh/ Pasawan/ Pasi,592,18011,local,2016
Gaderi/Bhedihar,123,18011,local,2016
Hajam/Thakur,522,18011,local,2016
Halkhor,35,18011,local,2016
Halwai,419,18011,local,2016
Kalar,97,18011,local,2016
Kalwar,532,18011,local,2016
Kami,47,18011,local,2016
Kanu,11,18011,local,2016
Kathabaniyan,541,18011,local,2016
Kayastha,216,18011,local,2016
Kewat,881,18011,local,2016
Khatwe,2285,18011,local,2016
Koiri/Kushwaha,454,18011,local,2016
Kumhar,62,18011,local,2016
Lohar,206,18011,local,2016
Mali,108,18011,local,2016
Mallaha,1343,18011,local,2016
Marwadi,11,18011,local,2016
Musahar,435,18011,local,2016
Musalman,8287,18011,local,2016
Nuniya,943,18011,local,2016
Others,50,18011,local,2016
Sanyasi/Dasnami,193,18011,local,2016
Sonar,158,18011,local,2016
Sudhi,1687,18011,local,2016
Tatma/Tatwa,216,18011,local,2016
Teli,1477,18011,local,2016
Terai Others,89,18011,local,2016
Undefined Others,28,18011,local,2016
Yadav,2792,18011,local,2016
Baraee,492,18015,local,2016
Bin,109,18015,local,2016
Brahman - Hill,309,18015,local,2016
Brahman - Tarai,406,18015,local,2016
Chamar/ Harijan/ Ram,1382,18015,local,2016
Chhetri,101,18015,local,2016
Damai/Dholi,11,18015,local,2016
Dhanuk,863,18015,local,2016
Dhobi,613,18015,local,2016
Dhunia,608,18015,local,2016
Dom,86,18015,local,2016
Dusadh/ Pasawan/ Pasi,643,18015,local,2016
Gaderi/Bhedihar,166,18015,local,2016
Hajam/Thakur,720,18015,local,2016
Halwai,355,18015,local,2016
Kalwar,67,18015,local,2016
Kanu,672,18015,local,2016
Kathabaniyan,108,18015,local,2016
Kayastha,105,18015,local,2016
Khatwe,511,18015,local,2016
Koiri/Kushwaha,1199,18015,local,2016
Kumhar,222,18015,local,2016
Kurmi,811,18015,local,2016
Lohar,946,18015,local,2016
Mali,119,18015,local,2016
Mallaha,1077,18015,local,2016
Musahar,619,18015,local,2016
Musalman,3563,18015,local,2016
Natuwa,27,18015,local,2016
Nuniya,1330,18015,local,2016
Others,84,18015,local,2016
Sanyasi/Dasnami,38,18015,local,2016
Sonar,598,18015,local,2016
Sudhi,881,18015,local,2016
Sunuwar,22,18015,local,2016
Tamang,64,18015,local,2016
Tatma/Tatwa,136,18015,local,2016
Teli,1746,18015,local,2016
Terai Others,18,18015,local,2016
Tharu,139,18015,local,2016
Yadav,16781,18015,local,2016
Badhaee,277,18010,local,2016
Baraee,1846,18010,local,2016
Bin,729,18010,local,2016
Brahman - Hill,1452,18010,local,2016
Brahman - Tarai,4995,18010,local,2016
Chamar/ Harijan/ Ram,1651,18010,local,2016
Chepang /Praja,13,18010,local,2016
Chhetri,72,18010,local,2016
Dhanuk,4578,18010,local,2016
Dhobi,588,18010,local,2016
Dhunia,104,18010,local,2016
Dom,102,18010,local,2016
Dusadh/ Pasawan/ Pasi,921,18010,local,2016
Gaderi/Bhedihar,219,18010,local,2016
Gharti/Bhujel,38,18010,local,2016
Hajam/Thakur,831,18010,local,2016
Halwai,439,18010,local,2016
Kalwar,606,18010,local,2016
Kami,21,18010,local,2016
Kanu,591,18010,local,2016
Kathabaniyan,114,18010,local,2016
Kayastha,395,18010,local,2016
Kewat,759,18010,local,2016
Khatwe,1828,18010,local,2016
Koiri/Kushwaha,2345,18010,local,2016
Kumhar,923,18010,local,2016
Kurmi,427,18010,local,2016
Lohar,496,18010,local,2016
Mali,170,18010,local,2016
Mallaha,2660,18010,local,2016
Musahar,1235,18010,local,2016
Musalman,5992,18010,local,2016
Nuniya,1148,18010,local,2016
Others,63,18010,local,2016
Rajput,2808,18010,local,2016
Sanyasi/Dasnami,72,18010,local,2016
Sonar,621,18010,local,2016
Sudhi,434,18010,local,2016
Teli,2933,18010,local,2016
Terai Others,382,18010,local,2016
Tharu,18,18010,local,2016
Yadav,3796,18010,local,2016
Badhaee,89,18001,local,2016
Baraee,295,18001,local,2016
Bin,1044,18001,local,2016
Brahman - Hill,100,18001,local,2016
Brahman - Tarai,534,18001,local,2016
Chamar/ Harijan/ Ram,1493,18001,local,2016
Chhetri,43,18001,local,2016
Damai/Dholi,91,18001,local,2016
Dhanuk,1326,18001,local,2016
Dhobi,347,18001,local,2016
Dhunia,103,18001,local,2016
Dom,75,18001,local,2016
Dusadh/ Pasawan/ Pasi,74,18001,local,2016
Gharti/Bhujel,20,18001,local,2016
Hajam/Thakur,275,18001,local,2016
Halwai,113,18001,local,2016
Kalwar,1527,18001,local,2016
Kami,49,18001,local,2016
Kanu,592,18001,local,2016
Kathabaniyan,47,18001,local,2016
Kayastha,42,18001,local,2016
Kewat,224,18001,local,2016
Khatwe,1083,18001,local,2016
Koiri/Kushwaha,602,18001,local,2016
Kumal,539,18001,local,2016
Kumhar,20,18001,local,2016
Kurmi,240,18001,local,2016
Lohar,517,18001,local,2016
Mali,126,18001,local,2016
Mallaha,704,18001,local,2016
Musahar,3299,18001,local,2016
Musalman,775,18001,local,2016
Newar,146,18001,local,2016
Nuniya,536,18001,local,2016
Others,101,18001,local,2016
Rai,15,18001,local,2016
Rajput,23,18001,local,2016
Sanyasi/Dasnami,91,18001,local,2016
Sonar,344,18001,local,2016
Sudhi,694,18001,local,2016
Tamang,30,18001,local,2016
Tatma/Tatwa,1690,18001,local,2016
Teli,1462,18001,local,2016
Terai Others,119,18001,local,2016
Yadav,10192,18001,local,2016
Badhaee,527,53,district,2016
Badi,11,53,district,2016
Bangali,1410,53,district,2016
Bantar/Sardar,18,53,district,2016
Baraee,12110,53,district,2016
Bhote,60,53,district,2016
Bin,9030,53,district,2016
Bote,109,53,district,2016
Brahman - Hill,15427,53,district,2016
Brahman - Tarai,5986,53,district,2016
Chamar/ Harijan/ Ram,28363,53,district,2016
Chamling,23,53,district,2016
Chepang /Praja,80,53,district,2016
Chhetri,16612,53,district,2016
Dalit Others,209,53,district,2016
Damai/Dholi,1028,53,district,2016
Danuwar,38,53,district,2016
Dhanuk,10852,53,district,2016
Dhimal,17,53,district,2016
Dhobi,8655,53,district,2016
Dhunia,1889,53,district,2016
Dom,1166,53,district,2016
Dusadh/ Pasawan/ Pasi,16092,53,district,2016
Foreigner,74,53,district,2016
Gaderi/Bhedihar,428,53,district,2016
Gaine,49,53,district,2016
Ghale,235,53,district,2016
Gharti/Bhujel,156,53,district,2016
Gurung,882,53,district,2016
Hajam/Thakur,8145,53,district,2016
Halkhor,960,53,district,2016
Halwai,396,53,district,2016
Janajati Others,24,53,district,2016
Jhangad/ Dhagar,2026,53,district,2016
Jirel,11,53,district,2016
Kahar,994,53,district,2016
Kalwar,11503,53,district,2016
Kamar,141,53,district,2016
Kami,1674,53,district,2016
Kanu,34476,53,district,2016
Kathabaniyan,8666,53,district,2016
Kayastha,5802,53,district,2016
Kewat,3322,53,district,2016
Koiri/Kushwaha,18937,53,district,2016
Kumal,3614,53,district,2016
Kumhar,3326,53,district,2016
Kurmi,50474,53,district,2016
Limbu,181,53,district,2016
Lohar,7845,53,district,2016
Magar,3826,53,district,2016
Majhi,472,53,district,2016
Mali,1130,53,district,2016
Mallaha,15400,53,district,2016
Marwadi,5438,53,district,2016
Musahar,9669,53,district,2016
Musalman,86935,53,district,2016
Natuwa,661,53,district,2016
Newar,9759,53,district,2016
Nuniya,9887,53,district,2016
Others,726,53,district,2016
Pattharkatta/ Kushwadiya,21,53,district,2016
Punjabi/Sikh,243,53,district,2016
Rai,1368,53,district,2016
Rajbansi,12,53,district,2016
Rajbhar,506,53,district,2016
Rajdhob,39,53,district,2016
Rajput,3904,53,district,2016
Sanyasi/Dasnami,5009,53,district,2016
Sarki,517,53,district,2016
Satar/ Santhal,105,53,district,2016
Sherpa,87,53,district,2016
Sonar,9489,53,district,2016
Sudhi,166,53,district,2016
Sunuwar,262,53,district,2016
Tajpuriya,21,53,district,2016
Tamang,9872,53,district,2016
Tatma/Tatwa,7589,53,district,2016
Teli,24815,53,district,2016
Terai Others,7174,53,district,2016
Thakali,13,53,district,2016
Thakuri,659,53,district,2016
Thami,31,53,district,2016
Tharu,45465,53,district,2016
Undefined Others,143,53,district,2016
Yadav,39733,53,district,2016
Yakkha,2570,53,district,2016
Badhaee,11,34008,local,2016
Baraee,2807,34008,local,2016
Bin,563,34008,local,2016
Brahman - Hill,236,34008,local,2016
Brahman - Tarai,198,34008,local,2016
Chamar/ Harijan/ Ram,844,34008,local,2016
Chhetri,308,34008,local,2016
Damai/Dholi,86,34008,local,2016
Dhanuk,158,34008,local,2016
Dhobi,289,34008,local,2016
Dhunia,252,34008,local,2016
Dom,49,34008,local,2016
Dusadh/ Pasawan/ Pasi,984,34008,local,2016
Gaderi/Bhedihar,131,34008,local,2016
Hajam/Thakur,394,34008,local,2016
Halwai,13,34008,local,2016
Kalwar,598,34008,local,2016
Kanu,1129,34008,local,2016
Kathabaniyan,78,34008,local,2016
Kayastha,223,34008,local,2016
Kewat,583,34008,local,2016
Koiri/Kushwaha,1368,34008,local,2016
Kumal,121,34008,local,2016
Kumhar,51,34008,local,2016
Kurmi,2282,34008,local,2016
Lohar,426,34008,local,2016
Magar,504,34008,local,2016
Mali,73,34008,local,2016
Mallaha,1030,34008,local,2016
Musahar,165,34008,local,2016
Musalman,2524,34008,local,2016
Newar,17,34008,local,2016
Nuniya,148,34008,local,2016
Others,26,34008,local,2016
Rai,42,34008,local,2016
Rajdhob,18,34008,local,2016
Rajput,26,34008,local,2016
Sanyasi/Dasnami,241,34008,local,2016
Sonar,70,34008,local,2016
Tajpuriya,21,34008,local,2016
Tatma/Tatwa,421,34008,local,2016
Teli,1163,34008,local,2016
Terai Others,64,34008,local,2016
Undefined Others,25,34008,local,2016
Yadav,340,34008,local,2016
Yakkha,41,34008,local,2016
Badhaee,23,34006,local,2016
Baraee,53,34006,local,2016
Bin,1812,34006,local,2016
Brahman - Hill,170,34006,local,2016
Brahman - Tarai,212,34006,local,2016
Chamar/ Harijan/ Ram,3097,34006,local,2016
Chhetri,612,34006,local,2016
Damai/Dholi,49,34006,local,2016
Dhanuk,246,34006,local,2016
Dhobi,905,34006,local,2016
Dhunia,174,34006,local,2016
Dom,86,34006,local,2016
Dusadh/ Pasawan/ Pasi,703,34006,local,2016
Hajam/Thakur,458,34006,local,2016
Kalwar,66,34006,local,2016
Kanu,489,34006,local,2016
Kathabaniyan,296,34006,local,2016
Kayastha,47,34006,local,2016
Kewat,605,34006,local,2016
Koiri/Kushwaha,843,34006,local,2016
Kumal,447,34006,local,2016
Kumhar,156,34006,local,2016
Kurmi,2823,34006,local,2016
Lohar,429,34006,local,2016
Magar,46,34006,local,2016
Majhi,152,34006,local,2016
Mallaha,532,34006,local,2016
Marwadi,31,34006,local,2016
Musahar,263,34006,local,2016
Musalman,7047,34006,local,2016
Nuniya,2069,34006,local,2016
Others,55,34006,local,2016
Pattharkatta/ Kushwadiya,21,34006,local,2016
Rai,31,34006,local,2016
Sanyasi/Dasnami,417,34006,local,2016
Sonar,156,34006,local,2016
Tatma/Tatwa,137,34006,local,2016
Teli,1472,34006,local,2016
Terai Others,254,34006,local,2016
Thakuri,146,34006,local,2016
Tharu,1219,34006,local,2016
Undefined Others,27,34006,local,2016
Yadav,3149,34006,local,2016
Yakkha,638,34006,local,2016
Bangali,45,34005,local,2016
Bin,138,34005,local,2016
Brahman - Hill,153,34005,local,2016
Brahman - Tarai,43,34005,local,2016
Chamar/ Harijan/ Ram,1211,34005,local,2016
Chhetri,382,34005,local,2016
Dhanuk,14,34005,local,2016
Dhobi,537,34005,local,2016
Dusadh/ Pasawan/ Pasi,790,34005,local,2016
Hajam/Thakur,392,34005,local,2016
Kahar,23,34005,local,2016
Kalwar,276,34005,local,2016
Kanu,1822,34005,local,2016
Kathabaniyan,355,34005,local,2016
Kayastha,58,34005,local,2016
Kewat,95,34005,local,2016
Koiri/Kushwaha,432,34005,local,2016
Kumal,53,34005,local,2016
Kumhar,39,34005,local,2016
Kurmi,6697,34005,local,2016
Limbu,12,34005,local,2016
Lohar,314,34005,local,2016
Magar,13,34005,local,2016
Mallaha,387,34005,local,2016
Musalman,3461,34005,local,2016
Nuniya,210,34005,local,2016
Others,24,34005,local,2016
Sanyasi/Dasnami,177,34005,local,2016
Sonar,60,34005,local,2016
Tatma/Tatwa,25,34005,local,2016
Teli,803,34005,local,2016
Terai Others,280,34005,local,2016
Yadav,512,34005,local,2016
Yakkha,78,34005,local,2016
Badhaee,29,34007,local,2016
Bangali,83,34007,local,2016
Baraee,67,34007,local,2016
Bhote,11,34007,local,2016
Bin,947,34007,local,2016
Brahman - Hill,165,34007,local,2016
Chamar/ Harijan/ Ram,1830,34007,local,2016
Chhetri,34,34007,local,2016
Dhanuk,208,34007,local,2016
Dhobi,45,34007,local,2016
Dom,31,34007,local,2016
Dusadh/ Pasawan/ Pasi,1289,34007,local,2016
Hajam/Thakur,170,34007,local,2016
Jhangad/ Dhagar,74,34007,local,2016
Kalwar,37,34007,local,2016
Kami,48,34007,local,2016
Kanu,365,34007,local,2016
Kayastha,80,34007,local,2016
Kewat,132,34007,local,2016
Koiri/Kushwaha,511,34007,local,2016
Kumal,16,34007,local,2016
Kurmi,175,34007,local,2016
Limbu,14,34007,local,2016
Lohar,60,34007,local,2016
Magar,32,34007,local,2016
Mallaha,90,34007,local,2016
Musahar,1559,34007,local,2016
Musalman,1384,34007,local,2016
Natuwa,51,34007,local,2016
Newar,26,34007,local,2016
Nuniya,200,34007,local,2016
Others,45,34007,local,2016
Rajput,53,34007,local,2016
Sanyasi/Dasnami,45,34007,local,2016
Sonar,11,34007,local,2016
Tamang,25,34007,local,2016
Teli,330,34007,local,2016
Terai Others,36,34007,local,2016
Tharu,11871,34007,local,2016
Yadav,586,34007,local,2016
Badhaee,389,34003,local,2016
Badi,11,34003,local,2016
Bangali,576,34003,local,2016
Bantar/Sardar,18,34003,local,2016
Baraee,3881,34003,local,2016
Bhote,12,34003,local,2016
Bin,438,34003,local,2016
Brahman - Hill,8582,34003,local,2016
Brahman - Tarai,4221,34003,local,2016
Chamar/ Harijan/ Ram,6908,34003,local,2016
Chhetri,4678,34003,local,2016
Dalit Others,13,34003,local,2016
Damai/Dholi,136,34003,local,2016
Danuwar,38,34003,local,2016
Dhanuk,7829,34003,local,2016
Dhimal,17,34003,local,2016
Dhobi,2531,34003,local,2016
Dhunia,95,34003,local,2016
Dom,641,34003,local,2016
Dusadh/ Pasawan/ Pasi,4631,34003,local,2016
Foreigner,38,34003,local,2016
Gaderi/Bhedihar,136,34003,local,2016
Ghale,63,34003,local,2016
Gharti/Bhujel,66,34003,local,2016
Gurung,241,34003,local,2016
Hajam/Thakur,2823,34003,local,2016
Halkhor,898,34003,local,2016
Halwai,362,34003,local,2016
Janajati Others,24,34003,local,2016
Jhangad/ Dhagar,340,34003,local,2016
Kahar,466,34003,local,2016
Kalwar,7322,34003,local,2016
Kami,307,34003,local,2016
Kanu,15417,34003,local,2016
Kathabaniyan,4944,34003,local,2016
Kayastha,5097,34003,local,2016
Kewat,390,34003,local,2016
Koiri/Kushwaha,6762,34003,local,2016
Kumal,1785,34003,local,2016
Kumhar,1198,34003,local,2016
Kurmi,23192,34003,local,2016
Limbu,93,34003,local,2016
Lohar,2984,34003,local,2016
Magar,836,34003,local,2016
Majhi,181,34003,local,2016
Mali,670,34003,local,2016
Mallaha,3854,34003,local,2016
Marwadi,5362,34003,local,2016
Musahar,1613,34003,local,2016
Musalman,43569,34003,local,2016
Natuwa,466,34003,local,2016
Newar,5585,34003,local,2016
Nuniya,3413,34003,local,2016
Others,121,34003,local,2016
Punjabi/Sikh,243,34003,local,2016
Rai,1087,34003,local,2016
Rajbansi,12,34003,local,2016
Rajbhar,383,34003,local,2016
Rajdhob,21,34003,local,2016
Rajput,3018,34003,local,2016
Sanyasi/Dasnami,2110,34003,local,2016
Sarki,53,34003,local,2016
Satar/ Santhal,32,34003,local,2016
Sherpa,87,34003,local,2016
Sonar,7382,34003,local,2016
Sudhi,166,34003,local,2016
Sunuwar,13,34003,local,2016
Tamang,984,34003,local,2016
Tatma/Tatwa,2860,34003,local,2016
Teli,8762,34003,local,2016
Terai Others,3417,34003,local,2016
Thakali,13,34003,local,2016
Thakuri,427,34003,local,2016
Tharu,7527,34003,local,2016
Undefined Others,91,34003,local,2016
Yadav,15614,34003,local,2016
Yakkha,357,34003,local,2016
Bangali,22,34011,local,2016
Baraee,121,34011,local,2016
Bin,699,34011,local,2016
Brahman - Hill,494,34011,local,2016
Brahman - Tarai,99,34011,local,2016
Chamar/ Harijan/ Ram,1175,34011,local,2016
Chepang /Praja,22,34011,local,2016
Chhetri,264,34011,local,2016
Dalit Others,163,34011,local,2016
Damai/Dholi,64,34011,local,2016
Dhanuk,59,34011,local,2016
Dhobi,85,34011,local,2016
Dhunia,77,34011,local,2016
Dom,35,34011,local,2016
Dusadh/ Pasawan/ Pasi,785,34011,local,2016
Hajam/Thakur,112,34011,local,2016
Halkhor,49,34011,local,2016
Jhangad/ Dhagar,308,34011,local,2016
Kalwar,146,34011,local,2016
Kami,46,34011,local,2016
Kanu,344,34011,local,2016
Kathabaniyan,199,34011,local,2016
Kayastha,20,34011,local,2016
Kewat,61,34011,local,2016
Koiri/Kushwaha,402,34011,local,2016
Kumal,21,34011,local,2016
Kumhar,37,34011,local,2016
Kurmi,378,34011,local,2016
Lohar,150,34011,local,2016
Magar,327,34011,local,2016
Majhi,73,34011,local,2016
Mali,37,34011,local,2016
Mallaha,373,34011,local,2016
Marwadi,18,34011,local,2016
Musahar,1910,34011,local,2016
Musalman,3262,34011,local,2016
Natuwa,93,34011,local,2016
Newar,19,34011,local,2016
Nuniya,301,34011,local,2016
Others,61,34011,local,2016
Rai,51,34011,local,2016
Rajput,32,34011,local,2016
Sanyasi/Dasnami,172,34011,local,2016
Sonar,96,34011,local,2016
Sunuwar,152,34011,local,2016
Tamang,129,34011,local,2016
Teli,536,34011,local,2016
Terai Others,499,34011,local,2016
Thakuri,22,34011,local,2016
Tharu,8329,34011,local,2016
Yadav,852,34011,local,2016
Yakkha,120,34011,local,2016
Bangali,33,34012,local,2016
Baraee,94,34012,local,2016
Bin,1959,34012,local,2016
Brahman - Hill,386,34012,local,2016
Brahman - Tarai,283,34012,local,2016
Chamar/ Harijan/ Ram,2049,34012,local,2016
Chhetri,3160,34012,local,2016
Dhanuk,264,34012,local,2016
Dhobi,759,34012,local,2016
Dhunia,15,34012,local,2016
Dom,34,34012,local,2016
Dusadh/ Pasawan/ Pasi,1005,34012,local,2016
Foreigner,36,34012,local,2016
Gaderi/Bhedihar,90,34012,local,2016
Hajam/Thakur,946,34012,local,2016
Halwai,21,34012,local,2016
Kahar,108,34012,local,2016
Kalwar,460,34012,local,2016
Kamar,44,34012,local,2016
Kami,57,34012,local,2016
Kanu,2716,34012,local,2016
Kathabaniyan,568,34012,local,2016
Kayastha,47,34012,local,2016
Kewat,328,34012,local,2016
Koiri/Kushwaha,717,34012,local,2016
Kumal,160,34012,local,2016
Kumhar,121,34012,local,2016
Kurmi,3223,34012,local,2016
Lohar,595,34012,local,2016
Magar,49,34012,local,2016
Mali,83,34012,local,2016
Mallaha,2025,34012,local,2016
Musahar,30,34012,local,2016
Musalman,4361,34012,local,2016
Natuwa,12,34012,local,2016
Newar,15,34012,local,2016
Nuniya,576,34012,local,2016
Others,28,34012,local,2016
Rai,33,34012,local,2016
Rajput,198,34012,local,2016
Sanyasi/Dasnami,455,34012,local,2016
Sarki,40,34012,local,2016
Satar/ Santhal,73,34012,local,2016
Sonar,339,34012,local,2016
Tatma/Tatwa,809,34012,local,2016
Teli,1387,34012,local,2016
Terai Others,210,34012,local,2016
Tharu,25,34012,local,2016
Yadav,1859,34012,local,2016
Bangali,286,34002,local,2016
Baraee,3065,34002,local,2016
Bin,1777,34002,local,2016
Brahman - Hill,212,34002,local,2016
Brahman - Tarai,149,34002,local,2016
Chamar/ Harijan/ Ram,1060,34002,local,2016
Damai/Dholi,89,34002,local,2016
Dhanuk,46,34002,local,2016
Dhobi,681,34002,local,2016
Dhunia,42,34002,local,2016
Dusadh/ Pasawan/ Pasi,625,34002,local,2016
Ghale,126,34002,local,2016
Hajam/Thakur,354,34002,local,2016
Kahar,90,34002,local,2016
Kalwar,513,34002,local,2016
Kamar,97,34002,local,2016
Kanu,1948,34002,local,2016
Kathabaniyan,449,34002,local,2016
Kayastha,14,34002,local,2016
Koiri/Kushwaha,561,34002,local,2016
Kumal,713,34002,local,2016
Kumhar,432,34002,local,2016
Kurmi,1843,34002,local,2016
Limbu,19,34002,local,2016
Lohar,420,34002,local,2016
Magar,775,34002,local,2016
Mali,21,34002,local,2016
Mallaha,950,34002,local,2016
Musalman,2631,34002,local,2016
Nuniya,128,34002,local,2016
Others,46,34002,local,2016
Sanyasi/Dasnami,231,34002,local,2016
Sarki,50,34002,local,2016
Sonar,259,34002,local,2016
Tatma/Tatwa,1217,34002,local,2016
Teli,1661,34002,local,2016
Terai Others,273,34002,local,2016
Yadav,575,34002,local,2016
Yakkha,40,34002,local,2016
Bote,109,34014,local,2016
Brahman - Hill,1549,34014,local,2016
Brahman - Tarai,19,34014,local,2016
Chamar/ Harijan/ Ram,22,34014,local,2016
Chepang /Praja,58,34014,local,2016
Chhetri,4252,34014,local,2016
Dalit Others,33,34014,local,2016
Damai/Dholi,356,34014,local,2016
Dhanuk,11,34014,local,2016
Dusadh/ Pasawan/ Pasi,41,34014,local,2016
Gaine,49,34014,local,2016
Gharti/Bhujel,57,34014,local,2016
Gurung,492,34014,local,2016
Hajam/Thakur,15,34014,local,2016
Jirel,11,34014,local,2016
Kalwar,27,34014,local,2016
Kami,941,34014,local,2016
Kanu,43,34014,local,2016
Kathabaniyan,25,34014,local,2016
Koiri/Kushwaha,15,34014,local,2016
Kumal,15,34014,local,2016
Kurmi,16,34014,local,2016
Magar,807,34014,local,2016
Majhi,39,34014,local,2016
Mallaha,18,34014,local,2016
Musahar,18,34014,local,2016
Newar,3655,34014,local,2016
Others,91,34014,local,2016
Rai,73,34014,local,2016
Sanyasi/Dasnami,60,34014,local,2016
Sarki,133,34014,local,2016
Sunuwar,97,34014,local,2016
Tamang,6517,34014,local,2016
Teli,20,34014,local,2016
Terai Others,28,34014,local,2016
Thakuri,64,34014,local,2016
Thami,31,34014,local,2016
Tharu,497,34014,local,2016
Yadav,93,34014,local,2016
Badhaee,38,34004,local,2016
Baraee,375,34004,local,2016
Bin,277,34004,local,2016
Brahman - Hill,390,34004,local,2016
Brahman - Tarai,263,34004,local,2016
Chamar/ Harijan/ Ram,856,34004,local,2016
Chhetri,14,34004,local,2016
Damai/Dholi,42,34004,local,2016
Dhobi,427,34004,local,2016
Dhunia,604,34004,local,2016
Dom,52,34004,local,2016
Dusadh/ Pasawan/ Pasi,883,34004,local,2016
Hajam/Thakur,389,34004,local,2016
Kahar,243,34004,local,2016
Kalwar,401,34004,local,2016
Kami,32,34004,local,2016
Kanu,5706,34004,local,2016
Kathabaniyan,193,34004,local,2016
Kayastha,81,34004,local,2016
Kewat,1094,34004,local,2016
Koiri/Kushwaha,1483,34004,local,2016
Kumhar,247,34004,local,2016
Kurmi,1207,34004,local,2016
Lohar,459,34004,local,2016
Magar,11,34004,local,2016
Mallaha,260,34004,local,2016
Marwadi,15,34004,local,2016
Musalman,4021,34004,local,2016
Nuniya,365,34004,local,2016
Others,89,34004,local,2016
Rajput,190,34004,local,2016
Sanyasi/Dasnami,277,34004,local,2016
Sonar,185,34004,local,2016
Tatma/Tatwa,632,34004,local,2016
Teli,1232,34004,local,2016
Terai Others,331,34004,local,2016
Tharu,19,34004,local,2016
Yadav,3166,34004,local,2016
Yakkha,122,34004,local,2016
Baraee,115,34001,local,2016
Bin,116,34001,local,2016
Brahman - Hill,421,34001,local,2016
Brahman - Tarai,146,34001,local,2016
Chamar/ Harijan/ Ram,2080,34001,local,2016
Damai/Dholi,55,34001,local,2016
Dhanuk,1216,34001,local,2016
Dhobi,684,34001,local,2016
Dhunia,153,34001,local,2016
Dom,41,34001,local,2016
Dusadh/ Pasawan/ Pasi,711,34001,local,2016
Hajam/Thakur,1108,34001,local,2016
Kahar,41,34001,local,2016
Kalwar,1075,34001,local,2016
Kanu,2359,34001,local,2016
Kathabaniyan,979,34001,local,2016
Kayastha,15,34001,local,2016
Kewat,17,34001,local,2016
Koiri/Kushwaha,3308,34001,local,2016
Kumal,179,34001,local,2016
Kumhar,614,34001,local,2016
Kurmi,3453,34001,local,2016
Lohar,752,34001,local,2016
Mali,61,34001,local,2016
Mallaha,1245,34001,local,2016
Musahar,21,34001,local,2016
Musalman,3426,34001,local,2016
Nuniya,1709,34001,local,2016
Others,49,34001,local,2016
Rajput,34,34001,local,2016
Sanyasi/Dasnami,153,34001,local,2016
Sonar,268,34001,local,2016
Tamang,215,34001,local,2016
Tatma/Tatwa,353,34001,local,2016
Teli,4201,34001,local,2016
Terai Others,1445,34001,local,2016
Yadav,6122,34001,local,2016
Yakkha,733,34001,local,2016
