language,total,geo_code,geo_level,geo_version
Nepali,11216,49014,local,2016
Newar,102,49014,local,2016
Not Reported,14,49014,local,2016
Others,23,49014,local,2016
Sherpa,20,49014,local,2016
Tharu,4851,49014,local,2016
Urdu,111,49014,local,2016
Avadhi,178,49008,local,2016
Bhojpuri,38709,49008,local,2016
Doteli,128,49008,local,2016
Gurung,33,49008,local,2016
Magar,81,49008,local,2016
Maithili,4280,49008,local,2016
Nepali,2517,49008,local,2016
Newar,130,49008,local,2016
Not Reported,57,49008,local,2016
Others,43,49008,local,2016
Santhali,12,49008,local,2016
Tharu,809,49008,local,2016
Urdu,179,49008,local,2016
Avadhi,14525,49003,local,2016
Bhojpuri,21650,49003,local,2016
Doteli,101,49003,local,2016
Gurung,11,49003,local,2016
Magar,134,49003,local,2016
Maithili,1923,49003,local,2016
Nepali,5630,49003,local,2016
Newar,179,49003,local,2016
Not Reported,23,49003,local,2016
Others,26,49003,local,2016
Rai,34,49003,local,2016
Sherpa,27,49003,local,2016
Tamang,11,49003,local,2016
Tharu,803,49003,local,2016
Urdu,2488,49003,local,2016
Avadhi,21683,49006,local,2016
Bhojpuri,32803,49006,local,2016
Doteli,113,49006,local,2016
Gurung,24,49006,local,2016
Hindi,27,49006,local,2016
Magar,215,49006,local,2016
Maithili,1909,49006,local,2016
Nepali,1353,49006,local,2016
Newar,44,49006,local,2016
Not Reported,64,49006,local,2016
Others,44,49006,local,2016
Rai,92,49006,local,2016
Sherpa,24,49006,local,2016
Uranw/Urau,71,49006,local,2016
Urdu,14031,49006,local,2016
Bhojpuri,37029,49005,local,2016
Gurung,23,49005,local,2016
Magar,16,49005,local,2016
Maithili,3503,49005,local,2016
Nepali,169,49005,local,2016
Not Reported,32,49005,local,2016
Others,35,49005,local,2016
Sherpa,170,49005,local,2016
Urdu,29,49005,local,2016
Bhojpuri,34710,49007,local,2016
Maithili,3513,49007,local,2016
Nepali,92,49007,local,2016
Newar,346,49007,local,2016
Others,32,49007,local,2016
Santhali,16,49007,local,2016
Sherpa,40,49007,local,2016
Tamang,27,49007,local,2016
Bhojpuri,10409,49002,local,2016
Bhujel,80,49002,local,2016
Doteli,15,49002,local,2016
Gurung,1944,49002,local,2016
Hindi,31,49002,local,2016
Magar,5986,49002,local,2016
Maithili,1007,49002,local,2016
Nepali,30377,49002,local,2016
Newar,484,49002,local,2016
Not Reported,76,49002,local,2016
Others,42,49002,local,2016
Sign Language,12,49002,local,2016
Sunuwar,11,49002,local,2016
Tamang,248,49002,local,2016
Tharu,2732,49002,local,2016
Urdu,69,49002,local,2016
Avadhi,9298,49013,local,2016
Bangla,134,49013,local,2016
Bhojpuri,15807,49013,local,2016
Doteli,15,49013,local,2016
English,11,49013,local,2016
Gurung,1186,49013,local,2016
Hindi,879,49013,local,2016
Magar,1871,49013,local,2016
Maithili,2280,49013,local,2016
Nepali,27271,49013,local,2016
Newar,935,49013,local,2016
Not Reported,69,49013,local,2016
Others,66,49013,local,2016
Punjabi,22,49013,local,2016
Rai,17,49013,local,2016
Rajsthani,199,49013,local,2016
Sherpa,41,49013,local,2016
Sindhi,26,49013,local,2016
Sunuwar,13,49013,local,2016
Tamang,48,49013,local,2016
Thakali,25,49013,local,2016
Tharu,504,49013,local,2016
Urdu,2766,49013,local,2016
Avadhi,68,76,district,2016
Bhojpuri,182760,76,district,2016
Bhujel,401,76,district,2016
Darai,26,76,district,2016
Doteli,251,76,district,2016
Ganagai,22,76,district,2016
Ghale,28,76,district,2016
Gurung,3832,76,district,2016
Hindi,222,76,district,2016
Kumal,12,76,district,2016
Limbu,19,76,district,2016
Magar,9189,76,district,2016
Maithili,10915,76,district,2016
Nepali,88014,76,district,2016
Newar,1339,76,district,2016
Not Reported,243,76,district,2016
Others,330,76,district,2016
Rai,103,76,district,2016
Rajbanshi,27,76,district,2016
Rajsthani,54,76,district,2016
Santhali,144,76,district,2016
Sherpa,79,76,district,2016
Sign Language,41,76,district,2016
Sunuwar,53,76,district,2016
Tamang,944,76,district,2016
Thakali,15,76,district,2016
Tharu,28656,76,district,2016
Urdu,298,76,district,2016
Avadhi,33,48004,local,2016
Bhojpuri,43846,48004,local,2016
Bhujel,134,48004,local,2016
Doteli,65,48004,local,2016
Ganagai,22,48004,local,2016
Gurung,63,48004,local,2016
Hindi,90,48004,local,2016
Limbu,19,48004,local,2016
Magar,159,48004,local,2016
Maithili,2601,48004,local,2016
Nepali,6177,48004,local,2016
Newar,202,48004,local,2016
Not Reported,44,48004,local,2016
Others,29,48004,local,2016
Rai,47,48004,local,2016
Rajsthani,54,48004,local,2016
Santhali,131,48004,local,2016
Sign Language,24,48004,local,2016
Sunuwar,22,48004,local,2016
Tamang,111,48004,local,2016
Tharu,2881,48004,local,2016
Urdu,91,48004,local,2016
Bhojpuri,33580,48002,local,2016
Doteli,31,48002,local,2016
Gurung,12,48002,local,2016
Magar,30,48002,local,2016
Maithili,1359,48002,local,2016
Nepali,246,48002,local,2016
Not Reported,21,48002,local,2016
Others,52,48002,local,2016
Tharu,64,48002,local,2016
Urdu,34,48002,local,2016
Avadhi,35,48005,local,2016
Bhojpuri,28319,48005,local,2016
Bhujel,14,48005,local,2016
Doteli,95,48005,local,2016
Gurung,14,48005,local,2016
Magar,100,48005,local,2016
Maithili,1103,48005,local,2016
Nepali,2797,48005,local,2016
Newar,47,48005,local,2016
Others,49,48005,local,2016
Tharu,4820,48005,local,2016
Urdu,25,48005,local,2016
Bhojpuri,6254,48001,local,2016
Darai,14,48001,local,2016
Ghale,16,48001,local,2016
Gurung,1517,48001,local,2016
Hindi,45,48001,local,2016
Kumal,12,48001,local,2016
Magar,4937,48001,local,2016
Maithili,801,48001,local,2016
Nepali,37242,48001,local,2016
Newar,545,48001,local,2016
Not Reported,88,48001,local,2016
Others,76,48001,local,2016
Sunuwar,31,48001,local,2016
Tamang,535,48001,local,2016
Tharu,9225,48001,local,2016
Urdu,134,48001,local,2016
Bhojpuri,11749,48006,local,2016
Bhujel,58,48006,local,2016
Darai,12,48006,local,2016
Doteli,31,48006,local,2016
Ghale,12,48006,local,2016
Gurung,2116,48006,local,2016
Hindi,87,48006,local,2016
Magar,3568,48006,local,2016
Maithili,788,48006,local,2016
Nepali,35296,48006,local,2016
Newar,414,48006,local,2016
Others,38,48006,local,2016
Rai,31,48006,local,2016
Sherpa,42,48006,local,2016
Sign Language,17,48006,local,2016
Tamang,298,48006,local,2016
Thakali,15,48006,local,2016
Tharu,1218,48006,local,2016
Bhojpuri,23692,48007,local,2016
Bhujel,75,48007,local,2016
Gurung,86,48007,local,2016
Magar,351,48007,local,2016
Maithili,1221,48007,local,2016
Nepali,4602,48007,local,2016
Newar,51,48007,local,2016
Not Reported,18,48007,local,2016
Others,43,48007,local,2016
Santhali,13,48007,local,2016
Tharu,5738,48007,local,2016
Bhojpuri,35320,48003,local,2016
Bhujel,120,48003,local,2016
Doteli,29,48003,local,2016
Gurung,24,48003,local,2016
Magar,44,48003,local,2016
Maithili,3042,48003,local,2016
Nepali,1654,48003,local,2016
Newar,80,48003,local,2016
Not Reported,72,48003,local,2016
Others,43,48003,local,2016
Rai,25,48003,local,2016
Rajbanshi,27,48003,local,2016
Sherpa,37,48003,local,2016
Tharu,4710,48003,local,2016
Urdu,14,48003,local,2016
Avadhi,116275,07,district,2016
Bangla,180,07,district,2016
Bhojpuri,411,07,district,2016
Chepang,13,07,district,2016
Danuwar,18,07,district,2016
Doteli,1302,07,district,2016
English,13,07,district,2016
Gurung,446,07,district,2016
Hindi,3545,07,district,2016
Kham,74,07,district,2016
Limbu,68,07,district,2016
Magar,4557,07,district,2016
Maithili,4620,07,district,2016
Nepali,189303,07,district,2016
Newar,2005,07,district,2016
Not Reported,265,07,district,2016
Others,348,07,district,2016
Punjabi,116,07,district,2016
Rai,203,07,district,2016
Rajsthani,128,07,district,2016
Santhali,12,07,district,2016
Sherpa,85,07,district,2016
Tamang,296,07,district,2016
Tharu,69909,07,district,2016
Uranw/Urau,18,07,district,2016
Urdu,90954,07,district,2016
Avadhi,20370,57002,local,2016
Doteli,125,57002,local,2016
Magar,177,57002,local,2016
Maithili,530,57002,local,2016
Nepali,4667,57002,local,2016
Newar,26,57002,local,2016
Not Reported,22,57002,local,2016
Others,22,57002,local,2016
Rai,13,57002,local,2016
Tharu,429,57002,local,2016
Urdu,11079,57002,local,2016
Avadhi,16648,57006,local,2016
Bhojpuri,17,57006,local,2016
Doteli,413,57006,local,2016
Hindi,27,57006,local,2016
Magar,84,57006,local,2016
Maithili,435,57006,local,2016
Nepali,1245,57006,local,2016
Newar,34,57006,local,2016
Not Reported,13,57006,local,2016
Others,21,57006,local,2016
Tharu,255,57006,local,2016
Uranw/Urau,18,57006,local,2016
Urdu,15732,57006,local,2016
Avadhi,2837,57008,local,2016
Doteli,42,57008,local,2016
Gurung,17,57008,local,2016
Hindi,52,57008,local,2016
Kham,17,57008,local,2016
Magar,655,57008,local,2016
Maithili,108,57008,local,2016
Nepali,24622,57008,local,2016
Newar,19,57008,local,2016
Not Reported,65,57008,local,2016
Others,32,57008,local,2016
Tamang,17,57008,local,2016
Tharu,28961,57008,local,2016
Urdu,2502,57008,local,2016
Avadhi,824,57001,local,2016
Doteli,62,57001,local,2016
Gurung,23,57001,local,2016
Hindi,102,57001,local,2016
Magar,1089,57001,local,2016
Maithili,71,57001,local,2016
Nepali,32642,57001,local,2016
Newar,18,57001,local,2016
Not Reported,13,57001,local,2016
Others,47,57001,local,2016
Tamang,17,57001,local,2016
Tharu,19331,57001,local,2016
Urdu,179,57001,local,2016
Avadhi,6738,57004,local,2016
Bhojpuri,46,57004,local,2016
Chepang,13,57004,local,2016
Doteli,15,57004,local,2016
Gurung,110,57004,local,2016
Hindi,44,57004,local,2016
Magar,789,57004,local,2016
Maithili,162,57004,local,2016
Nepali,28108,57004,local,2016
Newar,194,57004,local,2016
Not Reported,11,57004,local,2016
Others,48,57004,local,2016
Tamang,26,57004,local,2016
Tharu,1261,57004,local,2016
Urdu,13396,57004,local,2016
Avadhi,3560,57005,local,2016
Bhojpuri,60,57005,local,2016
Doteli,25,57005,local,2016
English,13,57005,local,2016
Gurung,93,57005,local,2016
Hindi,395,57005,local,2016
Kham,14,57005,local,2016
Magar,717,57005,local,2016
Maithili,557,57005,local,2016
Nepali,46146,57005,local,2016
Newar,260,57005,local,2016
Others,44,57005,local,2016
Tamang,44,57005,local,2016
Tharu,16963,57005,local,2016
Urdu,1756,57005,local,2016
Avadhi,42673,57007,local,2016
Bangla,180,57007,local,2016
Bhojpuri,219,57007,local,2016
Danuwar,18,57007,local,2016
Doteli,465,57007,local,2016
Gurung,203,57007,local,2016
Hindi,2861,57007,local,2016
Kham,27,57007,local,2016
Limbu,68,57007,local,2016
Magar,834,57007,local,2016
Maithili,1965,57007,local,2016
Nepali,46833,57007,local,2016
Newar,1339,57007,local,2016
Not Reported,141,57007,local,2016
Others,70,57007,local,2016
Punjabi,116,57007,local,2016
Rai,146,57007,local,2016
Rajsthani,128,57007,local,2016
Santhali,12,57007,local,2016
Sherpa,85,57007,local,2016
Tamang,192,57007,local,2016
Tharu,2561,57007,local,2016
Urdu,37815,57007,local,2016
Avadhi,22625,57003,local,2016
Bhojpuri,69,57003,local,2016
Doteli,155,57003,local,2016
Hindi,64,57003,local,2016
Kham,16,57003,local,2016
Magar,212,57003,local,2016
Maithili,792,57003,local,2016
Nepali,5040,57003,local,2016
Newar,115,57003,local,2016
Others,64,57003,local,2016
Rai,44,57003,local,2016
Tharu,148,57003,local,2016
Urdu,8495,57003,local,2016
Avadhi,34,50,district,2016
Bhojpuri,351,50,district,2016
Bhujel,55,50,district,2016
Bote,671,50,district,2016
Doteli,14,50,district,2016
English,21,50,district,2016
Gurung,89,50,district,2016
Hindi,233,50,district,2016
Kham,36,50,district,2016
Kumal,1630,50,district,2016
Magar,88838,50,district,2016
Maithili,102,50,district,2016
Nepali,160353,50,district,2016
Newar,5118,50,district,2016
Not Reported,86,50,district,2016
Others,352,50,district,2016
Rai,27,50,district,2016
Sign Language,90,50,district,2016
Sunuwar,21,50,district,2016
Tamang,28,50,district,2016
Tharu,197,50,district,2016
Urdu,547,50,district,2016
Bhojpuri,45,47007,local,2016
Bote,118,47007,local,2016
Gurung,35,47007,local,2016
Hindi,11,47007,local,2016
Magar,6941,47007,local,2016
Nepali,26776,47007,local,2016
Newar,983,47007,local,2016
Not Reported,12,47007,local,2016
Others,25,47007,local,2016
Sign Language,13,47007,local,2016
Tharu,80,47007,local,2016
Urdu,357,47007,local,2016
Kumal,729,47005,local,2016
Magar,84,47005,local,2016
Nepali,25621,47005,local,2016
Newar,12,47005,local,2016
Others,23,47005,local,2016
Bhojpuri,12,47010,local,2016
Gurung,15,47010,local,2016
Magar,5817,47010,local,2016
Nepali,13138,47010,local,2016
Newar,25,47010,local,2016
Not Reported,15,47010,local,2016
Others,25,47010,local,2016
Sign Language,26,47010,local,2016
Urdu,12,47010,local,2016
Bhojpuri,31,47003,local,2016
Magar,18964,47003,local,2016
Maithili,17,47003,local,2016
Nepali,3447,47003,local,2016
Newar,62,47003,local,2016
Others,16,47003,local,2016
Sign Language,11,47003,local,2016
Urdu,63,47003,local,2016
Kumal,409,47008,local,2016
Magar,367,47008,local,2016
Nepali,17889,47008,local,2016
Newar,53,47008,local,2016
Others,31,47008,local,2016
Sunuwar,21,47008,local,2016
Bhojpuri,39,47006,local,2016
Bhujel,16,47006,local,2016
Bote,50,47006,local,2016
Magar,12396,47006,local,2016
Nepali,7261,47006,local,2016
Newar,382,47006,local,2016
Others,31,47006,local,2016
Sign Language,15,47006,local,2016
Bote,330,47001,local,2016
Kumal,478,47001,local,2016
Magar,6325,47001,local,2016
Nepali,13889,47001,local,2016
Newar,267,47001,local,2016
Others,61,47001,local,2016
Urdu,11,47001,local,2016
Avadhi,34,47009,local,2016
Bhojpuri,156,47009,local,2016
Bote,173,47009,local,2016
English,21,47009,local,2016
Gurung,39,47009,local,2016
Hindi,222,47009,local,2016
Kham,36,47009,local,2016
Kumal,14,47009,local,2016
Magar,5160,47009,local,2016
Maithili,85,47009,local,2016
Nepali,41659,47009,local,2016
Newar,2445,47009,local,2016
Not Reported,38,47009,local,2016
Others,58,47009,local,2016
Rai,27,47009,local,2016
Tamang,28,47009,local,2016
Tharu,117,47009,local,2016
Urdu,93,47009,local,2016
Bhojpuri,41,47002,local,2016
Bhujel,39,47002,local,2016
Doteli,14,47002,local,2016
Magar,18083,47002,local,2016
Nepali,6626,47002,local,2016
Newar,137,47002,local,2016
Others,41,47002,local,2016
Sign Language,25,47002,local,2016
Urdu,11,47002,local,2016
Bhojpuri,27,47004,local,2016
Magar,14701,47004,local,2016
Nepali,4047,47004,local,2016
Newar,752,47004,local,2016
Not Reported,21,47004,local,2016
Others,41,47004,local,2016
Bhojpuri,36,58,district,2016
Gurung,560,58,district,2016
Hindi,56,58,district,2016
Kham,5738,58,district,2016
Magar,23802,58,district,2016
Maithili,64,58,district,2016
Nepali,190422,58,district,2016
Newar,90,58,district,2016
Not Reported,95,58,district,2016
Others,191,58,district,2016
Sign Language,11,58,district,2016
Tharu,44,58,district,2016
Urdu,68,58,district,2016
Hindi,29,53008,local,2016
Kham,150,53008,local,2016
Magar,150,53008,local,2016
Maithili,13,53008,local,2016
Nepali,27749,53008,local,2016
Newar,24,53008,local,2016
Not Reported,28,53008,local,2016
Others,5,53008,local,2016
Tharu,17,53008,local,2016
Urdu,48,53008,local,2016
Kham,43,53001,local,2016
Magar,2063,53001,local,2016
Maithili,11,53001,local,2016
Nepali,18648,53001,local,2016
Others,13,53001,local,2016
Magar,1622,53003,local,2016
Nepali,16295,53003,local,2016
Not Reported,41,53003,local,2016
Others,28,53003,local,2016
Bhojpuri,36,53004,local,2016
Gurung,311,53004,local,2016
Hindi,14,53004,local,2016
Kham,2148,53004,local,2016
Magar,6011,53004,local,2016
Maithili,26,53004,local,2016
Nepali,24054,53004,local,2016
Newar,66,53004,local,2016
Others,46,53004,local,2016
Tharu,27,53004,local,2016
Urdu,20,53004,local,2016
Magar,21,53010,local,2016
Nepali,22918,53010,local,2016
Others,18,53010,local,2016
Magar,155,53006,local,2016
Nepali,19826,53006,local,2016
Not Reported,15,53006,local,2016
Others,13,53006,local,2016
Gurung,101,53009,local,2016
Kham,2414,53009,local,2016
Magar,6554,53009,local,2016
Maithili,14,53009,local,2016
Nepali,1767,53009,local,2016
Others,31,53009,local,2016
Hindi,13,53005,local,2016
Magar,365,53005,local,2016
Nepali,27526,53005,local,2016
Not Reported,11,53005,local,2016
Others,3,53005,local,2016
Sign Language,11,53005,local,2016
Gurung,103,53002,local,2016
Magar,11,53002,local,2016
Nepali,23499,53002,local,2016
Others,18,53002,local,2016
Gurung,45,53007,local,2016
Kham,983,53007,local,2016
Magar,6850,53007,local,2016
Nepali,8140,53007,local,2016
Others,16,53007,local,2016
Avadhi,10289,15,district,2016
Bhojpuri,315,15,district,2016
Chhantyal,200,15,district,2016
Doteli,86,15,district,2016
Gurung,251,15,district,2016
Hindi,2654,15,district,2016
Kham,4975,15,district,2016
Kumal,20,15,district,2016
Magar,5204,15,district,2016
Maithili,538,15,district,2016
Nepali,364949,15,district,2016
Newar,790,15,district,2016
Not Reported,249,15,district,2016
Others,293,15,district,2016
Sign Language,30,15,district,2016
Tamang,100,15,district,2016
Tharu,155066,15,district,2016
Urdu,2132,15,district,2016
Avadhi,275,56005,local,2016
Bhojpuri,118,56005,local,2016
Doteli,18,56005,local,2016
Gurung,54,56005,local,2016
Hindi,1126,56005,local,2016
Kham,3429,56005,local,2016
Magar,1591,56005,local,2016
Maithili,261,56005,local,2016
Nepali,111669,56005,local,2016
Newar,385,56005,local,2016
Not Reported,147,56005,local,2016
Others,52,56005,local,2016
Sign Language,18,56005,local,2016
Tamang,31,56005,local,2016
Tharu,36646,56005,local,2016
Urdu,344,56005,local,2016
Avadhi,15,56010,local,2016
Bhojpuri,136,56010,local,2016
Chhantyal,176,56010,local,2016
Gurung,26,56010,local,2016
Hindi,767,56010,local,2016
Kham,136,56010,local,2016
Kumal,20,56010,local,2016
Magar,1016,56010,local,2016
Maithili,78,56010,local,2016
Nepali,105836,56010,local,2016
Newar,189,56010,local,2016
Not Reported,72,56010,local,2016
Others,36,56010,local,2016
Tamang,12,56010,local,2016
Tharu,32933,56010,local,2016
Urdu,80,56010,local,2016
Magar,11,56003,local,2016
Nepali,12381,56003,local,2016
Others,37,56003,local,2016
Tamang,19,56003,local,2016
Tharu,9036,56003,local,2016
Avadhi,6134,56007,local,2016
Kham,228,56007,local,2016
Magar,122,56007,local,2016
Maithili,40,56007,local,2016
Nepali,12896,56007,local,2016
Newar,11,56007,local,2016
Others,33,56007,local,2016
Tharu,5376,56007,local,2016
Urdu,197,56007,local,2016
Avadhi,362,56006,local,2016
Bhojpuri,11,56006,local,2016
Doteli,11,56006,local,2016
Gurung,11,56006,local,2016
Hindi,438,56006,local,2016
Kham,25,56006,local,2016
Magar,428,56006,local,2016
Maithili,72,56006,local,2016
Nepali,17898,56006,local,2016
Newar,124,56006,local,2016
Others,22,56006,local,2016
Tamang,12,56006,local,2016
Tharu,28104,56006,local,2016
Urdu,137,56006,local,2016
Chhantyal,24,56009,local,2016
Magar,495,56009,local,2016
Nepali,20405,56009,local,2016
Others,27,56009,local,2016
Tharu,4252,56009,local,2016
Avadhi,11,56001,local,2016
Bhojpuri,11,56001,local,2016
Magar,597,56001,local,2016
Nepali,25879,56001,local,2016
Others,27,56001,local,2016
Tharu,944,56001,local,2016
Avadhi,12,56008,local,2016
Bhojpuri,28,56008,local,2016
Doteli,14,56008,local,2016
Gurung,160,56008,local,2016
Hindi,251,56008,local,2016
Kham,266,56008,local,2016
Magar,583,56008,local,2016
Maithili,54,56008,local,2016
Nepali,18631,56008,local,2016
Newar,52,56008,local,2016
Not Reported,13,56008,local,2016
Others,21,56008,local,2016
Tamang,14,56008,local,2016
Tharu,20368,56008,local,2016
Urdu,297,56008,local,2016
Kham,680,56002,local,2016
Magar,25,56002,local,2016
Nepali,23511,56002,local,2016
Not Reported,17,56002,local,2016
Others,12,56002,local,2016
