language,total,geo_code,geo_level,geo_version
Yakkha,12,18004,local,2016
Bhojpuri,347,18006,local,2016
Danuwar,11,18006,local,2016
Doteli,13,18006,local,2016
Hindi,794,18006,local,2016
Magahi,61,18006,local,2016
Magar,4496,18006,local,2016
Maithili,52258,18006,local,2016
Nepali,4931,18006,local,2016
Newar,395,18006,local,2016
Not Reported,121,18006,local,2016
Others,52,18006,local,2016
Rai,60,18006,local,2016
Sunuwar,42,18006,local,2016
Tamang,1116,18006,local,2016
Tharu,612,18006,local,2016
Urdu,1368,18006,local,2016
Bhojpuri,16,18011,local,2016
Doteli,33,18011,local,2016
Hindi,42,18011,local,2016
Maithili,27411,18011,local,2016
Nepali,47,18011,local,2016
Not Reported,133,18011,local,2016
Others,14,18011,local,2016
Urdu,3330,18011,local,2016
Bhojpuri,12,18015,local,2016
Hindi,18,18015,local,2016
Magahi,748,18015,local,2016
Maithili,36941,18015,local,2016
Nepali,212,18015,local,2016
Not Reported,213,18015,local,2016
Others,25,18015,local,2016
Sunuwar,22,18015,local,2016
Tamang,62,18015,local,2016
Urdu,494,18015,local,2016
Bajjika,36,18010,local,2016
Bhojpuri,23,18010,local,2016
Hindi,146,18010,local,2016
Magahi,16,18010,local,2016
Maithili,45713,18010,local,2016
Nepali,219,18010,local,2016
Not Reported,115,18010,local,2016
Others,29,18010,local,2016
Urdu,3395,18010,local,2016
Bajjika,12,18001,local,2016
Bhojpuri,37,18001,local,2016
Doteli,91,18001,local,2016
Hindi,11,18001,local,2016
Magahi,1064,18001,local,2016
Maithili,29644,18001,local,2016
Nepali,664,18001,local,2016
Newar,129,18001,local,2016
Not Reported,62,18001,local,2016
Others,36,18001,local,2016
Rai,15,18001,local,2016
Tamang,29,18001,local,2016
Urdu,57,18001,local,2016
Avadhi,27,53,district,2016
Bajjika,95,53,district,2016
Bangla,312,53,district,2016
Bhojpuri,468869,53,district,2016
Chamling,23,53,district,2016
Chepang,12,53,district,2016
Danuwar,14,53,district,2016
Dhimal,12,53,district,2016
Doteli,513,53,district,2016
Ghale,231,53,district,2016
Gurung,236,53,district,2016
Hindi,1402,53,district,2016
Limbu,146,53,district,2016
Magar,553,53,district,2016
Maithili,30516,53,district,2016
Nepali,36710,53,district,2016
Newar,4154,53,district,2016
Not Reported,1314,53,district,2016
Others,555,53,district,2016
Punjabi,153,53,district,2016
Rai,1114,53,district,2016
Rajsthani,4616,53,district,2016
Sanskrit,61,53,district,2016
Santhali,105,53,district,2016
Sherpa,87,53,district,2016
Sindhi,56,53,district,2016
Sunuwar,152,53,district,2016
Tajpuriya,21,53,district,2016
Tamang,7663,53,district,2016
Thakali,13,53,district,2016
Tharu,22879,53,district,2016
Uranw/Urau,2029,53,district,2016
Urdu,13023,53,district,2016
Yakkha,103,53,district,2016
Bhojpuri,17642,34008,local,2016
Doteli,86,34008,local,2016
Maithili,3246,34008,local,2016
Nepali,49,34008,local,2016
Not Reported,23,34008,local,2016
Others,32,34008,local,2016
Rai,42,34008,local,2016
Tajpuriya,21,34008,local,2016
Bhojpuri,28194,34006,local,2016
Doteli,49,34006,local,2016
Maithili,1032,34006,local,2016
Nepali,147,34006,local,2016
Not Reported,329,34006,local,2016
Others,25,34006,local,2016
Rai,31,34006,local,2016
Tharu,378,34006,local,2016
Urdu,2442,34006,local,2016
Yakkha,36,34006,local,2016
Bhojpuri,19217,34005,local,2016
Limbu,12,34005,local,2016
Maithili,573,34005,local,2016
Nepali,18,34005,local,2016
Not Reported,49,34005,local,2016
Others,12,34005,local,2016
Urdu,30,34005,local,2016
Bangla,11,34007,local,2016
Bhojpuri,10939,34007,local,2016
Limbu,14,34007,local,2016
Maithili,901,34007,local,2016
Nepali,559,34007,local,2016
Not Reported,12,34007,local,2016
Others,33,34007,local,2016
Tharu,9518,34007,local,2016
Uranw/Urau,74,34007,local,2016
Urdu,704,34007,local,2016
Avadhi,27,34003,local,2016
Bajjika,95,34003,local,2016
Bangla,287,34003,local,2016
Bhojpuri,189401,34003,local,2016
Danuwar,14,34003,local,2016
Dhimal,12,34003,local,2016
Doteli,68,34003,local,2016
Ghale,63,34003,local,2016
Gurung,100,34003,local,2016
Hindi,1402,34003,local,2016
Limbu,58,34003,local,2016
Magar,140,34003,local,2016
Maithili,13312,34003,local,2016
Nepali,15603,34003,local,2016
Newar,3705,34003,local,2016
Not Reported,643,34003,local,2016
Others,187,34003,local,2016
Punjabi,153,34003,local,2016
Rai,975,34003,local,2016
Rajsthani,4616,34003,local,2016
Santhali,32,34003,local,2016
Sherpa,87,34003,local,2016
Sindhi,56,34003,local,2016
Tamang,258,34003,local,2016
Thakali,13,34003,local,2016
Tharu,1772,34003,local,2016
Uranw/Urau,345,34003,local,2016
Urdu,7498,34003,local,2016
Bangla,14,34011,local,2016
Bhojpuri,19484,34011,local,2016
Chepang,12,34011,local,2016
Doteli,48,34011,local,2016
Magar,267,34011,local,2016
Maithili,327,34011,local,2016
Nepali,936,34011,local,2016
Newar,18,34011,local,2016
Not Reported,25,34011,local,2016
Others,35,34011,local,2016
Sunuwar,152,34011,local,2016
Tamang,122,34011,local,2016
Tharu,1926,34011,local,2016
Uranw/Urau,307,34011,local,2016
Urdu,228,34011,local,2016
Bhojpuri,31530,34012,local,2016
Maithili,1109,34012,local,2016
Nepali,92,34012,local,2016
Not Reported,25,34012,local,2016
Others,23,34012,local,2016
Rai,33,34012,local,2016
Santhali,73,34012,local,2016
Bhojpuri,20238,34002,local,2016
Doteli,89,34002,local,2016
Ghale,126,34002,local,2016
Limbu,19,34002,local,2016
Maithili,3888,34002,local,2016
Nepali,32,34002,local,2016
Not Reported,45,34002,local,2016
Others,31,34002,local,2016
Bhojpuri,498,34014,local,2016
Gurung,70,34014,local,2016
Magar,135,34014,local,2016
Maithili,22,34014,local,2016
Nepali,13912,34014,local,2016
Newar,223,34014,local,2016
Not Reported,29,34014,local,2016
Others,36,34014,local,2016
Tamang,5256,34014,local,2016
Tharu,216,34014,local,2016
Bhojpuri,25567,34004,local,2016
Doteli,42,34004,local,2016
Maithili,861,34004,local,2016
Nepali,115,34004,local,2016
Not Reported,27,34004,local,2016
Others,59,34004,local,2016
Bhojpuri,38483,34001,local,2016
Doteli,55,34001,local,2016
Maithili,832,34001,local,2016
Nepali,43,34001,local,2016
Not Reported,15,34001,local,2016
Others,30,34001,local,2016
Tamang,215,34001,local,2016
Bhojpuri,22767,34010,local,2016
Doteli,23,34010,local,2016
Ghale,42,34010,local,2016
Gurung,66,34010,local,2016
Limbu,26,34010,local,2016
Magar,11,34010,local,2016
Maithili,1941,34010,local,2016
Nepali,3950,34010,local,2016
Newar,159,34010,local,2016
Not Reported,79,34010,local,2016
Others,24,34010,local,2016
Sanskrit,61,34010,local,2016
Tamang,1605,34010,local,2016
Tharu,5230,34010,local,2016
Uranw/Urau,499,34010,local,2016
Urdu,2057,34010,local,2016
Yakkha,67,34010,local,2016
Bhojpuri,26065,34013,local,2016
Doteli,20,34013,local,2016
Maithili,754,34013,local,2016
Nepali,1216,34013,local,2016
Newar,37,34013,local,2016
Not Reported,13,34013,local,2016
Others,14,34013,local,2016
Rai,15,34013,local,2016
Tamang,207,34013,local,2016
Tharu,3839,34013,local,2016
Uranw/Urau,804,34013,local,2016
Urdu,64,34013,local,2016
Bhojpuri,18844,34009,local,2016
Chamling,23,34009,local,2016
Doteli,33,34009,local,2016
Limbu,17,34009,local,2016
Maithili,1718,34009,local,2016
Nepali,38,34009,local,2016
Newar,12,34009,local,2016
Others,14,34009,local,2016
Rai,18,34009,local,2016
Bahing,169,63,district,2016
Bangla,121,63,district,2016
Bantawa,16,63,district,2016
Bhojpuri,527,63,district,2016
Bhujel,368,63,district,2016
Danuwar,426,63,district,2016
Doteli,167,63,district,2016
Ghale,334,63,district,2016
Gurung,26,63,district,2016
Hindi,533,63,district,2016
Lapcha,34,63,district,2016
Limbu,339,63,district,2016
Magahi,910,63,district,2016
Magar,1503,63,district,2016
Maithili,505328,63,district,2016
Meche,177,63,district,2016
Mewahang,15,63,district,2016
Musalman,285,63,district,2016
Nepali,25712,63,district,2016
Newar,873,63,district,2016
Not Reported,3876,63,district,2016
Others,748,63,district,2016
Rai,1061,63,district,2016
Rajsthani,562,63,district,2016
Sunuwar,1537,63,district,2016
Tamang,1199,63,district,2016
Tharu,66428,63,district,2016
Thulung,42,63,district,2016
Urdu,24506,63,district,2016
Yakkha,22,63,district,2016
Bhujel,137,15002,local,2016
Maithili,21013,15002,local,2016
Nepali,109,15002,local,2016
Not Reported,11,15002,local,2016
Others,23,15002,local,2016
Rai,103,15002,local,2016
Sunuwar,66,15002,local,2016
Tharu,357,15002,local,2016
Bhujel,28,15005,local,2016
Gurung,15,15005,local,2016
Maithili,38007,15005,local,2016
Meche,177,15005,local,2016
Nepali,331,15005,local,2016
Newar,17,15005,local,2016
Not Reported,144,15005,local,2016
Others,40,15005,local,2016
Tamang,23,15005,local,2016
Tharu,2462,15005,local,2016
Urdu,1985,15005,local,2016
Bhojpuri,19,15007,local,2016
Danuwar,14,15007,local,2016
Magahi,13,15007,local,2016
Maithili,37161,15007,local,2016
Nepali,221,15007,local,2016
Newar,25,15007,local,2016
Not Reported,577,15007,local,2016
Others,36,15007,local,2016
Rai,384,15007,local,2016
Sunuwar,97,15007,local,2016
Tharu,2107,15007,local,2016
Urdu,2100,15007,local,2016
Bhojpuri,95,15010,local,2016
Magar,20,15010,local,2016
Maithili,26129,15010,local,2016
Nepali,970,15010,local,2016
Newar,208,15010,local,2016
Not Reported,298,15010,local,2016
Others,36,15010,local,2016
Rai,77,15010,local,2016
Rajsthani,49,15010,local,2016
Sunuwar,20,15010,local,2016
Tamang,140,15010,local,2016
Tharu,11569,15010,local,2016
Thulung,22,15010,local,2016
Urdu,5735,15010,local,2016
Bhojpuri,38,15004,local,2016
Magahi,478,15004,local,2016
Maithili,21139,15004,local,2016
Nepali,260,15004,local,2016
Not Reported,51,15004,local,2016
Others,53,15004,local,2016
Rai,22,15004,local,2016
Urdu,997,15004,local,2016
Bhojpuri,13,15008,local,2016
Doteli,23,15008,local,2016
Hindi,54,15008,local,2016
Limbu,28,15008,local,2016
Maithili,43079,15008,local,2016
Nepali,455,15008,local,2016
Newar,154,15008,local,2016
Not Reported,281,15008,local,2016
Others,24,15008,local,2016
Rai,70,15008,local,2016
Rajsthani,110,15008,local,2016
Sunuwar,221,15008,local,2016
Tamang,16,15008,local,2016
Urdu,1206,15008,local,2016
Doteli,80,15003,local,2016
Limbu,151,15003,local,2016
Maithili,28427,15003,local,2016
Nepali,129,15003,local,2016
Not Reported,371,15003,local,2016
Others,20,15003,local,2016
Tamang,14,15003,local,2016
Urdu,267,15003,local,2016
Maithili,21410,15018,local,2016
Nepali,95,15018,local,2016
Not Reported,236,15018,local,2016
Others,21,15018,local,2016
Sunuwar,158,15018,local,2016
Tamang,11,15018,local,2016
Tharu,79,15018,local,2016
Bangla,25,15012,local,2016
Bhojpuri,76,15012,local,2016
Bhujel,27,15012,local,2016
Doteli,44,15012,local,2016
Gurung,11,15012,local,2016
Hindi,268,15012,local,2016
Limbu,27,15012,local,2016
Magar,27,15012,local,2016
Maithili,58865,15012,local,2016
Nepali,2963,15012,local,2016
Newar,147,15012,local,2016
Not Reported,303,15012,local,2016
Others,78,15012,local,2016
Rai,78,15012,local,2016
Rajsthani,357,15012,local,2016
Sunuwar,27,15012,local,2016
Tamang,377,15012,local,2016
Tharu,792,15012,local,2016
Urdu,3882,15012,local,2016
Yakkha,22,15012,local,2016
Bahing,19,15001,local,2016
Bhojpuri,21,15001,local,2016
Bhujel,56,15001,local,2016
Danuwar,299,15001,local,2016
Doteli,20,15001,local,2016
Hindi,29,15001,local,2016
Limbu,13,15001,local,2016
Magar,99,15001,local,2016
Maithili,12259,15001,local,2016
Nepali,2385,15001,local,2016
Newar,13,15001,local,2016
Not Reported,348,15001,local,2016
Others,24,15001,local,2016
Rai,110,15001,local,2016
Tamang,141,15001,local,2016
Tharu,9491,15001,local,2016
Urdu,1802,15001,local,2016
Bhojpuri,151,15016,local,2016
Bhujel,19,15016,local,2016
Danuwar,113,15016,local,2016
Hindi,13,15016,local,2016
Limbu,30,15016,local,2016
Magar,957,15016,local,2016
Maithili,21215,15016,local,2016
Nepali,4262,15016,local,2016
Newar,40,15016,local,2016
Not Reported,295,15016,local,2016
Others,31,15016,local,2016
Rai,14,15016,local,2016
Sunuwar,715,15016,local,2016
Tamang,102,15016,local,2016
Tharu,14457,15016,local,2016
Urdu,1808,15016,local,2016
Hindi,13,15013,local,2016
Magar,155,15013,local,2016
Maithili,22649,15013,local,2016
Nepali,604,15013,local,2016
Newar,34,15013,local,2016
Not Reported,106,15013,local,2016
Others,35,15013,local,2016
Tamang,49,15013,local,2016
Tharu,2016,15013,local,2016
Urdu,726,15013,local,2016
Hindi,11,15017,local,2016
Maithili,31348,15017,local,2016
Nepali,79,15017,local,2016
Not Reported,107,15017,local,2016
Others,11,15017,local,2016
Rai,16,15017,local,2016
Sunuwar,163,15017,local,2016
Bhojpuri,40,15015,local,2016
Hindi,17,15015,local,2016
Limbu,17,15015,local,2016
Magar,39,15015,local,2016
Maithili,22748,15015,local,2016
Mewahang,15,15015,local,2016
Nepali,914,15015,local,2016
Not Reported,101,15015,local,2016
Others,36,15015,local,2016
Rai,17,15015,local,2016
Tamang,28,15015,local,2016
Tharu,10451,15015,local,2016
Urdu,790,15015,local,2016
Bantawa,16,15014,local,2016
Ghale,334,15014,local,2016
Hindi,37,15014,local,2016
Magahi,108,15014,local,2016
Magar,75,15014,local,2016
Maithili,9225,15014,local,2016
Nepali,5361,15014,local,2016
Newar,39,15014,local,2016
Not Reported,98,15014,local,2016
Others,147,15014,local,2016
Rai,146,15014,local,2016
Tamang,126,15014,local,2016
Tharu,5227,15014,local,2016
Thulung,20,15014,local,2016
Urdu,172,15014,local,2016
Bhojpuri,13,15011,local,2016
Lapcha,34,15011,local,2016
Magahi,115,15011,local,2016
Maithili,27598,15011,local,2016
Nepali,340,15011,local,2016
Not Reported,223,15011,local,2016
Others,36,15011,local,2016
Sunuwar,32,15011,local,2016
Urdu,151,15011,local,2016
Bahing,150,15009,local,2016
Bangla,96,15009,local,2016
Bhojpuri,45,15009,local,2016
Bhujel,101,15009,local,2016
Hindi,49,15009,local,2016
Limbu,55,15009,local,2016
Magahi,196,15009,local,2016
Magar,131,15009,local,2016
Maithili,35555,15009,local,2016
Musalman,285,15009,local,2016
Nepali,5825,15009,local,2016
Newar,196,15009,local,2016
Not Reported,266,15009,local,2016
Others,73,15009,local,2016
Rai,24,15009,local,2016
Rajsthani,46,15009,local,2016
Sunuwar,20,15009,local,2016
Tamang,159,15009,local,2016
Tharu,7420,15009,local,2016
Urdu,2596,15009,local,2016
Bhojpuri,16,15006,local,2016
Hindi,42,15006,local,2016
Limbu,18,15006,local,2016
Maithili,27501,15006,local,2016
Nepali,409,15006,local,2016
Not Reported,60,15006,local,2016
Others,24,15006,local,2016
Sunuwar,18,15006,local,2016
Tamang,13,15006,local,2016
Urdu,289,15006,local,2016
Bajjika,413820,57,district,2016
Bangla,367,57,district,2016
Bhojpuri,29476,57,district,2016
Danuwar,827,57,district,2016
Darai,136,57,district,2016
Doteli,642,57,district,2016
Ganagai,247,57,district,2016
Gurung,161,57,district,2016
Hindi,808,57,district,2016
Kham,88,57,district,2016
Limbu,25,57,district,2016
Magar,2474,57,district,2016
Maithili,20554,57,district,2016
Majhi,1453,57,district,2016
Mewahang,120,57,district,2016
Nepali,41707,57,district,2016
Newar,1383,57,district,2016
Not Reported,2332,57,district,2016
Others,495,57,district,2016
Pahari,83,57,district,2016
Rai,1493,57,district,2016
Rajbanshi,29,57,district,2016
Rajsthani,237,57,district,2016
Sherpa,11,57,district,2016
Sign Language,22,57,district,2016
Sunuwar,294,57,district,2016
Tajpuriya,46,57,district,2016
Tamang,11597,57,district,2016
Thami,12,57,district,2016
Tharu,22391,57,district,2016
Urdu,132115,57,district,2016
Waling/Walung,11,57,district,2016
Yakkha,603,57,district,2016
Bajjika,30069,32002,local,2016
Bhojpuri,1835,32002,local,2016
Maithili,402,32002,local,2016
Nepali,762,32002,local,2016
Not Reported,53,32002,local,2016
Others,55,32002,local,2016
Tamang,15,32002,local,2016
Tharu,777,32002,local,2016
Urdu,8756,32002,local,2016
Yakkha,11,32002,local,2016
Bajjika,28032,32001,local,2016
Bangla,96,32001,local,2016
Bhojpuri,1134,32001,local,2016
Doteli,54,32001,local,2016
Hindi,17,32001,local,2016
Magar,22,32001,local,2016
Maithili,341,32001,local,2016
Nepali,384,32001,local,2016
Not Reported,380,32001,local,2016
Others,18,32001,local,2016
Rai,12,32001,local,2016
Tamang,17,32001,local,2016
Urdu,2738,32001,local,2016
Yakkha,20,32001,local,2016
Bajjika,15703,32005,local,2016
Bhojpuri,575,32005,local,2016
Hindi,73,32005,local,2016
Maithili,3894,32005,local,2016
Nepali,732,32005,local,2016
Not Reported,21,32005,local,2016
Others,13,32005,local,2016
Urdu,1688,32005,local,2016
Bajjika,11419,32003,local,2016
Bhojpuri,6927,32003,local,2016
Danuwar,827,32003,local,2016
Doteli,46,32003,local,2016
Gurung,140,32003,local,2016
Hindi,125,32003,local,2016
Magar,1680,32003,local,2016
Maithili,2800,32003,local,2016
Majhi,1430,32003,local,2016
Nepali,26180,32003,local,2016
Newar,620,32003,local,2016
Not Reported,239,32003,local,2016
Others,28,32003,local,2016
Pahari,83,32003,local,2016
Rai,976,32003,local,2016
Sunuwar,27,32003,local,2016
Tamang,9061,32003,local,2016
Tharu,8420,32003,local,2016
Urdu,1020,32003,local,2016
Waling/Walung,11,32003,local,2016
Bajjika,23323,32010,local,2016
Bhojpuri,1644,32010,local,2016
Doteli,272,32010,local,2016
Ganagai,247,32010,local,2016
Hindi,14,32010,local,2016
Magar,14,32010,local,2016
Maithili,857,32010,local,2016
Nepali,942,32010,local,2016
Not Reported,98,32010,local,2016
Others,28,32010,local,2016
Rai,11,32010,local,2016
Sign Language,22,32010,local,2016
Tajpuriya,46,32010,local,2016
Urdu,13624,32010,local,2016
Yakkha,293,32010,local,2016
Bajjika,19515,32015,local,2016
Bhojpuri,6717,32015,local,2016
Doteli,24,32015,local,2016
Hindi,11,32015,local,2016
Kham,88,32015,local,2016
Magar,147,32015,local,2016
Maithili,724,32015,local,2016
Nepali,2937,32015,local,2016
Newar,187,32015,local,2016
Not Reported,25,32015,local,2016
Others,25,32015,local,2016
Sunuwar,51,32015,local,2016
Tamang,134,32015,local,2016
Thami,12,32015,local,2016
Tharu,2496,32015,local,2016
Urdu,3215,32015,local,2016
Bajjika,31228,32011,local,2016
Bhojpuri,1250,32011,local,2016
Doteli,20,32011,local,2016
Hindi,27,32011,local,2016
Maithili,1168,32011,local,2016
Nepali,469,32011,local,2016
Not Reported,100,32011,local,2016
Others,28,32011,local,2016
Tamang,20,32011,local,2016
Tharu,133,32011,local,2016
Urdu,3969,32011,local,2016
Bajjika,31901,32006,local,2016
Bangla,126,32006,local,2016
Bhojpuri,32,32006,local,2016
Maithili,561,32006,local,2016
Nepali,345,32006,local,2016
Newar,293,32006,local,2016
Not Reported,171,32006,local,2016
Others,20,32006,local,2016
Rai,96,32006,local,2016
Rajbanshi,29,32006,local,2016
Sherpa,11,32006,local,2016
Urdu,6825,32006,local,2016
Bajjika,26071,32016,local,2016
Bhojpuri,23,32016,local,2016
Darai,136,32016,local,2016
Hindi,32,32016,local,2016
Maithili,2219,32016,local,2016
Nepali,388,32016,local,2016
Newar,25,32016,local,2016
Not Reported,57,32016,local,2016
Others,15,32016,local,2016
Rai,30,32016,local,2016
Urdu,1519,32016,local,2016
Yakkha,54,32016,local,2016
Bajjika,10115,32017,local,2016
Bhojpuri,2306,32017,local,2016
Hindi,13,32017,local,2016
Magar,36,32017,local,2016
Maithili,427,32017,local,2016
Nepali,68,32017,local,2016
Not Reported,31,32017,local,2016
Others,31,32017,local,2016
Urdu,28016,32017,local,2016
Yakkha,35,32017,local,2016
Bajjika,12650,32018,local,2016
Bhojpuri,1376,32018,local,2016
Hindi,18,32018,local,2016
Maithili,249,32018,local,2016
Nepali,297,32018,local,2016
Others,24,32018,local,2016
Rai,15,32018,local,2016
Urdu,9255,32018,local,2016
Bajjika,40071,32007,local,2016
Bangla,42,32007,local,2016
Bhojpuri,341,32007,local,2016
Doteli,214,32007,local,2016
Hindi,27,32007,local,2016
Magar,158,32007,local,2016
Maithili,414,32007,local,2016
Nepali,760,32007,local,2016
Newar,22,32007,local,2016
Not Reported,74,32007,local,2016
Others,20,32007,local,2016
Rai,81,32007,local,2016
Urdu,8184,32007,local,2016
Yakkha,73,32007,local,2016
Bajjika,19814,32014,local,2016
Bhojpuri,1158,32014,local,2016
Maithili,773,32014,local,2016
Nepali,342,32014,local,2016
Not Reported,64,32014,local,2016
Others,23,32014,local,2016
Urdu,15247,32014,local,2016
Yakkha,32,32014,local,2016
Bajjika,23609,32004,local,2016
Bangla,72,32004,local,2016
Bhojpuri,482,32004,local,2016
Limbu,25,32004,local,2016
Maithili,395,32004,local,2016
Mewahang,120,32004,local,2016
Nepali,244,32004,local,2016
Not Reported,32,32004,local,2016
Others,36,32004,local,2016
Sunuwar,30,32004,local,2016
Urdu,7098,32004,local,2016
Bajjika,9496,32009,local,2016
Bangla,18,32009,local,2016
Bhojpuri,1717,32009,local,2016
Doteli,12,32009,local,2016
Gurung,21,32009,local,2016
Hindi,73,32009,local,2016
Magar,406,32009,local,2016
Maithili,2150,32009,local,2016
Majhi,23,32009,local,2016
Nepali,4203,32009,local,2016
Newar,187,32009,local,2016
Not Reported,254,32009,local,2016
Others,32,32009,local,2016
Rai,272,32009,local,2016
Sunuwar,143,32009,local,2016
Tamang,2331,32009,local,2016
Tharu,10565,32009,local,2016
Urdu,14689,32009,local,2016
Bajjika,33334,32012,local,2016
Bangla,13,32012,local,2016
Bhojpuri,22,32012,local,2016
Hindi,19,32012,local,2016
Maithili,348,32012,local,2016
Nepali,303,32012,local,2016
Not Reported,629,32012,local,2016
Others,25,32012,local,2016
Sunuwar,24,32012,local,2016
Urdu,390,32012,local,2016
Yakkha,68,32012,local,2016
Bajjika,24971,32013,local,2016
Bhojpuri,79,32013,local,2016
Maithili,371,32013,local,2016
Nepali,471,32013,local,2016
Not Reported,22,32013,local,2016
Others,23,32013,local,2016
Sunuwar,19,32013,local,2016
Tamang,19,32013,local,2016
Urdu,449,32013,local,2016
Bajjika,22499,32008,local,2016
Bhojpuri,1858,32008,local,2016
Hindi,359,32008,local,2016
Magar,11,32008,local,2016
Maithili,2461,32008,local,2016
Nepali,1880,32008,local,2016
Newar,49,32008,local,2016
Not Reported,82,32008,local,2016
Others,51,32008,local,2016
Rajsthani,237,32008,local,2016
Urdu,5433,32008,local,2016
Yakkha,17,32008,local,2016
Bajjika,63,08,district,2016
Bangla,34,08,district,2016
Bantawa,46,08,district,2016
Bhojpuri,495040,08,district,2016
Chamling,11,08,district,2016
Chepang,135,08,district,2016
Chhantyal,15,08,district,2016
Danuwar,210,08,district,2016
Doteli,195,08,district,2016
Ghale,119,08,district,2016
Gurung,424,08,district,2016
Hindi,462,08,district,2016
Limbu,195,08,district,2016
Magar,3059,08,district,2016
Maithili,26123,08,district,2016
Majhi,125,08,district,2016
Nepali,65119,08,district,2016
Newar,2845,08,district,2016
Not Reported,1371,08,district,2016
Others,472,08,district,2016
Rai,703,08,district,2016
Rajsthani,117,08,district,2016
Sanskrit,14,08,district,2016
Santhali,15,08,district,2016
Sherpa,15,08,district,2016
Sunuwar,77,08,district,2016
Tamang,24486,08,district,2016
Tharu,51614,08,district,2016
Uranw/Urau,714,08,district,2016
Urdu,11607,08,district,2016
Yakkha,406,08,district,2016
Bhojpuri,23647,33014,local,2016
Maithili,946,33014,local,2016
Nepali,260,33014,local,2016
Newar,70,33014,local,2016
Not Reported,25,33014,local,2016
Others,32,33014,local,2016
Santhali,15,33014,local,2016
Sunuwar,15,33014,local,2016
Tharu,39,33014,local,2016
Bhojpuri,28634,33016,local,2016
Maithili,495,33016,local,2016
Nepali,77,33016,local,2016
Newar,22,33016,local,2016
Not Reported,200,33016,local,2016
Others,18,33016,local,2016
Urdu,91,33016,local,2016
Bhojpuri,22083,33012,local,2016
Maithili,443,33012,local,2016
Nepali,161,33012,local,2016
Newar,26,33012,local,2016
Others,34,33012,local,2016
Rai,17,33012,local,2016
Urdu,23,33012,local,2016
Bhojpuri,14765,33007,local,2016
Maithili,2388,33007,local,2016
Nepali,444,33007,local,2016
Not Reported,27,33007,local,2016
Others,18,33007,local,2016
Tharu,8001,33007,local,2016
Urdu,844,33007,local,2016
Bhojpuri,22325,33004,local,2016
Doteli,35,33004,local,2016
Hindi,19,33004,local,2016
Maithili,789,33004,local,2016
Nepali,23,33004,local,2016
Not Reported,16,33004,local,2016
Others,16,33004,local,2016
Bhojpuri,611,33010,local,2016
Chamling,11,33010,local,2016
Chepang,102,33010,local,2016
Danuwar,67,33010,local,2016
Gurung,47,33010,local,2016
Hindi,18,33010,local,2016
Magar,831,33010,local,2016
Maithili,3080,33010,local,2016
Majhi,125,33010,local,2016
Nepali,16783,33010,local,2016
Newar,866,33010,local,2016
Not Reported,52,33010,local,2016
Others,30,33010,local,2016
Rai,255,33010,local,2016
Tamang,12228,33010,local,2016
Tharu,63,33010,local,2016
Urdu,166,33010,local,2016
Bhojpuri,24189,33002,local,2016
Maithili,190,33002,local,2016
Nepali,95,33002,local,2016
Others,15,33002,local,2016
Tharu,2702,33002,local,2016
Bangla,17,33005,local,2016
Bhojpuri,44868,33005,local,2016
Chepang,33,33005,local,2016
Danuwar,143,33005,local,2016
Ghale,119,33005,local,2016
Gurung,377,33005,local,2016
Hindi,296,33005,local,2016
Limbu,44,33005,local,2016
Magar,2018,33005,local,2016
Maithili,2312,33005,local,2016
Nepali,34825,33005,local,2016
Newar,1242,33005,local,2016
Not Reported,215,33005,local,2016
Others,80,33005,local,2016
Rai,189,33005,local,2016
Rajsthani,13,33005,local,2016
Sanskrit,14,33005,local,2016
Sherpa,15,33005,local,2016
Sunuwar,28,33005,local,2016
Tamang,11338,33005,local,2016
Tharu,16246,33005,local,2016
Uranw/Urau,714,33005,local,2016
Urdu,1900,33005,local,2016
Yakkha,48,33005,local,2016
Bajjika,63,33001,local,2016
Bhojpuri,25740,33001,local,2016
Maithili,922,33001,local,2016
Nepali,78,33001,local,2016
Newar,13,33001,local,2016
Not Reported,23,33001,local,2016
Others,29,33001,local,2016
Urdu,684,33001,local,2016
Bhojpuri,21856,33013,local,2016
Maithili,1142,33013,local,2016
Nepali,225,33013,local,2016
Not Reported,50,33013,local,2016
Others,29,33013,local,2016
Urdu,2027,33013,local,2016
Yakkha,324,33013,local,2016
Bhojpuri,32652,33011,local,2016
Maithili,1149,33011,local,2016
Nepali,99,33011,local,2016
Not Reported,113,33011,local,2016
Others,19,33011,local,2016
Urdu,141,33011,local,2016
Bhojpuri,46670,33009,local,2016
Doteli,16,33009,local,2016
Hindi,41,33009,local,2016
Maithili,4110,33009,local,2016
Nepali,253,33009,local,2016
Not Reported,67,33009,local,2016
Others,28,33009,local,2016
Rai,60,33009,local,2016
Tamang,18,33009,local,2016
Tharu,280,33009,local,2016
Urdu,793,33009,local,2016
Bangla,17,33006,local,2016
Bhojpuri,110082,33006,local,2016
Chhantyal,15,33006,local,2016
Doteli,34,33006,local,2016
Hindi,74,33006,local,2016
Limbu,151,33006,local,2016
Maithili,3572,33006,local,2016
Nepali,3620,33006,local,2016
Newar,210,33006,local,2016
Not Reported,393,33006,local,2016
Others,28,33006,local,2016
Rai,12,33006,local,2016
Rajsthani,104,33006,local,2016
Tamang,45,33006,local,2016
Tharu,1928,33006,local,2016
Urdu,2705,33006,local,2016
Yakkha,34,33006,local,2016
