education level passed,geo_code,geo_level,sex,total
Non Formal Education,49004,local,Female,8763
Non Formal Education,49004,local,Male,6016
Others,49004,local,Female,333
Others,49004,local,Male,239
Post Graduate Equivalent and Above,49004,local,Female,1153
Post Graduate Equivalent and Above,49004,local,Male,3610
Primary Education (1-5 Class),49004,local,Female,101190
Primary Education (1-5 Class),49004,local,Male,117718
Secondary Level (Class 9-10),49004,local,Female,31670
Secondary Level (Class 9-10),49004,local,Male,40964
SLC and Equivalent,49004,local,Female,22956
SLC and Equivalent,49004,local,Male,27440
Beginners,49012,local,Female,10380
Beginners,49012,local,Male,12664
Graduate and Equivalent,49012,local,Female,5912
Graduate and Equivalent,49012,local,Male,10429
Intermediate and Equivalent,49012,local,Female,17065
Intermediate and Equivalent,49012,local,Male,21651
Level not Stated,49012,local,Female,1370
Level not Stated,49012,local,Male,1442
Lower Secondary (Class 6-8),49012,local,Female,52450
Lower Secondary (Class 6-8),49012,local,Male,68158
Non Formal Education,49012,local,Female,8763
Non Formal Education,49012,local,Male,6016
Others,49012,local,Female,333
Others,49012,local,Male,239
Post Graduate Equivalent and Above,49012,local,Female,1153
Post Graduate Equivalent and Above,49012,local,Male,3610
Primary Education (1-5 Class),49012,local,Female,101190
Primary Education (1-5 Class),49012,local,Male,117718
Secondary Level (Class 9-10),49012,local,Female,31670
Secondary Level (Class 9-10),49012,local,Male,40964
SLC and Equivalent,49012,local,Female,22956
SLC and Equivalent,49012,local,Male,27440
Beginners,49001,local,Female,10380
Beginners,49001,local,Male,12664
Graduate and Equivalent,49001,local,Female,5912
Graduate and Equivalent,49001,local,Male,10429
Intermediate and Equivalent,49001,local,Female,17065
Intermediate and Equivalent,49001,local,Male,21651
Level not Stated,49001,local,Female,1370
Level not Stated,49001,local,Male,1442
Lower Secondary (Class 6-8),49001,local,Female,52450
Lower Secondary (Class 6-8),49001,local,Male,68158
Non Formal Education,49001,local,Female,8763
Non Formal Education,49001,local,Male,6016
Others,49001,local,Female,333
Others,49001,local,Male,239
Post Graduate Equivalent and Above,49001,local,Female,1153
Post Graduate Equivalent and Above,49001,local,Male,3610
Primary Education (1-5 Class),49001,local,Female,101190
Primary Education (1-5 Class),49001,local,Male,117718
Secondary Level (Class 9-10),49001,local,Female,31670
Secondary Level (Class 9-10),49001,local,Male,40964
SLC and Equivalent,49001,local,Female,22956
SLC and Equivalent,49001,local,Male,27440
Beginners,49015,local,Female,10380
Beginners,49015,local,Male,12664
Graduate and Equivalent,49015,local,Female,5912
Graduate and Equivalent,49015,local,Male,10429
Intermediate and Equivalent,49015,local,Female,17065
Intermediate and Equivalent,49015,local,Male,21651
Level not Stated,49015,local,Female,1370
Level not Stated,49015,local,Male,1442
Lower Secondary (Class 6-8),49015,local,Female,52450
Lower Secondary (Class 6-8),49015,local,Male,68158
Non Formal Education,49015,local,Female,8763
Non Formal Education,49015,local,Male,6016
Others,49015,local,Female,333
Others,49015,local,Male,239
Post Graduate Equivalent and Above,49015,local,Female,1153
Post Graduate Equivalent and Above,49015,local,Male,3610
Primary Education (1-5 Class),49015,local,Female,101190
Primary Education (1-5 Class),49015,local,Male,117718
Secondary Level (Class 9-10),49015,local,Female,31670
Secondary Level (Class 9-10),49015,local,Male,40964
SLC and Equivalent,49015,local,Female,22956
SLC and Equivalent,49015,local,Male,27440
Beginners,49009,local,Female,10380
Beginners,49009,local,Male,12664
Graduate and Equivalent,49009,local,Female,5912
Graduate and Equivalent,49009,local,Male,10429
Intermediate and Equivalent,49009,local,Female,17065
Intermediate and Equivalent,49009,local,Male,21651
Level not Stated,49009,local,Female,1370
Level not Stated,49009,local,Male,1442
Lower Secondary (Class 6-8),49009,local,Female,52450
Lower Secondary (Class 6-8),49009,local,Male,68158
Non Formal Education,49009,local,Female,8763
Non Formal Education,49009,local,Male,6016
Others,49009,local,Female,333
Others,49009,local,Male,239
Post Graduate Equivalent and Above,49009,local,Female,1153
Post Graduate Equivalent and Above,49009,local,Male,3610
Primary Education (1-5 Class),49009,local,Female,101190
Primary Education (1-5 Class),49009,local,Male,117718
Secondary Level (Class 9-10),49009,local,Female,31670
Secondary Level (Class 9-10),49009,local,Male,40964
SLC and Equivalent,49009,local,Female,22956
SLC and Equivalent,49009,local,Male,27440
Beginners,49011,local,Female,10380
Beginners,49011,local,Male,12664
Graduate and Equivalent,49011,local,Female,5912
Graduate and Equivalent,49011,local,Male,10429
Intermediate and Equivalent,49011,local,Female,17065
Intermediate and Equivalent,49011,local,Male,21651
Level not Stated,49011,local,Female,1370
Level not Stated,49011,local,Male,1442
Lower Secondary (Class 6-8),49011,local,Female,52450
Lower Secondary (Class 6-8),49011,local,Male,68158
Non Formal Education,49011,local,Female,8763
Non Formal Education,49011,local,Male,6016
Others,49011,local,Female,333
Others,49011,local,Male,239
Post Graduate Equivalent and Above,49011,local,Female,1153
Post Graduate Equivalent and Above,49011,local,Male,3610
Primary Education (1-5 Class),49011,local,Female,101190
Primary Education (1-5 Class),49011,local,Male,117718
Secondary Level (Class 9-10),49011,local,Female,31670
Secondary Level (Class 9-10),49011,local,Male,40964
SLC and Equivalent,49011,local,Female,22956
SLC and Equivalent,49011,local,Male,27440
Beginners,49016,local,Female,10380
Beginners,49016,local,Male,12664
Graduate and Equivalent,49016,local,Female,5912
Graduate and Equivalent,49016,local,Male,10429
Intermediate and Equivalent,49016,local,Female,17065
Intermediate and Equivalent,49016,local,Male,21651
Level not Stated,49016,local,Female,1370
Level not Stated,49016,local,Male,1442
Lower Secondary (Class 6-8),49016,local,Female,52450
Lower Secondary (Class 6-8),49016,local,Male,68158
Non Formal Education,49016,local,Female,8763
Non Formal Education,49016,local,Male,6016
Others,49016,local,Female,333
Others,49016,local,Male,239
Post Graduate Equivalent and Above,49016,local,Female,1153
Post Graduate Equivalent and Above,49016,local,Male,3610
Primary Education (1-5 Class),49016,local,Female,101190
Primary Education (1-5 Class),49016,local,Male,117718
Secondary Level (Class 9-10),49016,local,Female,31670
Secondary Level (Class 9-10),49016,local,Male,40964
SLC and Equivalent,49016,local,Female,22956
SLC and Equivalent,49016,local,Male,27440
Beginners,49014,local,Female,10380
Beginners,49014,local,Male,12664
Graduate and Equivalent,49014,local,Female,5912
Graduate and Equivalent,49014,local,Male,10429
Intermediate and Equivalent,49014,local,Female,17065
Intermediate and Equivalent,49014,local,Male,21651
Level not Stated,49014,local,Female,1370
Level not Stated,49014,local,Male,1442
Lower Secondary (Class 6-8),49014,local,Female,52450
Lower Secondary (Class 6-8),49014,local,Male,68158
Non Formal Education,49014,local,Female,8763
Non Formal Education,49014,local,Male,6016
Others,49014,local,Female,333
Others,49014,local,Male,239
Post Graduate Equivalent and Above,49014,local,Female,1153
Post Graduate Equivalent and Above,49014,local,Male,3610
Primary Education (1-5 Class),49014,local,Female,101190
Primary Education (1-5 Class),49014,local,Male,117718
Secondary Level (Class 9-10),49014,local,Female,31670
Secondary Level (Class 9-10),49014,local,Male,40964
SLC and Equivalent,49014,local,Female,22956
SLC and Equivalent,49014,local,Male,27440
Beginners,49008,local,Female,10380
Beginners,49008,local,Male,12664
Graduate and Equivalent,49008,local,Female,5912
Graduate and Equivalent,49008,local,Male,10429
Intermediate and Equivalent,49008,local,Female,17065
Intermediate and Equivalent,49008,local,Male,21651
Level not Stated,49008,local,Female,1370
Level not Stated,49008,local,Male,1442
Lower Secondary (Class 6-8),49008,local,Female,52450
Lower Secondary (Class 6-8),49008,local,Male,68158
Non Formal Education,49008,local,Female,8763
Non Formal Education,49008,local,Male,6016
Others,49008,local,Female,333
Others,49008,local,Male,239
Post Graduate Equivalent and Above,49008,local,Female,1153
Post Graduate Equivalent and Above,49008,local,Male,3610
Primary Education (1-5 Class),49008,local,Female,101190
Primary Education (1-5 Class),49008,local,Male,117718
Secondary Level (Class 9-10),49008,local,Female,31670
Secondary Level (Class 9-10),49008,local,Male,40964
SLC and Equivalent,49008,local,Female,22956
SLC and Equivalent,49008,local,Male,27440
Beginners,49003,local,Female,10380
Beginners,49003,local,Male,12664
Graduate and Equivalent,49003,local,Female,5912
Graduate and Equivalent,49003,local,Male,10429
Intermediate and Equivalent,49003,local,Female,17065
Intermediate and Equivalent,49003,local,Male,21651
Level not Stated,49003,local,Female,1370
Level not Stated,49003,local,Male,1442
Lower Secondary (Class 6-8),49003,local,Female,52450
Lower Secondary (Class 6-8),49003,local,Male,68158
Non Formal Education,49003,local,Female,8763
Non Formal Education,49003,local,Male,6016
Others,49003,local,Female,333
Others,49003,local,Male,239
Post Graduate Equivalent and Above,49003,local,Female,1153
Post Graduate Equivalent and Above,49003,local,Male,3610
Primary Education (1-5 Class),49003,local,Female,101190
Primary Education (1-5 Class),49003,local,Male,117718
Secondary Level (Class 9-10),49003,local,Female,31670
Secondary Level (Class 9-10),49003,local,Male,40964
SLC and Equivalent,49003,local,Female,22956
SLC and Equivalent,49003,local,Male,27440
Beginners,49006,local,Female,10380
Beginners,49006,local,Male,12664
Graduate and Equivalent,49006,local,Female,5912
Graduate and Equivalent,49006,local,Male,10429
Intermediate and Equivalent,49006,local,Female,17065
Intermediate and Equivalent,49006,local,Male,21651
Level not Stated,49006,local,Female,1370
Level not Stated,49006,local,Male,1442
Lower Secondary (Class 6-8),49006,local,Female,52450
Lower Secondary (Class 6-8),49006,local,Male,68158
Non Formal Education,49006,local,Female,8763
Non Formal Education,49006,local,Male,6016
Others,49006,local,Female,333
Others,49006,local,Male,239
Post Graduate Equivalent and Above,49006,local,Female,1153
Post Graduate Equivalent and Above,49006,local,Male,3610
Primary Education (1-5 Class),49006,local,Female,101190
Primary Education (1-5 Class),49006,local,Male,117718
Secondary Level (Class 9-10),49006,local,Female,31670
Secondary Level (Class 9-10),49006,local,Male,40964
SLC and Equivalent,49006,local,Female,22956
SLC and Equivalent,49006,local,Male,27440
Beginners,49005,local,Female,10380
Beginners,49005,local,Male,12664
Graduate and Equivalent,49005,local,Female,5912
Graduate and Equivalent,49005,local,Male,10429
Intermediate and Equivalent,49005,local,Female,17065
Intermediate and Equivalent,49005,local,Male,21651
Level not Stated,49005,local,Female,1370
Level not Stated,49005,local,Male,1442
Lower Secondary (Class 6-8),49005,local,Female,52450
Lower Secondary (Class 6-8),49005,local,Male,68158
Non Formal Education,49005,local,Female,8763
Non Formal Education,49005,local,Male,6016
Others,49005,local,Female,333
Others,49005,local,Male,239
Post Graduate Equivalent and Above,49005,local,Female,1153
Post Graduate Equivalent and Above,49005,local,Male,3610
Primary Education (1-5 Class),49005,local,Female,101190
Primary Education (1-5 Class),49005,local,Male,117718
Secondary Level (Class 9-10),49005,local,Female,31670
Secondary Level (Class 9-10),49005,local,Male,40964
SLC and Equivalent,49005,local,Female,22956
SLC and Equivalent,49005,local,Male,27440
Beginners,49007,local,Female,10380
Beginners,49007,local,Male,12664
Graduate and Equivalent,49007,local,Female,5912
Graduate and Equivalent,49007,local,Male,10429
Intermediate and Equivalent,49007,local,Female,17065
Intermediate and Equivalent,49007,local,Male,21651
Level not Stated,49007,local,Female,1370
Level not Stated,49007,local,Male,1442
Lower Secondary (Class 6-8),49007,local,Female,52450
Lower Secondary (Class 6-8),49007,local,Male,68158
Non Formal Education,49007,local,Female,8763
Non Formal Education,49007,local,Male,6016
Others,49007,local,Female,333
Others,49007,local,Male,239
Post Graduate Equivalent and Above,49007,local,Female,1153
Post Graduate Equivalent and Above,49007,local,Male,3610
Primary Education (1-5 Class),49007,local,Female,101190
Primary Education (1-5 Class),49007,local,Male,117718
Secondary Level (Class 9-10),49007,local,Female,31670
Secondary Level (Class 9-10),49007,local,Male,40964
SLC and Equivalent,49007,local,Female,22956
SLC and Equivalent,49007,local,Male,27440
Beginners,49002,local,Female,10380
Beginners,49002,local,Male,12664
Graduate and Equivalent,49002,local,Female,5912
Graduate and Equivalent,49002,local,Male,10429
Intermediate and Equivalent,49002,local,Female,17065
Intermediate and Equivalent,49002,local,Male,21651
Level not Stated,49002,local,Female,1370
Level not Stated,49002,local,Male,1442
Lower Secondary (Class 6-8),49002,local,Female,52450
Lower Secondary (Class 6-8),49002,local,Male,68158
Non Formal Education,49002,local,Female,8763
Non Formal Education,49002,local,Male,6016
Others,49002,local,Female,333
Others,49002,local,Male,239
Post Graduate Equivalent and Above,49002,local,Female,1153
Post Graduate Equivalent and Above,49002,local,Male,3610
Primary Education (1-5 Class),49002,local,Female,101190
Primary Education (1-5 Class),49002,local,Male,117718
Secondary Level (Class 9-10),49002,local,Female,31670
Secondary Level (Class 9-10),49002,local,Male,40964
SLC and Equivalent,49002,local,Female,22956
SLC and Equivalent,49002,local,Male,27440
Beginners,49013,local,Female,10380
Beginners,49013,local,Male,12664
Graduate and Equivalent,49013,local,Female,5912
Graduate and Equivalent,49013,local,Male,10429
Intermediate and Equivalent,49013,local,Female,17065
Intermediate and Equivalent,49013,local,Male,21651
Level not Stated,49013,local,Female,1370
Level not Stated,49013,local,Male,1442
Lower Secondary (Class 6-8),49013,local,Female,52450
Lower Secondary (Class 6-8),49013,local,Male,68158
Non Formal Education,49013,local,Female,8763
Non Formal Education,49013,local,Male,6016
Others,49013,local,Female,333
Others,49013,local,Male,239
Post Graduate Equivalent and Above,49013,local,Female,1153
Post Graduate Equivalent and Above,49013,local,Male,3610
Primary Education (1-5 Class),49013,local,Female,101190
Primary Education (1-5 Class),49013,local,Male,117718
