education level passed,geo_code,geo_level,sex,total
Graduate and Equivalent,40002,local,Male,9387
Intermediate and Equivalent,40002,local,Female,16850
Intermediate and Equivalent,40002,local,Male,19734
Level not Stated,40002,local,Female,543
Level not Stated,40002,local,Male,509
Lower Secondary (Class 6-8),40002,local,Female,39128
Lower Secondary (Class 6-8),40002,local,Male,36192
Non Formal Education,40002,local,Female,7784
Non Formal Education,40002,local,Male,5687
Others,40002,local,Female,88
Others,40002,local,Male,96
Post Graduate Equivalent and Above,40002,local,Female,1179
Post Graduate Equivalent and Above,40002,local,Male,3943
Primary Education (1-5 Class),40002,local,Female,52298
Primary Education (1-5 Class),40002,local,Male,52878
Secondary Level (Class 9-10),40002,local,Female,25885
Secondary Level (Class 9-10),40002,local,Male,25901
SLC and Equivalent,40002,local,Female,23675
SLC and Equivalent,40002,local,Male,27934
Beginners,40004,local,Female,5065
Beginners,40004,local,Male,6026
Graduate and Equivalent,40004,local,Female,5493
Graduate and Equivalent,40004,local,Male,9387
Intermediate and Equivalent,40004,local,Female,16850
Intermediate and Equivalent,40004,local,Male,19734
Level not Stated,40004,local,Female,543
Level not Stated,40004,local,Male,509
Lower Secondary (Class 6-8),40004,local,Female,39128
Lower Secondary (Class 6-8),40004,local,Male,36192
Non Formal Education,40004,local,Female,7784
Non Formal Education,40004,local,Male,5687
Others,40004,local,Female,88
Others,40004,local,Male,96
Post Graduate Equivalent and Above,40004,local,Female,1179
Post Graduate Equivalent and Above,40004,local,Male,3943
Primary Education (1-5 Class),40004,local,Female,52298
Primary Education (1-5 Class),40004,local,Male,52878
Secondary Level (Class 9-10),40004,local,Female,25885
Secondary Level (Class 9-10),40004,local,Male,25901
SLC and Equivalent,40004,local,Female,23675
SLC and Equivalent,40004,local,Male,27934
Beginners,42,district,Female,66
Beginners,42,district,Male,72
Graduate and Equivalent,42,district,Female,5
Graduate and Equivalent,42,district,Male,64
Intermediate and Equivalent,42,district,Female,212
Intermediate and Equivalent,42,district,Male,276
Level not Stated,42,district,Female,4
Level not Stated,42,district,Male,1
Lower Secondary (Class 6-8),42,district,Female,303
Lower Secondary (Class 6-8),42,district,Male,411
Non Formal Education,42,district,Female,248
Non Formal Education,42,district,Male,321
Others,42,district,Female,5
Others,42,district,Male,3
Post Graduate Equivalent and Above,42,district,Female,0
Post Graduate Equivalent and Above,42,district,Male,21
Primary Education (1-5 Class),42,district,Female,563
Primary Education (1-5 Class),42,district,Male,723
Secondary Level (Class 9-10),42,district,Female,136
Secondary Level (Class 9-10),42,district,Male,163
SLC and Equivalent,42,district,Female,127
SLC and Equivalent,42,district,Male,225
Beginners,41003,local,Female,66
Beginners,41003,local,Male,72
Graduate and Equivalent,41003,local,Female,5
Graduate and Equivalent,41003,local,Male,64
Intermediate and Equivalent,41003,local,Female,212
Intermediate and Equivalent,41003,local,Male,276
Level not Stated,41003,local,Female,4
Level not Stated,41003,local,Male,1
Lower Secondary (Class 6-8),41003,local,Female,303
Lower Secondary (Class 6-8),41003,local,Male,411
Non Formal Education,41003,local,Female,248
Non Formal Education,41003,local,Male,321
Others,41003,local,Female,5
Others,41003,local,Male,3
Post Graduate Equivalent and Above,41003,local,Female,0
Post Graduate Equivalent and Above,41003,local,Male,21
Primary Education (1-5 Class),41003,local,Female,563
Primary Education (1-5 Class),41003,local,Male,723
Secondary Level (Class 9-10),41003,local,Female,136
Secondary Level (Class 9-10),41003,local,Male,163
SLC and Equivalent,41003,local,Female,127
SLC and Equivalent,41003,local,Male,225
Beginners,41001,local,Female,66
Beginners,41001,local,Male,72
Graduate and Equivalent,41001,local,Female,5
Graduate and Equivalent,41001,local,Male,64
Intermediate and Equivalent,41001,local,Female,212
Intermediate and Equivalent,41001,local,Male,276
Level not Stated,41001,local,Female,4
Level not Stated,41001,local,Male,1
Lower Secondary (Class 6-8),41001,local,Female,303
Lower Secondary (Class 6-8),41001,local,Male,411
Non Formal Education,41001,local,Female,248
Non Formal Education,41001,local,Male,321
Others,41001,local,Female,5
Others,41001,local,Male,3
Post Graduate Equivalent and Above,41001,local,Female,0
Post Graduate Equivalent and Above,41001,local,Male,21
Primary Education (1-5 Class),41001,local,Female,563
Primary Education (1-5 Class),41001,local,Male,723
Secondary Level (Class 9-10),41001,local,Female,136
Secondary Level (Class 9-10),41001,local,Male,163
SLC and Equivalent,41001,local,Female,127
SLC and Equivalent,41001,local,Male,225
Beginners,41004,local,Female,66
Beginners,41004,local,Male,72
Graduate and Equivalent,41004,local,Female,5
Graduate and Equivalent,41004,local,Male,64
Intermediate and Equivalent,41004,local,Female,212
Intermediate and Equivalent,41004,local,Male,276
Level not Stated,41004,local,Female,4
Level not Stated,41004,local,Male,1
Lower Secondary (Class 6-8),41004,local,Female,303
Lower Secondary (Class 6-8),41004,local,Male,411
Non Formal Education,41004,local,Female,248
Non Formal Education,41004,local,Male,321
Others,41004,local,Female,5
Others,41004,local,Male,3
Post Graduate Equivalent and Above,41004,local,Female,0
Post Graduate Equivalent and Above,41004,local,Male,21
Primary Education (1-5 Class),41004,local,Female,563
Primary Education (1-5 Class),41004,local,Male,723
Secondary Level (Class 9-10),41004,local,Female,136
Secondary Level (Class 9-10),41004,local,Male,163
SLC and Equivalent,41004,local,Female,127
SLC and Equivalent,41004,local,Male,225
Beginners,41002,local,Female,66
Beginners,41002,local,Male,72
Graduate and Equivalent,41002,local,Female,5
Graduate and Equivalent,41002,local,Male,64
Intermediate and Equivalent,41002,local,Female,212
Intermediate and Equivalent,41002,local,Male,276
Level not Stated,41002,local,Female,4
Level not Stated,41002,local,Male,1
Lower Secondary (Class 6-8),41002,local,Female,303
Lower Secondary (Class 6-8),41002,local,Male,411
Non Formal Education,41002,local,Female,248
Non Formal Education,41002,local,Male,321
Others,41002,local,Female,5
Others,41002,local,Male,3
Post Graduate Equivalent and Above,41002,local,Female,0
Post Graduate Equivalent and Above,41002,local,Male,21
Primary Education (1-5 Class),41002,local,Female,563
Primary Education (1-5 Class),41002,local,Male,723
Secondary Level (Class 9-10),41002,local,Female,136
Secondary Level (Class 9-10),41002,local,Male,163
SLC and Equivalent,41002,local,Female,127
SLC and Equivalent,41002,local,Male,225
Beginners,72,district,Female,3618
Beginners,72,district,Male,4003
Graduate and Equivalent,72,district,Female,1099
Graduate and Equivalent,72,district,Male,1955
Intermediate and Equivalent,72,district,Female,4194
Intermediate and Equivalent,72,district,Male,4538
Level not Stated,72,district,Female,566
Level not Stated,72,district,Male,470
Lower Secondary (Class 6-8),72,district,Female,28267
Lower Secondary (Class 6-8),72,district,Male,23005
Non Formal Education,72,district,Female,7681
Non Formal Education,72,district,Male,5781
Others,72,district,Female,91
Others,72,district,Male,107
Post Graduate Equivalent and Above,72,district,Female,163
Post Graduate Equivalent and Above,72,district,Male,745
Primary Education (1-5 Class),72,district,Female,46250
Primary Education (1-5 Class),72,district,Male,44944
Secondary Level (Class 9-10),72,district,Female,12928
Secondary Level (Class 9-10),72,district,Male,11606
SLC and Equivalent,72,district,Female,9277
SLC and Equivalent,72,district,Male,10127
Beginners,38006,local,Female,3618
Beginners,38006,local,Male,4003
Graduate and Equivalent,38006,local,Female,1099
Graduate and Equivalent,38006,local,Male,1955
Intermediate and Equivalent,38006,local,Female,4194
Intermediate and Equivalent,38006,local,Male,4538
Level not Stated,38006,local,Female,566
Level not Stated,38006,local,Male,470
Lower Secondary (Class 6-8),38006,local,Female,28267
Lower Secondary (Class 6-8),38006,local,Male,23005
Non Formal Education,38006,local,Female,7681
Non Formal Education,38006,local,Male,5781
Others,38006,local,Female,91
Others,38006,local,Male,107
Post Graduate Equivalent and Above,38006,local,Female,163
Post Graduate Equivalent and Above,38006,local,Male,745
Primary Education (1-5 Class),38006,local,Female,46250
Primary Education (1-5 Class),38006,local,Male,44944
Secondary Level (Class 9-10),38006,local,Female,12928
Secondary Level (Class 9-10),38006,local,Male,11606
SLC and Equivalent,38006,local,Female,9277
SLC and Equivalent,38006,local,Male,10127
Beginners,38009,local,Female,3618
Beginners,38009,local,Male,4003
Graduate and Equivalent,38009,local,Female,1099
Graduate and Equivalent,38009,local,Male,1955
Intermediate and Equivalent,38009,local,Female,4194
Intermediate and Equivalent,38009,local,Male,4538
Level not Stated,38009,local,Female,566
Level not Stated,38009,local,Male,470
Lower Secondary (Class 6-8),38009,local,Female,28267
Lower Secondary (Class 6-8),38009,local,Male,23005
Non Formal Education,38009,local,Female,7681
Non Formal Education,38009,local,Male,5781
Others,38009,local,Female,91
Others,38009,local,Male,107
Post Graduate Equivalent and Above,38009,local,Female,163
Post Graduate Equivalent and Above,38009,local,Male,745
Primary Education (1-5 Class),38009,local,Female,46250
Primary Education (1-5 Class),38009,local,Male,44944
Secondary Level (Class 9-10),38009,local,Female,12928
Secondary Level (Class 9-10),38009,local,Male,11606
SLC and Equivalent,38009,local,Female,9277
SLC and Equivalent,38009,local,Male,10127
Beginners,38001,local,Female,3618
Beginners,38001,local,Male,4003
Graduate and Equivalent,38001,local,Female,1099
Graduate and Equivalent,38001,local,Male,1955
Intermediate and Equivalent,38001,local,Female,4194
Intermediate and Equivalent,38001,local,Male,4538
Level not Stated,38001,local,Female,566
Level not Stated,38001,local,Male,470
Lower Secondary (Class 6-8),38001,local,Female,28267
Lower Secondary (Class 6-8),38001,local,Male,23005
Non Formal Education,38001,local,Female,7681
Non Formal Education,38001,local,Male,5781
Others,38001,local,Female,91
Others,38001,local,Male,107
Post Graduate Equivalent and Above,38001,local,Female,163
Post Graduate Equivalent and Above,38001,local,Male,745
Primary Education (1-5 Class),38001,local,Female,46250
Primary Education (1-5 Class),38001,local,Male,44944
Secondary Level (Class 9-10),38001,local,Female,12928
Secondary Level (Class 9-10),38001,local,Male,11606
SLC and Equivalent,38001,local,Female,9277
SLC and Equivalent,38001,local,Male,10127
Beginners,38004,local,Female,3618
Beginners,38004,local,Male,4003
Graduate and Equivalent,38004,local,Female,1099
Graduate and Equivalent,38004,local,Male,1955
Intermediate and Equivalent,38004,local,Female,4194
Intermediate and Equivalent,38004,local,Male,4538
Level not Stated,38004,local,Female,566
Level not Stated,38004,local,Male,470
Lower Secondary (Class 6-8),38004,local,Female,28267
Lower Secondary (Class 6-8),38004,local,Male,23005
Non Formal Education,38004,local,Female,7681
Non Formal Education,38004,local,Male,5781
Others,38004,local,Female,91
Others,38004,local,Male,107
Post Graduate Equivalent and Above,38004,local,Female,163
Post Graduate Equivalent and Above,38004,local,Male,745
Primary Education (1-5 Class),38004,local,Female,46250
Primary Education (1-5 Class),38004,local,Male,44944
Secondary Level (Class 9-10),38004,local,Female,12928
Secondary Level (Class 9-10),38004,local,Male,11606
SLC and Equivalent,38004,local,Female,9277
SLC and Equivalent,38004,local,Male,10127
Beginners,38003,local,Female,3618
Beginners,38003,local,Male,4003
Graduate and Equivalent,38003,local,Female,1099
Graduate and Equivalent,38003,local,Male,1955
Intermediate and Equivalent,38003,local,Female,4194
Intermediate and Equivalent,38003,local,Male,4538
Level not Stated,38003,local,Female,566
Level not Stated,38003,local,Male,470
Lower Secondary (Class 6-8),38003,local,Female,28267
Lower Secondary (Class 6-8),38003,local,Male,23005
Non Formal Education,38003,local,Female,7681
Non Formal Education,38003,local,Male,5781
Others,38003,local,Female,91
Others,38003,local,Male,107
Post Graduate Equivalent and Above,38003,local,Female,163
Post Graduate Equivalent and Above,38003,local,Male,745
Primary Education (1-5 Class),38003,local,Female,46250
Primary Education (1-5 Class),38003,local,Male,44944
Secondary Level (Class 9-10),38003,local,Female,12928
Secondary Level (Class 9-10),38003,local,Male,11606
SLC and Equivalent,38003,local,Female,9277
SLC and Equivalent,38003,local,Male,10127
Beginners,38002,local,Female,3618
Beginners,38002,local,Male,4003
Graduate and Equivalent,38002,local,Female,1099
Graduate and Equivalent,38002,local,Male,1955
Intermediate and Equivalent,38002,local,Female,4194
Intermediate and Equivalent,38002,local,Male,4538
Level not Stated,38002,local,Female,566
Level not Stated,38002,local,Male,470
Lower Secondary (Class 6-8),38002,local,Female,28267
Lower Secondary (Class 6-8),38002,local,Male,23005
Non Formal Education,38002,local,Female,7681
Non Formal Education,38002,local,Male,5781
Others,38002,local,Female,91
Others,38002,local,Male,107
Post Graduate Equivalent and Above,38002,local,Female,163
Post Graduate Equivalent and Above,38002,local,Male,745
Primary Education (1-5 Class),38002,local,Female,46250
Primary Education (1-5 Class),38002,local,Male,44944
Secondary Level (Class 9-10),38002,local,Female,12928
Secondary Level (Class 9-10),38002,local,Male,11606
SLC and Equivalent,38002,local,Female,9277
SLC and Equivalent,38002,local,Male,10127
Beginners,38007,local,Female,3618
Beginners,38007,local,Male,4003
Graduate and Equivalent,38007,local,Female,1099
Graduate and Equivalent,38007,local,Male,1955
Intermediate and Equivalent,38007,local,Female,4194
Intermediate and Equivalent,38007,local,Male,4538
Level not Stated,38007,local,Female,566
Level not Stated,38007,local,Male,470
Lower Secondary (Class 6-8),38007,local,Female,28267
Lower Secondary (Class 6-8),38007,local,Male,23005
Non Formal Education,38007,local,Female,7681
Non Formal Education,38007,local,Male,5781
Others,38007,local,Female,91
Others,38007,local,Male,107
Post Graduate Equivalent and Above,38007,local,Female,163
Post Graduate Equivalent and Above,38007,local,Male,745
Primary Education (1-5 Class),38007,local,Female,46250
Primary Education (1-5 Class),38007,local,Male,44944
Secondary Level (Class 9-10),38007,local,Female,12928
Secondary Level (Class 9-10),38007,local,Male,11606
SLC and Equivalent,38007,local,Female,9277
SLC and Equivalent,38007,local,Male,10127
Beginners,38010,local,Female,3618
Beginners,38010,local,Male,4003
Graduate and Equivalent,38010,local,Female,1099
Graduate and Equivalent,38010,local,Male,1955
Intermediate and Equivalent,38010,local,Female,4194
Intermediate and Equivalent,38010,local,Male,4538
Level not Stated,38010,local,Female,566
Level not Stated,38010,local,Male,470
Lower Secondary (Class 6-8),38010,local,Female,28267
Lower Secondary (Class 6-8),38010,local,Male,23005
Non Formal Education,38010,local,Female,7681
Non Formal Education,38010,local,Male,5781
Others,38010,local,Female,91
Others,38010,local,Male,107
Post Graduate Equivalent and Above,38010,local,Female,163
Post Graduate Equivalent and Above,38010,local,Male,745
Primary Education (1-5 Class),38010,local,Female,46250
Primary Education (1-5 Class),38010,local,Male,44944
Secondary Level (Class 9-10),38010,local,Female,12928
Secondary Level (Class 9-10),38010,local,Male,11606
SLC and Equivalent,38010,local,Female,9277
SLC and Equivalent,38010,local,Male,10127
Beginners,38005,local,Female,3618
Beginners,38005,local,Male,4003
Graduate and Equivalent,38005,local,Female,1099
Graduate and Equivalent,38005,local,Male,1955
Intermediate and Equivalent,38005,local,Female,4194
Intermediate and Equivalent,38005,local,Male,4538
Level not Stated,38005,local,Female,566
Level not Stated,38005,local,Male,470
Lower Secondary (Class 6-8),38005,local,Female,28267
Lower Secondary (Class 6-8),38005,local,Male,23005
Non Formal Education,38005,local,Female,7681
Non Formal Education,38005,local,Male,5781
Others,38005,local,Female,91
Others,38005,local,Male,107
Post Graduate Equivalent and Above,38005,local,Female,163
Post Graduate Equivalent and Above,38005,local,Male,745
Primary Education (1-5 Class),38005,local,Female,46250
Primary Education (1-5 Class),38005,local,Male,44944
Secondary Level (Class 9-10),38005,local,Female,12928
Secondary Level (Class 9-10),38005,local,Male,11606
SLC and Equivalent,38005,local,Female,9277
SLC and Equivalent,38005,local,Male,10127
Beginners,38008,local,Female,3618
Beginners,38008,local,Male,4003
Graduate and Equivalent,38008,local,Female,1099
Graduate and Equivalent,38008,local,Male,1955
Intermediate and Equivalent,38008,local,Female,4194
Intermediate and Equivalent,38008,local,Male,4538
Level not Stated,38008,local,Female,566
Level not Stated,38008,local,Male,470
Lower Secondary (Class 6-8),38008,local,Female,28267
Lower Secondary (Class 6-8),38008,local,Male,23005
Non Formal Education,38008,local,Female,7681
Non Formal Education,38008,local,Male,5781
Others,38008,local,Female,91
Others,38008,local,Male,107
Post Graduate Equivalent and Above,38008,local,Female,163
Post Graduate Equivalent and Above,38008,local,Male,745
Primary Education (1-5 Class),38008,local,Female,46250
Primary Education (1-5 Class),38008,local,Male,44944
Secondary Level (Class 9-10),38008,local,Female,12928
Secondary Level (Class 9-10),38008,local,Male,11606
SLC and Equivalent,38008,local,Female,9277
SLC and Equivalent,38008,local,Male,10127
Beginners,45,district,Female,83
Beginners,45,district,Male,82
Graduate and Equivalent,45,district,Female,25
Graduate and Equivalent,45,district,Male,121
Intermediate and Equivalent,45,district,Female,142
Intermediate and Equivalent,45,district,Male,282
Level not Stated,45,district,Female,9
Level not Stated,45,district,Male,14
Lower Secondary (Class 6-8),45,district,Female,540
Lower Secondary (Class 6-8),45,district,Male,666
Non Formal Education,45,district,Female,189
Non Formal Education,45,district,Male,195
Others,45,district,Female,7
Others,45,district,Male,42
Post Graduate Equivalent and Above,45,district,Female,2
Post Graduate Equivalent and Above,45,district,Male,32
Primary Education (1-5 Class),45,district,Female,1426
Primary Education (1-5 Class),45,district,Male,1659
Secondary Level (Class 9-10),45,district,Female,195
Secondary Level (Class 9-10),45,district,Male,304
SLC and Equivalent,45,district,Female,243
SLC and Equivalent,45,district,Male,418
Beginners,42001,local,Female,83
Beginners,42001,local,Male,82
Graduate and Equivalent,42001,local,Female,25
Graduate and Equivalent,42001,local,Male,121
Intermediate and Equivalent,42001,local,Female,142
Intermediate and Equivalent,42001,local,Male,282
Level not Stated,42001,local,Female,9
Level not Stated,42001,local,Male,14
Lower Secondary (Class 6-8),42001,local,Female,540
Lower Secondary (Class 6-8),42001,local,Male,666
Non Formal Education,42001,local,Female,189
Non Formal Education,42001,local,Male,195
Others,42001,local,Female,7
Others,42001,local,Male,42
Post Graduate Equivalent and Above,42001,local,Female,2
Post Graduate Equivalent and Above,42001,local,Male,32
Primary Education (1-5 Class),42001,local,Female,1426
Primary Education (1-5 Class),42001,local,Male,1659
Secondary Level (Class 9-10),42001,local,Female,195
Secondary Level (Class 9-10),42001,local,Male,304
SLC and Equivalent,42001,local,Female,243
SLC and Equivalent,42001,local,Male,418
Beginners,42004,local,Female,83
Beginners,42004,local,Male,82
Graduate and Equivalent,42004,local,Female,25
Graduate and Equivalent,42004,local,Male,121
Intermediate and Equivalent,42004,local,Female,142
Intermediate and Equivalent,42004,local,Male,282
Level not Stated,42004,local,Female,9
Level not Stated,42004,local,Male,14
Lower Secondary (Class 6-8),42004,local,Female,540
Lower Secondary (Class 6-8),42004,local,Male,666
Non Formal Education,42004,local,Female,189
Non Formal Education,42004,local,Male,195
Others,42004,local,Female,7
Others,42004,local,Male,42
Post Graduate Equivalent and Above,42004,local,Female,2
Post Graduate Equivalent and Above,42004,local,Male,32
Primary Education (1-5 Class),42004,local,Female,1426
Primary Education (1-5 Class),42004,local,Male,1659
Secondary Level (Class 9-10),42004,local,Female,195
Secondary Level (Class 9-10),42004,local,Male,304
SLC and Equivalent,42004,local,Female,243
SLC and Equivalent,42004,local,Male,418
Beginners,42005,local,Female,83
Beginners,42005,local,Male,82
Graduate and Equivalent,42005,local,Female,25
Graduate and Equivalent,42005,local,Male,121
Intermediate and Equivalent,42005,local,Female,142
Intermediate and Equivalent,42005,local,Male,282
Level not Stated,42005,local,Female,9
Level not Stated,42005,local,Male,14
Lower Secondary (Class 6-8),42005,local,Female,540
Lower Secondary (Class 6-8),42005,local,Male,666
Non Formal Education,42005,local,Female,189
Non Formal Education,42005,local,Male,195
Others,42005,local,Female,7
Others,42005,local,Male,42
Post Graduate Equivalent and Above,42005,local,Female,2
Post Graduate Equivalent and Above,42005,local,Male,32
Primary Education (1-5 Class),42005,local,Female,1426
Primary Education (1-5 Class),42005,local,Male,1659
Secondary Level (Class 9-10),42005,local,Female,195
Secondary Level (Class 9-10),42005,local,Male,304
SLC and Equivalent,42005,local,Female,243
SLC and Equivalent,42005,local,Male,418
Beginners,42002,local,Female,83
Beginners,42002,local,Male,82
Graduate and Equivalent,42002,local,Female,25
Graduate and Equivalent,42002,local,Male,121
Intermediate and Equivalent,42002,local,Female,142
Intermediate and Equivalent,42002,local,Male,282
Level not Stated,42002,local,Female,9
Level not Stated,42002,local,Male,14
Lower Secondary (Class 6-8),42002,local,Female,540
Lower Secondary (Class 6-8),42002,local,Male,666
Non Formal Education,42002,local,Female,189
Non Formal Education,42002,local,Male,195
Others,42002,local,Female,7
Others,42002,local,Male,42
Post Graduate Equivalent and Above,42002,local,Female,2
Post Graduate Equivalent and Above,42002,local,Male,32
Primary Education (1-5 Class),42002,local,Female,1426
Primary Education (1-5 Class),42002,local,Male,1659
Secondary Level (Class 9-10),42002,local,Female,195
Secondary Level (Class 9-10),42002,local,Male,304
SLC and Equivalent,42002,local,Female,243
SLC and Equivalent,42002,local,Male,418
Beginners,42003,local,Female,83
Beginners,42003,local,Male,82
Graduate and Equivalent,42003,local,Female,25
Graduate and Equivalent,42003,local,Male,121
Intermediate and Equivalent,42003,local,Female,142
Intermediate and Equivalent,42003,local,Male,282
Level not Stated,42003,local,Female,9
Level not Stated,42003,local,Male,14
Lower Secondary (Class 6-8),42003,local,Female,540
Lower Secondary (Class 6-8),42003,local,Male,666
Non Formal Education,42003,local,Female,189
Non Formal Education,42003,local,Male,195
Others,42003,local,Female,7
Others,42003,local,Male,42
Post Graduate Equivalent and Above,42003,local,Female,2
Post Graduate Equivalent and Above,42003,local,Male,32
Primary Education (1-5 Class),42003,local,Female,1426
Primary Education (1-5 Class),42003,local,Male,1659
Secondary Level (Class 9-10),42003,local,Female,195
Secondary Level (Class 9-10),42003,local,Male,304
SLC and Equivalent,42003,local,Female,243
SLC and Equivalent,42003,local,Male,418
Beginners,52,district,Female,1467
Beginners,52,district,Male,1841
Graduate and Equivalent,52,district,Female,486
Graduate and Equivalent,52,district,Male,1163
Intermediate and Equivalent,52,district,Female,2279
Intermediate and Equivalent,52,district,Male,2641
Level not Stated,52,district,Female,153
Level not Stated,52,district,Male,177
Lower Secondary (Class 6-8),52,district,Female,11818
Lower Secondary (Class 6-8),52,district,Male,9859
Non Formal Education,52,district,Female,2042
Non Formal Education,52,district,Male,1885
Others,52,district,Female,18
Others,52,district,Male,17
Post Graduate Equivalent and Above,52,district,Female,81
Post Graduate Equivalent and Above,52,district,Male,468
Primary Education (1-5 Class),52,district,Female,17768
Primary Education (1-5 Class),52,district,Male,17326
Secondary Level (Class 9-10),52,district,Female,7164
Secondary Level (Class 9-10),52,district,Male,6324
SLC and Equivalent,52,district,Female,7078
SLC and Equivalent,52,district,Male,7079
Beginners,44004,local,Female,1467
Beginners,44004,local,Male,1841
Graduate and Equivalent,44004,local,Female,486
Graduate and Equivalent,44004,local,Male,1163
Intermediate and Equivalent,44004,local,Female,2279
Intermediate and Equivalent,44004,local,Male,2641
Level not Stated,44004,local,Female,153
Level not Stated,44004,local,Male,177
Lower Secondary (Class 6-8),44004,local,Female,11818
Lower Secondary (Class 6-8),44004,local,Male,9859
Non Formal Education,44004,local,Female,2042
Non Formal Education,44004,local,Male,1885
Others,44004,local,Female,18
Others,44004,local,Male,17
Post Graduate Equivalent and Above,44004,local,Female,81
Post Graduate Equivalent and Above,44004,local,Male,468
Primary Education (1-5 Class),44004,local,Female,17768
Primary Education (1-5 Class),44004,local,Male,17326
Secondary Level (Class 9-10),44004,local,Female,7164
Secondary Level (Class 9-10),44004,local,Male,6324
SLC and Equivalent,44004,local,Female,7078
SLC and Equivalent,44004,local,Male,7079
Beginners,44006,local,Female,1467
Beginners,44006,local,Male,1841
Graduate and Equivalent,44006,local,Female,486
Graduate and Equivalent,44006,local,Male,1163
Intermediate and Equivalent,44006,local,Female,2279
Intermediate and Equivalent,44006,local,Male,2641
Level not Stated,44006,local,Female,153
Level not Stated,44006,local,Male,177
Lower Secondary (Class 6-8),44006,local,Female,11818
Lower Secondary (Class 6-8),44006,local,Male,9859
Non Formal Education,44006,local,Female,2042
Non Formal Education,44006,local,Male,1885
Others,44006,local,Female,18
Others,44006,local,Male,17
Post Graduate Equivalent and Above,44006,local,Female,81
Post Graduate Equivalent and Above,44006,local,Male,468
Primary Education (1-5 Class),44006,local,Female,17768
Primary Education (1-5 Class),44006,local,Male,17326
Secondary Level (Class 9-10),44006,local,Female,7164
Secondary Level (Class 9-10),44006,local,Male,6324
SLC and Equivalent,44006,local,Female,7078
SLC and Equivalent,44006,local,Male,7079
Beginners,44002,local,Female,1467
Beginners,44002,local,Male,1841
Graduate and Equivalent,44002,local,Female,486
Graduate and Equivalent,44002,local,Male,1163
Intermediate and Equivalent,44002,local,Female,2279
Intermediate and Equivalent,44002,local,Male,2641
Level not Stated,44002,local,Female,153
Level not Stated,44002,local,Male,177
Lower Secondary (Class 6-8),44002,local,Female,11818
Lower Secondary (Class 6-8),44002,local,Male,9859
Non Formal Education,44002,local,Female,2042
Non Formal Education,44002,local,Male,1885
Others,44002,local,Female,18
Others,44002,local,Male,17
Post Graduate Equivalent and Above,44002,local,Female,81
Post Graduate Equivalent and Above,44002,local,Male,468
Primary Education (1-5 Class),44002,local,Female,17768
Primary Education (1-5 Class),44002,local,Male,17326
Secondary Level (Class 9-10),44002,local,Female,7164
Secondary Level (Class 9-10),44002,local,Male,6324
SLC and Equivalent,44002,local,Female,7078
SLC and Equivalent,44002,local,Male,7079
Beginners,44007,local,Female,1467
Beginners,44007,local,Male,1841
Graduate and Equivalent,44007,local,Female,486
Graduate and Equivalent,44007,local,Male,1163
Intermediate and Equivalent,44007,local,Female,2279
Intermediate and Equivalent,44007,local,Male,2641
Level not Stated,44007,local,Female,153
Level not Stated,44007,local,Male,177
Lower Secondary (Class 6-8),44007,local,Female,11818
Lower Secondary (Class 6-8),44007,local,Male,9859
Non Formal Education,44007,local,Female,2042
Non Formal Education,44007,local,Male,1885
Others,44007,local,Female,18
Others,44007,local,Male,17
Post Graduate Equivalent and Above,44007,local,Female,81
Post Graduate Equivalent and Above,44007,local,Male,468
Primary Education (1-5 Class),44007,local,Female,17768
Primary Education (1-5 Class),44007,local,Male,17326
Secondary Level (Class 9-10),44007,local,Female,7164
Secondary Level (Class 9-10),44007,local,Male,6324
SLC and Equivalent,44007,local,Female,7078
SLC and Equivalent,44007,local,Male,7079
Beginners,44003,local,Female,1467
Beginners,44003,local,Male,1841
Graduate and Equivalent,44003,local,Female,486
Graduate and Equivalent,44003,local,Male,1163
Intermediate and Equivalent,44003,local,Female,2279
Intermediate and Equivalent,44003,local,Male,2641
Level not Stated,44003,local,Female,153
Level not Stated,44003,local,Male,177
Lower Secondary (Class 6-8),44003,local,Female,11818
Lower Secondary (Class 6-8),44003,local,Male,9859
Non Formal Education,44003,local,Female,2042
Non Formal Education,44003,local,Male,1885
Others,44003,local,Female,18
Others,44003,local,Male,17
Post Graduate Equivalent and Above,44003,local,Female,81
Post Graduate Equivalent and Above,44003,local,Male,468
Primary Education (1-5 Class),44003,local,Female,17768
Primary Education (1-5 Class),44003,local,Male,17326
Secondary Level (Class 9-10),44003,local,Female,7164
Secondary Level (Class 9-10),44003,local,Male,6324
SLC and Equivalent,44003,local,Female,7078
SLC and Equivalent,44003,local,Male,7079
Beginners,44001,local,Female,1467
Beginners,44001,local,Male,1841
Graduate and Equivalent,44001,local,Female,486
Graduate and Equivalent,44001,local,Male,1163
Intermediate and Equivalent,44001,local,Female,2279
Intermediate and Equivalent,44001,local,Male,2641
Level not Stated,44001,local,Female,153
Level not Stated,44001,local,Male,177
Lower Secondary (Class 6-8),44001,local,Female,11818
Lower Secondary (Class 6-8),44001,local,Male,9859
Non Formal Education,44001,local,Female,2042
Non Formal Education,44001,local,Male,1885
Others,44001,local,Female,18
Others,44001,local,Male,17
Post Graduate Equivalent and Above,44001,local,Female,81
Post Graduate Equivalent and Above,44001,local,Male,468
Primary Education (1-5 Class),44001,local,Female,17768
Primary Education (1-5 Class),44001,local,Male,17326
Secondary Level (Class 9-10),44001,local,Female,7164
Secondary Level (Class 9-10),44001,local,Male,6324
