geo_code,geo_level,literacy,sex,total,geo_version
4008,local,Not Read/Write,Female,6563,2016
4008,local,Not Read/Write,Male,3205,2016
4008,local,Not Stated,Female,10,2016
4008,local,Not Stated,Male,8,2016
4008,local,Read Only,Female,344,2016
4008,local,Read Only,Male,331,2016
4003,local,Literate,Female,22420,2016
4003,local,Literate,Male,23805,2016
4003,local,Not Read/Write,Female,8939,2016
4003,local,Not Read/Write,Male,3948,2016
4003,local,Not Stated,Female,9,2016
4003,local,Not Stated,Male,3,2016
4003,local,Read Only,Female,544,2016
4003,local,Read Only,Male,460,2016
4006,local,Literate,Female,28302,2016
4006,local,Literate,Male,28388,2016
4006,local,Not Read/Write,Female,7857,2016
4006,local,Not Read/Write,Male,3400,2016
4006,local,Not Stated,Female,8,2016
4006,local,Not Stated,Male,6,2016
4006,local,Read Only,Female,650,2016
4006,local,Read Only,Male,534,2016
4010,local,Literate,Female,8530,2016
4010,local,Literate,Male,10102,2016
4010,local,Not Read/Write,Female,7270,2016
4010,local,Not Read/Write,Male,4396,2016
4010,local,Not Stated,Female,6,2016
4010,local,Not Stated,Male,5,2016
4010,local,Read Only,Female,273,2016
4010,local,Read Only,Male,294,2016
4014,local,Literate,Female,38662,2016
4014,local,Literate,Male,40712,2016
4014,local,Not Read/Write,Female,15110,2016
4014,local,Not Read/Write,Male,7186,2016
4014,local,Not Stated,Female,15,2016
4014,local,Not Stated,Male,17,2016
4014,local,Read Only,Female,766,2016
4014,local,Read Only,Male,672,2016
4012,local,Literate,Female,15656,2016
4012,local,Literate,Male,15519,2016
4012,local,Not Read/Write,Female,6102,2016
4012,local,Not Read/Write,Male,2579,2016
4012,local,Not Stated,Female,2,2016
4012,local,Not Stated,Male,0,2016
4012,local,Read Only,Female,503,2016
4012,local,Read Only,Male,386,2016
4001,local,Literate,Female,20955,2016
4001,local,Literate,Male,21683,2016
4001,local,Not Read/Write,Female,8197,2016
4001,local,Not Read/Write,Male,3778,2016
4001,local,Not Stated,Female,8,2016
4001,local,Not Stated,Male,8,2016
4001,local,Read Only,Female,376,2016
4001,local,Read Only,Male,395,2016
4004,local,Literate,Female,28804,2016
4004,local,Literate,Male,30949,2016
4004,local,Not Read/Write,Female,9496,2016
4004,local,Not Read/Write,Male,4840,2016
4004,local,Not Stated,Female,1,2016
4004,local,Not Stated,Male,2,2016
4004,local,Read Only,Female,537,2016
4004,local,Read Only,Male,481,2016
4002,local,Literate,Female,9972,2016
4002,local,Literate,Male,10730,2016
4002,local,Not Read/Write,Female,6078,2016
4002,local,Not Read/Write,Male,3005,2016
4002,local,Not Stated,Female,6,2016
4002,local,Not Stated,Male,3,2016
4002,local,Read Only,Female,356,2016
4002,local,Read Only,Male,338,2016
4005,local,Literate,Female,14729,2016
4005,local,Literate,Male,15131,2016
4005,local,Not Read/Write,Female,5321,2016
4005,local,Not Read/Write,Male,2506,2016
4005,local,Not Stated,Female,24,2016
4005,local,Not Stated,Male,8,2016
4005,local,Read Only,Female,414,2016
4005,local,Read Only,Male,455,2016
4007,local,Literate,Female,17194,2016
4007,local,Literate,Male,18197,2016
4007,local,Not Read/Write,Female,8141,2016
4007,local,Not Read/Write,Male,3866,2016
4007,local,Not Stated,Female,17,2016
4007,local,Not Stated,Male,9,2016
4007,local,Read Only,Female,510,2016
4007,local,Read Only,Male,516,2016
11,district,Literate,Female,53773,2016
11,district,Literate,Male,59181,2016
11,district,Not Read/Write,Female,31625,2016
11,district,Not Read/Write,Male,14646,2016
11,district,Not Stated,Female,27,2016
11,district,Not Stated,Male,17,2016
11,district,Read Only,Female,2190,2016
11,district,Read Only,Male,1950,2016
10003,local,Literate,Female,8682,2016
10003,local,Literate,Male,9543,2016
10003,local,Not Read/Write,Female,4331,2016
10003,local,Not Read/Write,Male,1607,2016
10003,local,Not Stated,Female,5,2016
10003,local,Not Stated,Male,1,2016
10003,local,Read Only,Female,322,2016
10003,local,Read Only,Male,264,2016
10008,local,Literate,Female,9592,2016
10008,local,Literate,Male,10688,2016
10008,local,Not Read/Write,Female,5305,2016
10008,local,Not Read/Write,Male,2378,2016
10008,local,Not Stated,Female,2,2016
10008,local,Not Stated,Male,7,2016
10008,local,Read Only,Female,257,2016
10008,local,Read Only,Male,250,2016
10007,local,Literate,Female,3629,2016
10007,local,Literate,Male,4078,2016
10007,local,Not Read/Write,Female,2285,2016
10007,local,Not Read/Write,Male,1276,2016
10007,local,Not Stated,Female,6,2016
10007,local,Not Stated,Male,0,2016
10007,local,Read Only,Female,183,2016
10007,local,Read Only,Male,188,2016
10005,local,Literate,Female,4696,2016
10005,local,Literate,Male,5067,2016
10005,local,Not Read/Write,Female,2652,2016
10005,local,Not Read/Write,Male,1184,2016
10005,local,Not Stated,Female,0,2016
10005,local,Not Stated,Male,1,2016
10005,local,Read Only,Female,165,2016
10005,local,Read Only,Male,127,2016
10001,local,Literate,Female,4964,2016
10001,local,Literate,Male,5754,2016
10001,local,Not Read/Write,Female,3481,2016
10001,local,Not Read/Write,Male,1914,2016
10001,local,Not Stated,Female,0,2016
10001,local,Not Stated,Male,1,2016
10001,local,Read Only,Female,274,2016
10001,local,Read Only,Male,274,2016
10002,local,Literate,Female,5555,2016
10002,local,Literate,Male,5838,2016
10002,local,Not Read/Write,Female,3000,2016
10002,local,Not Read/Write,Male,1227,2016
10002,local,Not Stated,Female,6,2016
10002,local,Not Stated,Male,1,2016
10002,local,Read Only,Female,109,2016
10002,local,Read Only,Male,120,2016
10004,local,Literate,Female,5558,2016
10004,local,Literate,Male,6093,2016
10004,local,Not Read/Write,Female,4045,2016
10004,local,Not Read/Write,Male,2109,2016
10004,local,Not Stated,Female,2,2016
10004,local,Not Stated,Male,1,2016
10004,local,Read Only,Female,392,2016
10004,local,Read Only,Male,334,2016
10009,local,Literate,Female,5612,2016
10009,local,Literate,Male,6102,2016
10009,local,Not Read/Write,Female,2981,2016
10009,local,Not Read/Write,Male,1240,2016
10009,local,Not Stated,Female,3,2016
10009,local,Not Stated,Male,1,2016
10009,local,Read Only,Female,332,2016
10009,local,Read Only,Male,265,2016
10006,local,Literate,Female,5485,2016
10006,local,Literate,Male,6018,2016
10006,local,Not Read/Write,Female,3545,2016
10006,local,Not Read/Write,Male,1711,2016
10006,local,Not Stated,Female,3,2016
10006,local,Not Stated,Male,4,2016
10006,local,Read Only,Female,156,2016
10006,local,Read Only,Male,128,2016
18,district,Literate,Female,53637,2016
18,district,Literate,Male,55132,2016
18,district,Not Read/Write,Female,24307,2016
18,district,Not Read/Write,Male,10881,2016
18,district,Not Stated,Female,19,2016
18,district,Not Stated,Male,12,2016
18,district,Read Only,Female,1663,2016
18,district,Read Only,Male,1277,2016
7006,local,Literate,Female,7197,2016
7006,local,Literate,Male,7319,2016
7006,local,Not Read/Write,Female,3602,2016
7006,local,Not Read/Write,Male,1501,2016
7006,local,Not Stated,Female,1,2016
7006,local,Not Stated,Male,0,2016
7006,local,Read Only,Female,260,2016
7006,local,Read Only,Male,225,2016
7004,local,Literate,Female,5558,2016
7004,local,Literate,Male,5805,2016
7004,local,Not Read/Write,Female,2990,2016
7004,local,Not Read/Write,Male,1835,2016
7004,local,Not Stated,Female,2,2016
7004,local,Not Stated,Male,1,2016
7004,local,Read Only,Female,366,2016
7004,local,Read Only,Male,314,2016
7002,local,Literate,Female,5951,2016
7002,local,Literate,Male,6153,2016
7002,local,Not Read/Write,Female,3069,2016
7002,local,Not Read/Write,Male,1265,2016
7002,local,Not Stated,Female,4,2016
7002,local,Not Stated,Male,2,2016
7002,local,Read Only,Female,158,2016
7002,local,Read Only,Male,96,2016
7005,local,Literate,Female,7987,2016
7005,local,Literate,Male,8441,2016
7005,local,Not Read/Write,Female,4201,2016
7005,local,Not Read/Write,Male,1597,2016
7005,local,Not Stated,Female,2,2016
7005,local,Not Stated,Male,0,2016
7005,local,Read Only,Female,151,2016
7005,local,Read Only,Male,124,2016
7003,local,Literate,Female,13591,2016
7003,local,Literate,Male,13870,2016
7003,local,Not Read/Write,Female,4065,2016
7003,local,Not Read/Write,Male,1567,2016
7003,local,Not Stated,Female,7,2016
7003,local,Not Stated,Male,6,2016
7003,local,Read Only,Female,307,2016
7003,local,Read Only,Male,186,2016
7001,local,Literate,Female,6533,2016
7001,local,Literate,Male,6345,2016
7001,local,Not Read/Write,Female,2887,2016
7001,local,Not Read/Write,Male,1357,2016
7001,local,Not Stated,Female,1,2016
7001,local,Not Stated,Male,2,2016
7001,local,Read Only,Female,198,2016
7001,local,Read Only,Male,125,2016
7007,local,Literate,Female,6820,2016
7007,local,Literate,Male,7199,2016
7007,local,Not Read/Write,Female,3493,2016
7007,local,Not Read/Write,Male,1759,2016
7007,local,Not Stated,Female,2,2016
7007,local,Not Stated,Male,1,2016
7007,local,Read Only,Female,223,2016
7007,local,Read Only,Male,207,2016
62,district,Literate,Female,47266,2016
62,district,Literate,Male,51761,2016
62,district,Not Read/Write,Female,26552,2016
62,district,Not Read/Write,Male,13190,2016
62,district,Not Stated,Female,110,2016
62,district,Not Stated,Male,46,2016
62,district,Read Only,Female,2070,2016
62,district,Read Only,Male,1966,2016
9004,local,Literate,Female,5756,2016
9004,local,Literate,Male,5998,2016
9004,local,Not Read/Write,Female,2986,2016
9004,local,Not Read/Write,Male,1275,2016
9004,local,Not Stated,Female,76,2016
9004,local,Not Stated,Male,26,2016
9004,local,Read Only,Female,206,2016
9004,local,Read Only,Male,188,2016
9001,local,Literate,Female,1142,2016
9001,local,Literate,Male,1644,2016
9001,local,Not Read/Write,Female,1773,2016
9001,local,Not Read/Write,Male,1098,2016
9001,local,Not Stated,Female,2,2016
9001,local,Not Stated,Male,2,2016
9001,local,Read Only,Female,122,2016
9001,local,Read Only,Male,87,2016
9010,local,Literate,Female,3509,2016
9010,local,Literate,Male,3953,2016
9010,local,Not Read/Write,Female,1828,2016
9010,local,Not Read/Write,Male,1064,2016
9010,local,Not Stated,Female,3,2016
9010,local,Not Stated,Male,0,2016
9010,local,Read Only,Female,152,2016
9010,local,Read Only,Male,145,2016
9007,local,Literate,Female,3035,2016
9007,local,Literate,Male,4118,2016
9007,local,Not Read/Write,Female,2736,2016
9007,local,Not Read/Write,Male,1622,2016
9007,local,Not Stated,Female,0,2016
9007,local,Not Stated,Male,0,2016
9007,local,Read Only,Female,284,2016
9007,local,Read Only,Male,309,2016
9006,local,Literate,Female,4604,2016
9006,local,Literate,Male,4726,2016
9006,local,Not Read/Write,Female,2412,2016
9006,local,Not Read/Write,Male,1072,2016
9006,local,Not Stated,Female,5,2016
9006,local,Not Stated,Male,3,2016
9006,local,Read Only,Female,141,2016
9006,local,Read Only,Male,146,2016
9002,local,Literate,Female,8588,2016
9002,local,Literate,Male,9057,2016
9002,local,Not Read/Write,Female,4414,2016
9002,local,Not Read/Write,Male,1962,2016
9002,local,Not Stated,Female,6,2016
9002,local,Not Stated,Male,5,2016
9002,local,Read Only,Female,326,2016
9002,local,Read Only,Male,300,2016
9005,local,Literate,Female,10071,2016
9005,local,Literate,Male,10891,2016
9005,local,Not Read/Write,Female,4668,2016
9005,local,Not Read/Write,Male,2044,2016
9005,local,Not Stated,Female,11,2016
9005,local,Not Stated,Male,7,2016
9005,local,Read Only,Female,379,2016
9005,local,Read Only,Male,348,2016
9003,local,Literate,Female,2149,2016
9003,local,Literate,Male,2393,2016
9003,local,Not Read/Write,Female,1067,2016
9003,local,Not Read/Write,Male,593,2016
9003,local,Not Stated,Female,0,2016
9003,local,Not Stated,Male,1,2016
9003,local,Read Only,Female,113,2016
9003,local,Read Only,Male,104,2016
9008,local,Literate,Female,5316,2016
9008,local,Literate,Male,5664,2016
9008,local,Not Read/Write,Female,2919,2016
9008,local,Not Read/Write,Male,1367,2016
9008,local,Not Stated,Female,2,2016
9008,local,Not Stated,Male,0,2016
9008,local,Read Only,Female,215,2016
9008,local,Read Only,Male,220,2016
9009,local,Literate,Female,3096,2016
9009,local,Literate,Male,3317,2016
9009,local,Not Read/Write,Female,1749,2016
9009,local,Not Read/Write,Male,1093,2016
9009,local,Not Stated,Female,5,2016
9009,local,Not Stated,Male,2,2016
9009,local,Read Only,Female,132,2016
9009,local,Read Only,Male,119,2016
75,district,Literate,Female,93500,2016
75,district,Literate,Male,101318,2016
75,district,Not Read/Write,Female,54704,2016
75,district,Not Read/Write,Male,27100,2016
75,district,Not Stated,Female,47,2016
75,district,Not Stated,Male,22,2016
75,district,Read Only,Female,3912,2016
75,district,Read Only,Male,3362,2016
14006,local,Literate,Female,3626,2016
14006,local,Literate,Male,4336,2016
14006,local,Not Read/Write,Female,2832,2016
14006,local,Not Read/Write,Male,1470,2016
14006,local,Not Stated,Female,2,2016
14006,local,Not Stated,Male,0,2016
14006,local,Read Only,Female,357,2016
14006,local,Read Only,Male,324,2016
14004,local,Literate,Female,6641,2016
14004,local,Literate,Male,7486,2016
14004,local,Not Read/Write,Female,3984,2016
14004,local,Not Read/Write,Male,2082,2016
14004,local,Not Stated,Female,6,2016
14004,local,Not Stated,Male,0,2016
14004,local,Read Only,Female,392,2016
14004,local,Read Only,Male,284,2016
14007,local,Literate,Female,28180,2016
14007,local,Literate,Male,30277,2016
14007,local,Not Read/Write,Female,13381,2016
14007,local,Not Read/Write,Male,6167,2016
14007,local,Not Stated,Female,17,2016
14007,local,Not Stated,Male,13,2016
14007,local,Read Only,Female,818,2016
14007,local,Read Only,Male,632,2016
14001,local,Literate,Female,12579,2016
14001,local,Literate,Male,13154,2016
14001,local,Not Read/Write,Female,7873,2016
14001,local,Not Read/Write,Male,4003,2016
14001,local,Not Stated,Female,2,2016
14001,local,Not Stated,Male,2,2016
14001,local,Read Only,Female,414,2016
14001,local,Read Only,Male,416,2016
14005,local,Literate,Female,3218,2016
14005,local,Literate,Male,3575,2016
14005,local,Not Read/Write,Female,2317,2016
14005,local,Not Read/Write,Male,1293,2016
14005,local,Not Stated,Female,5,2016
14005,local,Not Stated,Male,0,2016
14005,local,Read Only,Female,153,2016
14005,local,Read Only,Male,133,2016
14003,local,Literate,Female,15488,2016
14003,local,Literate,Male,17570,2016
14003,local,Not Read/Write,Female,10426,2016
14003,local,Not Read/Write,Male,5396,2016
14003,local,Not Stated,Female,7,2016
14003,local,Not Stated,Male,4,2016
14003,local,Read Only,Female,669,2016
14003,local,Read Only,Male,562,2016
14008,local,Literate,Female,8380,2016
14008,local,Literate,Male,9285,2016
14008,local,Not Read/Write,Female,5676,2016
14008,local,Not Read/Write,Male,3019,2016
14008,local,Not Stated,Female,4,2016
14008,local,Not Stated,Male,1,2016
14008,local,Read Only,Female,510,2016
14008,local,Read Only,Male,452,2016
14002,local,Literate,Female,15388,2016
14002,local,Literate,Male,15635,2016
14002,local,Not Read/Write,Female,8215,2016
14002,local,Not Read/Write,Male,3670,2016
14002,local,Not Stated,Female,4,2016
14002,local,Not Stated,Male,2,2016
14002,local,Read Only,Female,599,2016
14002,local,Read Only,Male,559,2016
51,district,Literate,Female,61187,2016
51,district,Literate,Male,64211,2016
51,district,Not Read/Write,Female,28866,2016
51,district,Not Read/Write,Male,13396,2016
51,district,Not Stated,Female,46,2016
51,district,Not Stated,Male,22,2016
51,district,Read Only,Female,2929,2016
51,district,Read Only,Male,2583,2016
2004,local,Literate,Female,4967,2016
2004,local,Literate,Male,5266,2016
2004,local,Not Read/Write,Female,2799,2016
2004,local,Not Read/Write,Male,1217,2016
2004,local,Not Stated,Female,9,2016
2004,local,Not Stated,Male,4,2016
2004,local,Read Only,Female,242,2016
2004,local,Read Only,Male,209,2016
2001,local,Literate,Female,6791,2016
2001,local,Literate,Male,7385,2016
2001,local,Not Read/Write,Female,3429,2016
2001,local,Not Read/Write,Male,1731,2016
2001,local,Not Stated,Female,0,2016
2001,local,Not Stated,Male,0,2016
2001,local,Read Only,Female,368,2016
2001,local,Read Only,Male,309,2016
2003,local,Literate,Female,7447,2016
2003,local,Literate,Male,7677,2016
2003,local,Not Read/Write,Female,3473,2016
2003,local,Not Read/Write,Male,1578,2016
2003,local,Not Stated,Female,5,2016
2003,local,Not Stated,Male,3,2016
2003,local,Read Only,Female,220,2016
2003,local,Read Only,Male,213,2016
2005,local,Literate,Female,8015,2016
2005,local,Literate,Male,8187,2016
2005,local,Not Read/Write,Female,3719,2016
2005,local,Not Read/Write,Male,1629,2016
2005,local,Not Stated,Female,9,2016
2005,local,Not Stated,Male,2,2016
2005,local,Read Only,Female,460,2016
2005,local,Read Only,Male,408,2016
2006,local,Literate,Female,16420,2016
2006,local,Literate,Male,17183,2016
2006,local,Not Read/Write,Female,6843,2016
2006,local,Not Read/Write,Male,3198,2016
2006,local,Not Stated,Female,6,2016
2006,local,Not Stated,Male,8,2016
2006,local,Read Only,Female,674,2016
2006,local,Read Only,Male,593,2016
2008,local,Literate,Female,5881,2016
2008,local,Literate,Male,6339,2016
2008,local,Not Read/Write,Female,2498,2016
2008,local,Not Read/Write,Male,1202,2016
2008,local,Not Stated,Female,5,2016
2008,local,Not Stated,Male,1,2016
2008,local,Read Only,Female,328,2016
2008,local,Read Only,Male,281,2016
2007,local,Literate,Female,4140,2016
2007,local,Literate,Male,4350,2016
2007,local,Not Read/Write,Female,2281,2016
2007,local,Not Read/Write,Male,1121,2016
2007,local,Not Stated,Female,8,2016
2007,local,Not Stated,Male,1,2016
2007,local,Read Only,Female,139,2016
2007,local,Read Only,Male,114,2016
2002,local,Literate,Female,7526,2016
2002,local,Literate,Male,7824,2016
2002,local,Not Read/Write,Female,3824,2016
2002,local,Not Read/Write,Male,1720,2016
2002,local,Not Stated,Female,4,2016
2002,local,Not Stated,Male,3,2016
2002,local,Read Only,Female,498,2016
2002,local,Read Only,Male,456,2016
74,district,Literate,Female,33451,2016
74,district,Literate,Male,34819,2016
74,district,Not Read/Write,Female,15398,2016
74,district,Not Read/Write,Male,6016,2016
74,district,Not Stated,Female,26,2016
74,district,Not Stated,Male,12,2016
74,district,Read Only,Female,1040,2016
74,district,Read Only,Male,965,2016
8001,local,Literate,Female,6934,2016
8001,local,Literate,Male,7418,2016
8001,local,Not Read/Write,Female,3469,2016
8001,local,Not Read/Write,Male,1491,2016
8001,local,Not Stated,Female,6,2016
8001,local,Not Stated,Male,4,2016
8001,local,Read Only,Female,206,2016
8001,local,Read Only,Male,213,2016
8005,local,Literate,Female,6995,2016
8005,local,Literate,Male,7216,2016
8005,local,Not Read/Write,Female,2524,2016
8005,local,Not Read/Write,Male,791,2016
8005,local,Not Stated,Female,2,2016
8005,local,Not Stated,Male,1,2016
8005,local,Read Only,Female,202,2016
8005,local,Read Only,Male,189,2016
8003,local,Literate,Female,5735,2016
8003,local,Literate,Male,5866,2016
8003,local,Not Read/Write,Female,2507,2016
8003,local,Not Read/Write,Male,916,2016
8003,local,Not Stated,Female,8,2016
8003,local,Not Stated,Male,3,2016
8003,local,Read Only,Female,166,2016
8003,local,Read Only,Male,134,2016
8004,local,Literate,Female,2746,2016
8004,local,Literate,Male,2745,2016
8004,local,Not Read/Write,Female,1164,2016
8004,local,Not Read/Write,Male,435,2016
8004,local,Not Stated,Female,1,2016
8004,local,Not Stated,Male,0,2016
8004,local,Read Only,Female,122,2016
8004,local,Read Only,Male,98,2016
8006,local,Literate,Female,5641,2016
8006,local,Literate,Male,5971,2016
8006,local,Not Read/Write,Female,2975,2016
8006,local,Not Read/Write,Male,1200,2016
8006,local,Not Stated,Female,2,2016
8006,local,Not Stated,Male,1,2016
8006,local,Read Only,Female,176,2016
8006,local,Read Only,Male,184,2016
8002,local,Literate,Female,5400,2016
8002,local,Literate,Male,5603,2016
8002,local,Not Read/Write,Female,2759,2016
8002,local,Not Read/Write,Male,1183,2016
8002,local,Not Stated,Female,7,2016
8002,local,Not Stated,Male,3,2016
8002,local,Read Only,Female,168,2016
8002,local,Read Only,Male,147,2016
26,district,Literate,Female,99956,2016
26,district,Literate,Male,107960,2016
26,district,Not Read/Write,Female,35507,2016
26,district,Not Read/Write,Male,17540,2016
26,district,Not Stated,Female,87,2016
26,district,Not Stated,Male,70,2016
26,district,Read Only,Female,3277,2016
26,district,Read Only,Male,3080,2016
3009,local,Literate,Female,5285,2016
3009,local,Literate,Male,5901,2016
3009,local,Not Read/Write,Female,2267,2016
3009,local,Not Read/Write,Male,1158,2016
3009,local,Not Stated,Female,7,2016
3009,local,Not Stated,Male,5,2016
3009,local,Read Only,Female,202,2016
3009,local,Read Only,Male,183,2016
3001,local,Literate,Female,7133,2016
3001,local,Literate,Male,7027,2016
3001,local,Not Read/Write,Female,2986,2016
3001,local,Not Read/Write,Male,1546,2016
3001,local,Not Stated,Female,2,2016
3001,local,Not Stated,Male,1,2016
3001,local,Read Only,Female,226,2016
3001,local,Read Only,Male,185,2016
3007,local,Literate,Female,5969,2016
3007,local,Literate,Male,6874,2016
3007,local,Not Read/Write,Female,2518,2016
3007,local,Not Read/Write,Male,1270,2016
3007,local,Not Stated,Female,8,2016
3007,local,Not Stated,Male,6,2016
3007,local,Read Only,Female,173,2016
3007,local,Read Only,Male,157,2016
3003,local,Literate,Female,7291,2016
3003,local,Literate,Male,7695,2016
3003,local,Not Read/Write,Female,3055,2016
3003,local,Not Read/Write,Male,1283,2016
3003,local,Not Stated,Female,8,2016
3003,local,Not Stated,Male,5,2016
3003,local,Read Only,Female,290,2016
3003,local,Read Only,Male,253,2016
3006,local,Literate,Female,7223,2016
3006,local,Literate,Male,8145,2016
3006,local,Not Read/Write,Female,2659,2016
3006,local,Not Read/Write,Male,1383,2016
3006,local,Not Stated,Female,6,2016
3006,local,Not Stated,Male,2,2016
3006,local,Read Only,Female,127,2016
3006,local,Read Only,Male,118,2016
3005,local,Literate,Female,10378,2016
3005,local,Literate,Male,10859,2016
3005,local,Not Read/Write,Female,4779,2016
3005,local,Not Read/Write,Male,2695,2016
3005,local,Not Stated,Female,3,2016
3005,local,Not Stated,Male,8,2016
3005,local,Read Only,Female,531,2016
3005,local,Read Only,Male,628,2016
3008,local,Literate,Female,6714,2016
3008,local,Literate,Male,7336,2016
3008,local,Not Read/Write,Female,2177,2016
3008,local,Not Read/Write,Male,1217,2016
3008,local,Not Stated,Female,6,2016
3008,local,Not Stated,Male,6,2016
3008,local,Read Only,Female,241,2016
3008,local,Read Only,Male,196,2016
3004,local,Literate,Female,17517,2016
3004,local,Literate,Male,18791,2016
3004,local,Not Read/Write,Female,5292,2016
3004,local,Not Read/Write,Male,2354,2016
3004,local,Not Stated,Female,15,2016
3004,local,Not Stated,Male,19,2016
3004,local,Read Only,Female,622,2016
3004,local,Read Only,Male,556,2016
3002,local,Literate,Female,11551,2016
3002,local,Literate,Male,12566,2016
3002,local,Not Read/Write,Female,4009,2016
3002,local,Not Read/Write,Male,1736,2016
3002,local,Not Stated,Female,11,2016
3002,local,Not Stated,Male,3,2016
3002,local,Read Only,Female,363,2016
3002,local,Read Only,Male,332,2016
3010,local,Literate,Female,20895,2016
3010,local,Literate,Male,22766,2016
3010,local,Not Read/Write,Female,5765,2016
3010,local,Not Read/Write,Male,2898,2016
3010,local,Not Stated,Female,21,2016
3010,local,Not Stated,Male,15,2016
3010,local,Read Only,Female,502,2016
3010,local,Read Only,Male,472,2016
49,district,Literate,Female,40514,2016
49,district,Literate,Male,44686,2016
49,district,Not Read/Write,Female,29833,2016
49,district,Not Read/Write,Male,14017,2016
49,district,Not Stated,Female,18,2016
49,district,Not Stated,Male,10,2016
49,district,Read Only,Female,1999,2016
49,district,Read Only,Male,1763,2016
12008,local,Literate,Female,4891,2016
12008,local,Literate,Male,5330,2016
12008,local,Not Read/Write,Female,3964,2016
12008,local,Not Read/Write,Male,2062,2016
12008,local,Not Stated,Female,4,2016
12008,local,Not Stated,Male,3,2016
12008,local,Read Only,Female,271,2016
12008,local,Read Only,Male,238,2016
12001,local,Literate,Female,4417,2016
12001,local,Literate,Male,4983,2016
12001,local,Not Read/Write,Female,4567,2016
12001,local,Not Read/Write,Male,2319,2016
12001,local,Not Stated,Female,1,2016
12001,local,Not Stated,Male,1,2016
12001,local,Read Only,Female,183,2016
12001,local,Read Only,Male,176,2016
12002,local,Literate,Female,4527,2016
12002,local,Literate,Male,4791,2016
12002,local,Not Read/Write,Female,2806,2016
12002,local,Not Read/Write,Male,1238,2016
12002,local,Not Stated,Female,1,2016
12002,local,Not Stated,Male,1,2016
12002,local,Read Only,Female,213,2016
12002,local,Read Only,Male,174,2016
12004,local,Literate,Female,3816,2016
12004,local,Literate,Male,4543,2016
12004,local,Not Read/Write,Female,2843,2016
12004,local,Not Read/Write,Male,1170,2016
12004,local,Not Stated,Female,2,2016
12004,local,Not Stated,Male,1,2016
12004,local,Read Only,Female,196,2016
12004,local,Read Only,Male,164,2016
12007,local,Literate,Female,8564,2016
12007,local,Literate,Male,9002,2016
12007,local,Not Read/Write,Female,5269,2016
12007,local,Not Read/Write,Male,2144,2016
12007,local,Not Stated,Female,3,2016
12007,local,Not Stated,Male,2,2016
12007,local,Read Only,Female,286,2016
12007,local,Read Only,Male,225,2016
12005,local,Literate,Female,5907,2016
12005,local,Literate,Male,6387,2016
12005,local,Not Read/Write,Female,4202,2016
12005,local,Not Read/Write,Male,1927,2016
12005,local,Not Stated,Female,4,2016
12005,local,Not Stated,Male,0,2016
12005,local,Read Only,Female,354,2016
12005,local,Read Only,Male,333,2016
12003,local,Literate,Female,3944,2016
12003,local,Literate,Male,4713,2016
12003,local,Not Read/Write,Female,3009,2016
12003,local,Not Read/Write,Male,1626,2016
12003,local,Not Stated,Female,1,2016
12003,local,Not Stated,Male,1,2016
12003,local,Read Only,Female,187,2016
12003,local,Read Only,Male,186,2016
12006,local,Literate,Female,4448,2016
12006,local,Literate,Male,4937,2016
12006,local,Not Read/Write,Female,3173,2016
12006,local,Not Read/Write,Male,1531,2016
12006,local,Not Stated,Female,2,2016
12006,local,Not Stated,Male,1,2016
12006,local,Read Only,Female,309,2016
12006,local,Read Only,Male,267,2016
37,district,Literate,Female,60433,2016
37,district,Literate,Male,66332,2016
37,district,Not Read/Write,Female,35139,2016
37,district,Not Read/Write,Male,16261,2016
37,district,Not Stated,Female,88,2016
37,district,Not Stated,Male,65,2016
37,district,Read Only,Female,3291,2016
37,district,Read Only,Male,3017,2016
13006,local,Literate,Female,3999,2016
13006,local,Literate,Male,4541,2016
13006,local,Not Read/Write,Female,2852,2016
13006,local,Not Read/Write,Male,1601,2016
13006,local,Not Stated,Female,7,2016
13006,local,Not Stated,Male,8,2016
13006,local,Read Only,Female,351,2016
13006,local,Read Only,Male,372,2016
13010,local,Literate,Female,3598,2016
13010,local,Literate,Male,3932,2016
13010,local,Not Read/Write,Female,1831,2016
13010,local,Not Read/Write,Male,840,2016
13010,local,Not Stated,Female,7,2016
13010,local,Not Stated,Male,6,2016
13010,local,Read Only,Female,175,2016
13010,local,Read Only,Male,165,2016
13004,local,Literate,Female,7994,2016
13004,local,Literate,Male,9205,2016
13004,local,Not Read/Write,Female,5375,2016
13004,local,Not Read/Write,Male,2576,2016
13004,local,Not Stated,Female,14,2016
13004,local,Not Stated,Male,8,2016
13004,local,Read Only,Female,656,2016
13004,local,Read Only,Male,597,2016
13001,local,Literate,Female,4632,2016
13001,local,Literate,Male,4940,2016
13001,local,Not Read/Write,Female,2931,2016
13001,local,Not Read/Write,Male,1444,2016
13001,local,Not Stated,Female,11,2016
13001,local,Not Stated,Male,5,2016
13001,local,Read Only,Female,319,2016
13001,local,Read Only,Male,252,2016
13002,local,Literate,Female,3957,2016
13002,local,Literate,Male,4509,2016
13002,local,Not Read/Write,Female,2546,2016
13002,local,Not Read/Write,Male,1301,2016
13002,local,Not Stated,Female,8,2016
13002,local,Not Stated,Male,6,2016
13002,local,Read Only,Female,220,2016
13002,local,Read Only,Male,221,2016
13008,local,Literate,Female,3876,2016
13008,local,Literate,Male,4196,2016
13008,local,Not Read/Write,Female,2493,2016
