home ownership,total,geo_code,geo_level,geo_version
Rental House,49,15016,local,2016
Institutional House,2,15013,local,2016
Other Type of House,28,15013,local,2016
Owned House,4925,15013,local,2016
Rental House,57,15013,local,2016
Institutional House,3,15017,local,2016
Other Type of House,131,15017,local,2016
Owned House,5559,15017,local,2016
Rental House,4,15017,local,2016
Institutional House,10,15015,local,2016
Other Type of House,194,15015,local,2016
Owned House,6465,15015,local,2016
Rental House,95,15015,local,2016
Institutional House,7,15014,local,2016
Other Type of House,117,15014,local,2016
Owned House,4205,15014,local,2016
Rental House,210,15014,local,2016
Institutional House,11,15011,local,2016
Other Type of House,7,15011,local,2016
Owned House,5369,15011,local,2016
Rental House,8,15011,local,2016
Institutional House,12,15009,local,2016
Other Type of House,163,15009,local,2016
Owned House,9755,15009,local,2016
Rental House,262,15009,local,2016
Institutional House,5,15006,local,2016
Other Type of House,16,15006,local,2016
Owned House,5411,15006,local,2016
Rental House,7,15006,local,2016
Institutional House,125,57,district,2016
Other Type of House,463,57,district,2016
Owned House,104995,57,district,2016
Rental House,1069,57,district,2016
Institutional House,0,32002,local,2016
Other Type of House,37,32002,local,2016
Owned House,6325,32002,local,2016
Rental House,12,32002,local,2016
Institutional House,5,32001,local,2016
Other Type of House,65,32001,local,2016
Owned House,4718,32001,local,2016
Rental House,19,32001,local,2016
Institutional House,5,32005,local,2016
Other Type of House,15,32005,local,2016
Owned House,3788,32005,local,2016
Rental House,4,32005,local,2016
Institutional House,13,32003,local,2016
Other Type of House,49,32003,local,2016
Owned House,12785,32003,local,2016
Rental House,598,32003,local,2016
Institutional House,1,32010,local,2016
Other Type of House,25,32010,local,2016
Owned House,5802,32010,local,2016
Rental House,6,32010,local,2016
Institutional House,2,32015,local,2016
Other Type of House,21,32015,local,2016
Owned House,5587,32015,local,2016
Rental House,23,32015,local,2016
Institutional House,4,32011,local,2016
Other Type of House,61,32011,local,2016
Owned House,5826,32011,local,2016
Rental House,28,32011,local,2016
Institutional House,4,32006,local,2016
Other Type of House,31,32006,local,2016
Owned House,6020,32006,local,2016
Rental House,14,32006,local,2016
Institutional House,5,32016,local,2016
Other Type of House,13,32016,local,2016
Owned House,5343,32016,local,2016
Rental House,4,32016,local,2016
Institutional House,0,32017,local,2016
Other Type of House,22,32017,local,2016
Owned House,5739,32017,local,2016
Rental House,7,32017,local,2016
Institutional House,6,32018,local,2016
Other Type of House,10,32018,local,2016
Owned House,3748,32018,local,2016
Rental House,12,32018,local,2016
Institutional House,5,32007,local,2016
Other Type of House,8,32007,local,2016
Owned House,7375,32007,local,2016
Rental House,56,32007,local,2016
Institutional House,8,32014,local,2016
Other Type of House,15,32014,local,2016
Owned House,5355,32014,local,2016
Rental House,2,32014,local,2016
Institutional House,3,32004,local,2016
Other Type of House,10,32004,local,2016
Owned House,4671,32004,local,2016
Rental House,7,32004,local,2016
Institutional House,32,32009,local,2016
Other Type of House,24,32009,local,2016
Owned House,7315,32009,local,2016
Rental House,20,32009,local,2016
Institutional House,18,32012,local,2016
Other Type of House,45,32012,local,2016
Owned House,5406,32012,local,2016
Rental House,10,32012,local,2016
Institutional House,2,32013,local,2016
Other Type of House,4,32013,local,2016
Owned House,3817,32013,local,2016
Rental House,7,32013,local,2016
Institutional House,12,32008,local,2016
Other Type of House,8,32008,local,2016
Owned House,5375,32008,local,2016
Rental House,240,32008,local,2016
Institutional House,551,08,district,2016
Other Type of House,742,08,district,2016
Owned House,104352,08,district,2016
Rental House,2955,08,district,2016
Institutional House,15,33014,local,2016
Other Type of House,2,33014,local,2016
Owned House,3594,33014,local,2016
Rental House,15,33014,local,2016
Institutional House,0,33016,local,2016
Other Type of House,14,33016,local,2016
Owned House,4019,33016,local,2016
Rental House,2,33016,local,2016
Institutional House,0,33012,local,2016
Other Type of House,4,33012,local,2016
Owned House,3147,33012,local,2016
Rental House,15,33012,local,2016
Institutional House,10,33007,local,2016
Other Type of House,63,33007,local,2016
Owned House,4093,33007,local,2016
Rental House,7,33007,local,2016
Institutional House,3,33004,local,2016
Other Type of House,6,33004,local,2016
Owned House,3174,33004,local,2016
Rental House,2,33004,local,2016
Institutional House,3,33010,local,2016
Other Type of House,42,33010,local,2016
Owned House,6859,33010,local,2016
Rental House,258,33010,local,2016
Institutional House,12,33002,local,2016
Other Type of House,55,33002,local,2016
Owned House,4192,33002,local,2016
Rental House,11,33002,local,2016
Institutional House,401,33005,local,2016
Other Type of House,309,33005,local,2016
Owned House,19225,33005,local,2016
Rental House,1735,33005,local,2016
Institutional House,18,33001,local,2016
Other Type of House,12,33001,local,2016
Owned House,3926,33001,local,2016
Rental House,4,33001,local,2016
Institutional House,0,33013,local,2016
Other Type of House,6,33013,local,2016
Owned House,3574,33013,local,2016
Rental House,5,33013,local,2016
Institutional House,3,33011,local,2016
Other Type of House,41,33011,local,2016
Owned House,4657,33011,local,2016
Rental House,6,33011,local,2016
Institutional House,27,33009,local,2016
Other Type of House,13,33009,local,2016
Owned House,7701,33009,local,2016
Rental House,32,33009,local,2016
Institutional House,47,33006,local,2016
Other Type of House,49,33006,local,2016
Owned House,17832,33006,local,2016
Rental House,761,33006,local,2016
Institutional House,0,33003,local,2016
Other Type of House,3,33003,local,2016
Owned House,3388,33003,local,2016
Rental House,4,33003,local,2016
Institutional House,5,33008,local,2016
Other Type of House,69,33008,local,2016
Owned House,7953,33008,local,2016
Rental House,84,33008,local,2016
Institutional House,7,33015,local,2016
Other Type of House,54,33015,local,2016
Owned House,7018,33015,local,2016
Rental House,14,33015,local,2016
Institutional House,622,19,district,2016
Other Type of House,874,19,district,2016
Owned House,131418,19,district,2016
Rental House,5311,19,district,2016
Institutional House,58,17013,local,2016
Other Type of House,117,17013,local,2016
Owned House,7900,17013,local,2016
Rental House,154,17013,local,2016
Institutional House,1,17017,local,2016
Other Type of House,14,17017,local,2016
Owned House,10028,17017,local,2016
Rental House,30,17017,local,2016
Institutional House,9,17004,local,2016
Other Type of House,23,17004,local,2016
Owned House,7333,17004,local,2016
Rental House,410,17004,local,2016
Institutional House,1,17015,local,2016
Other Type of House,5,17015,local,2016
Owned House,4120,17015,local,2016
Rental House,4,17015,local,2016
Institutional House,7,17011,local,2016
Other Type of House,18,17011,local,2016
Owned House,6961,17011,local,2016
Rental House,13,17011,local,2016
Institutional House,1,17016,local,2016
Other Type of House,9,17016,local,2016
Owned House,6345,17016,local,2016
Rental House,10,17016,local,2016
Institutional House,4,17006,local,2016
Other Type of House,219,17006,local,2016
Owned House,8417,17006,local,2016
Rental House,75,17006,local,2016
Institutional House,13,17018,local,2016
Other Type of House,53,17018,local,2016
Owned House,8591,17018,local,2016
Rental House,14,17018,local,2016
Institutional House,7,17007,local,2016
Other Type of House,56,17007,local,2016
Owned House,6910,17007,local,2016
Rental House,64,17007,local,2016
Institutional House,51,17014,local,2016
Other Type of House,8,17014,local,2016
Owned House,5999,17014,local,2016
Rental House,8,17014,local,2016
Institutional House,100,17012,local,2016
Other Type of House,7,17012,local,2016
Owned House,4873,17012,local,2016
Rental House,15,17012,local,2016
Institutional House,3,17005,local,2016
Other Type of House,5,17005,local,2016
Owned House,3704,17005,local,2016
Rental House,5,17005,local,2016
Institutional House,5,17001,local,2016
Other Type of House,7,17001,local,2016
Owned House,3988,17001,local,2016
Rental House,3,17001,local,2016
Institutional House,6,17009,local,2016
Other Type of House,7,17009,local,2016
Owned House,4441,17009,local,2016
Rental House,7,17009,local,2016
Institutional House,347,17010,local,2016
Other Type of House,189,17010,local,2016
Owned House,25585,17010,local,2016
Rental House,4468,17010,local,2016
Institutional House,6,17008,local,2016
Other Type of House,45,17008,local,2016
Owned House,6846,17008,local,2016
Rental House,15,17008,local,2016
Institutional House,1,17003,local,2016
Other Type of House,7,17003,local,2016
Owned House,5806,17003,local,2016
Rental House,3,17003,local,2016
Institutional House,2,17002,local,2016
Other Type of House,85,17002,local,2016
Owned House,3571,17002,local,2016
Rental House,13,17002,local,2016
Institutional House,2027,7,province,2016
Other Type of House,4491,7,province,2016
Owned House,445017,7,province,2016
Rental House,18168,7,province,2016
Institutional House,114,04,district,2016
Other Type of House,510,04,district,2016
Owned House,43881,04,district,2016
Rental House,662,04,district,2016
Institutional House,2,74005,local,2016
Other Type of House,10,74005,local,2016
Owned House,3288,74005,local,2016
Rental House,12,74005,local,2016
Institutional House,2,74008,local,2016
Other Type of House,3,74008,local,2016
Owned House,2759,74008,local,2016
Rental House,7,74008,local,2016
Institutional House,2,74010,local,2016
Other Type of House,25,74010,local,2016
Owned House,3280,74010,local,2016
Rental House,14,74010,local,2016
Institutional House,0,74009,local,2016
Other Type of House,30,74009,local,2016
Owned House,3672,74009,local,2016
Rental House,31,74009,local,2016
Institutional House,2,74007,local,2016
Other Type of House,207,74007,local,2016
Owned House,6145,74007,local,2016
Rental House,36,74007,local,2016
Institutional House,4,74003,local,2016
Other Type of House,57,74003,local,2016
Owned House,4452,74003,local,2016
Rental House,46,74003,local,2016
Institutional House,1,74004,local,2016
Other Type of House,11,74004,local,2016
Owned House,3923,74004,local,2016
Rental House,12,74004,local,2016
Institutional House,61,74001,local,2016
Other Type of House,98,74001,local,2016
Owned House,6739,74001,local,2016
Rental House,359,74001,local,2016
Institutional House,3,74002,local,2016
Other Type of House,40,74002,local,2016
Owned House,4005,74002,local,2016
Rental House,62,74002,local,2016
Institutional House,37,74006,local,2016
Other Type of House,29,74006,local,2016
Owned House,5618,74006,local,2016
Rental House,83,74006,local,2016
Institutional House,179,16,district,2016
Other Type of House,180,16,district,2016
Owned House,23175,16,district,2016
Rental House,1070,16,district,2016
Institutional House,101,75005,local,2016
Other Type of House,32,75005,local,2016
Owned House,3585,75005,local,2016
Rental House,808,75005,local,2016
Institutional House,49,75009,local,2016
Other Type of House,37,75009,local,2016
Owned House,3848,75009,local,2016
Rental House,87,75009,local,2016
Institutional House,1,75001,local,2016
Other Type of House,10,75001,local,2016
Owned House,1071,75001,local,2016
Rental House,3,75001,local,2016
Institutional House,4,75008,local,2016
Other Type of House,23,75008,local,2016
Owned House,2578,75008,local,2016
Rental House,11,75008,local,2016
Institutional House,0,75002,local,2016
Other Type of House,15,75002,local,2016
Owned House,1861,75002,local,2016
Rental House,43,75002,local,2016
Institutional House,12,75004,local,2016
Other Type of House,33,75004,local,2016
Owned House,2783,75004,local,2016
Rental House,23,75004,local,2016
Institutional House,10,75006,local,2016
Other Type of House,13,75006,local,2016
Owned House,3026,75006,local,2016
Rental House,47,75006,local,2016
Institutional House,0,75003,local,2016
Other Type of House,15,75003,local,2016
Owned House,1950,75003,local,2016
Rental House,17,75003,local,2016
Institutional House,2,75007,local,2016
Other Type of House,2,75007,local,2016
Owned House,2473,75007,local,2016
Rental House,31,75007,local,2016
Institutional House,177,13,district,2016
Other Type of House,462,13,district,2016
Owned House,25352,13,district,2016
Rental House,1032,13,district,2016
Institutional House,11,73006,local,2016
Other Type of House,40,73006,local,2016
Owned House,4035,73006,local,2016
Rental House,46,73006,local,2016
Institutional House,5,73005,local,2016
Other Type of House,47,73005,local,2016
Owned House,2950,73005,local,2016
Rental House,68,73005,local,2016
Institutional House,11,73007,local,2016
Other Type of House,155,73007,local,2016
Owned House,5714,73007,local,2016
Rental House,110,73007,local,2016
Institutional House,13,73002,local,2016
Other Type of House,37,73002,local,2016
Owned House,3171,73002,local,2016
Rental House,59,73002,local,2016
Institutional House,9,73001,local,2016
Other Type of House,68,73001,local,2016
Owned House,3196,73001,local,2016
Rental House,38,73001,local,2016
Institutional House,3,73004,local,2016
Other Type of House,49,73004,local,2016
Owned House,2379,73004,local,2016
Rental House,31,73004,local,2016
Institutional House,125,73003,local,2016
Other Type of House,66,73003,local,2016
Owned House,3907,73003,local,2016
Rental House,680,73003,local,2016
Institutional House,138,06,district,2016
Other Type of House,199,06,district,2016
Owned House,23506,06,district,2016
Rental House,1045,06,district,2016
Institutional House,6,67002,local,2016
Other Type of House,28,67002,local,2016
Owned House,4087,67002,local,2016
Rental House,156,67002,local,2016
Institutional House,1,67006,local,2016
Other Type of House,16,67006,local,2016
Owned House,1665,67006,local,2016
Rental House,40,67006,local,2016
Institutional House,1,67009,local,2016
Other Type of House,17,67009,local,2016
Owned House,3321,67009,local,2016
Rental House,11,67009,local,2016
Institutional House,0,67007,local,2016
Other Type of House,34,67007,local,2016
Owned House,1624,67007,local,2016
Rental House,26,67007,local,2016
Institutional House,1,67008,local,2016
Other Type of House,7,67008,local,2016
Owned House,2188,67008,local,2016
Rental House,27,67008,local,2016
Institutional House,5,67003,local,2016
Other Type of House,33,67003,local,2016
Owned House,3219,67003,local,2016
Rental House,195,67003,local,2016
Institutional House,5,67005,local,2016
Other Type of House,8,67005,local,2016
Owned House,1496,67005,local,2016
Rental House,51,67005,local,2016
Institutional House,7,67004,local,2016
Other Type of House,17,67004,local,2016
Owned House,3118,67004,local,2016
Rental House,32,67004,local,2016
Institutional House,112,67001,local,2016
Other Type of House,39,67001,local,2016
Owned House,2788,67001,local,2016
Rental House,507,67001,local,2016
Institutional House,462,30,district,2016
Other Type of House,1155,30,district,2016
Owned House,132935,30,district,2016
Rental House,7861,30,district,2016
Institutional House,261,71004,local,2016
Other Type of House,210,71004,local,2016
Owned House,23857,71004,local,2016
Rental House,4815,71004,local,2016
Institutional House,12,71012,local,2016
Other Type of House,35,71012,local,2016
Owned House,3895,71012,local,2016
Rental House,27,71012,local,2016
Institutional House,7,71009,local,2016
Other Type of House,76,71009,local,2016
Owned House,6253,71009,local,2016
Rental House,56,71009,local,2016
Institutional House,38,71013,local,2016
Other Type of House,107,71013,local,2016
Owned House,14382,71013,local,2016
Rental House,829,71013,local,2016
Institutional House,4,71001,local,2016
Other Type of House,115,71001,local,2016
Owned House,5466,71001,local,2016
Rental House,118,71001,local,2016
Institutional House,73,71007,local,2016
Other Type of House,128,71007,local,2016
Owned House,13998,71007,local,2016
Rental House,716,71007,local,2016
Institutional House,24,71011,local,2016
Other Type of House,155,71011,local,2016
Owned House,14090,71011,local,2016
Rental House,488,71011,local,2016
Institutional House,4,71002,local,2016
Other Type of House,47,71002,local,2016
Owned House,8602,71002,local,2016
Rental House,64,71002,local,2016
Institutional House,11,71003,local,2016
Other Type of House,38,71003,local,2016
Owned House,3234,71003,local,2016
Rental House,79,71003,local,2016
Institutional House,7,71006,local,2016
Other Type of House,93,71006,local,2016
Owned House,12716,71006,local,2016
Rental House,358,71006,local,2016
Institutional House,8,71005,local,2016
Other Type of House,70,71005,local,2016
Owned House,9738,71005,local,2016
Rental House,256,71005,local,2016
Institutional House,6,71010,local,2016
Other Type of House,23,71010,local,2016
Owned House,7739,71010,local,2016
Rental House,34,71010,local,2016
Institutional House,7,71008,local,2016
Other Type of House,58,71008,local,2016
Owned House,8965,71008,local,2016
Rental House,21,71008,local,2016
Institutional House,360,22,district,2016
Other Type of House,550,22,district,2016
Owned House,39152,22,district,2016
Rental House,1321,22,district,2016
Institutional House,19,70007,local,2016
Other Type of House,60,70007,local,2016
Owned House,4709,70007,local,2016
Rental House,48,70007,local,2016
Institutional House,271,70004,local,2016
Other Type of House,66,70004,local,2016
Owned House,6198,70004,local,2016
Rental House,912,70004,local,2016
Institutional House,1,70001,local,2016
Other Type of House,43,70001,local,2016
Owned House,4665,70001,local,2016
Rental House,38,70001,local,2016
Institutional House,16,70002,local,2016
Other Type of House,54,70002,local,2016
Owned House,2595,70002,local,2016
Rental House,54,70002,local,2016
Institutional House,11,70006,local,2016
Other Type of House,45,70006,local,2016
Owned House,4181,70006,local,2016
Rental House,22,70006,local,2016
Institutional House,1,70008,local,2016
Other Type of House,31,70008,local,2016
Owned House,3719,70008,local,2016
Rental House,21,70008,local,2016
Institutional House,9,70003,local,2016
Other Type of House,41,70003,local,2016
Owned House,3050,70003,local,2016
Rental House,30,70003,local,2016
Institutional House,16,70009,local,2016
Other Type of House,91,70009,local,2016
Owned House,6479,70009,local,2016
Rental House,79,70009,local,2016
Institutional House,16,70005,local,2016
Other Type of House,119,70005,local,2016
Owned House,3556,70005,local,2016
Rental House,117,70005,local,2016
Institutional House,163,01,district,2016
Other Type of House,320,01,district,2016
Owned House,46812,01,district,2016
Rental House,1023,01,district,2016
Institutional House,0,69006,local,2016
Other Type of House,18,69006,local,2016
Owned House,4295,69006,local,2016
Rental House,47,69006,local,2016
Institutional House,2,69004,local,2016
Other Type of House,18,69004,local,2016
Owned House,4415,69004,local,2016
Rental House,47,69004,local,2016
Institutional House,5,69010,local,2016
Other Type of House,2,69010,local,2016
Owned House,4523,69010,local,2016
Rental House,45,69010,local,2016
Institutional House,112,69005,local,2016
Other Type of House,31,69005,local,2016
Owned House,6037,69005,local,2016
Rental House,424,69005,local,2016
Institutional House,3,69008,local,2016
Other Type of House,12,69008,local,2016
Owned House,4304,69008,local,2016
Rental House,38,69008,local,2016
Institutional House,6,69001,local,2016
Other Type of House,31,69001,local,2016
Owned House,3273,69001,local,2016
Rental House,63,69001,local,2016
Institutional House,5,69003,local,2016
Other Type of House,13,69003,local,2016
Owned House,3754,69003,local,2016
Rental House,23,69003,local,2016
Institutional House,21,69009,local,2016
Other Type of House,132,69009,local,2016
Owned House,6270,69009,local,2016
Rental House,270,69009,local,2016
Institutional House,5,69007,local,2016
Other Type of House,28,69007,local,2016
Owned House,4893,69007,local,2016
Rental House,40,69007,local,2016
Institutional House,4,69002,local,2016
Other Type of House,35,69002,local,2016
Owned House,5048,69002,local,2016
Rental House,26,69002,local,2016
Institutional House,110,05,district,2016
Other Type of House,199,05,district,2016
Owned House,32904,05,district,2016
Rental House,560,05,district,2016
Institutional House,1,68011,local,2016
Other Type of House,21,68011,local,2016
Owned House,1955,68011,local,2016
Rental House,23,68011,local,2016
Institutional House,11,68007,local,2016
Other Type of House,20,68007,local,2016
Owned House,3484,68007,local,2016
Rental House,71,68007,local,2016
Institutional House,0,68010,local,2016
Other Type of House,9,68010,local,2016
Owned House,1407,68010,local,2016
Rental House,2,68010,local,2016
Institutional House,6,68012,local,2016
Other Type of House,20,68012,local,2016
Owned House,3167,68012,local,2016
Rental House,18,68012,local,2016
Institutional House,7,68002,local,2016
Other Type of House,25,68002,local,2016
Owned House,5429,68002,local,2016
Rental House,19,68002,local,2016
Institutional House,15,68001,local,2016
Other Type of House,4,68001,local,2016
Owned House,2682,68001,local,2016
Rental House,38,68001,local,2016
Institutional House,2,68004,local,2016
Other Type of House,20,68004,local,2016
Owned House,2388,68004,local,2016
Rental House,37,68004,local,2016
Institutional House,46,68005,local,2016
Other Type of House,35,68005,local,2016
Owned House,3621,68005,local,2016
Rental House,313,68005,local,2016
Institutional House,5,68009,local,2016
Other Type of House,8,68009,local,2016
Owned House,2435,68009,local,2016
Rental House,8,68009,local,2016
Institutional House,6,68003,local,2016
Other Type of House,20,68003,local,2016
Owned House,2913,68003,local,2016
Rental House,14,68003,local,2016
Institutional House,5,68006,local,2016
Other Type of House,2,68006,local,2016
Owned House,350,68006,local,2016
Rental House,6,68006,local,2016
Institutional House,6,68008,local,2016
Other Type of House,15,68008,local,2016
Owned House,3073,68008,local,2016
Rental House,11,68008,local,2016
Institutional House,324,32,district,2016
Other Type of House,916,32,district,2016
Owned House,77300,32,district,2016
Rental House,3594,32,district,2016
Institutional House,9,72007,local,2016
Other Type of House,68,72007,local,2016
Owned House,7237,72007,local,2016
Rental House,78,72007,local,2016
Institutional House,5,72005,local,2016
Other Type of House,68,72005,local,2016
Owned House,9836,72005,local,2016
Rental House,107,72005,local,2016
Institutional House,17,72001,local,2016
Other Type of House,107,72001,local,2016
Owned House,8913,72001,local,2016
Rental House,182,72001,local,2016
Institutional House,9,72009,local,2016
Other Type of House,69,72009,local,2016
Owned House,8583,72009,local,2016
Rental House,196,72009,local,2016
Institutional House,16,72002,local,2016
Other Type of House,43,72002,local,2016
Owned House,8435,72002,local,2016
Rental House,163,72002,local,2016
Institutional House,3,72006,local,2016
Other Type of House,9,72006,local,2016
Owned House,3611,72006,local,2016
Rental House,17,72006,local,2016
Institutional House,47,72008,local,2016
Other Type of House,59,72008,local,2016
Owned House,9614,72008,local,2016
Rental House,189,72008,local,2016
Institutional House,0,72003,local,2016
Other Type of House,12,72003,local,2016
Owned House,3733,72003,local,2016
Rental House,15,72003,local,2016
Institutional House,218,72004,local,2016
Other Type of House,481,72004,local,2016
Owned House,17338,72004,local,2016
Rental House,2647,72004,local,2016
Institutional House,9137,1,province,2016
Other Type of House,20852,1,province,2016
Owned House,865693,1,province,2016
Rental House,96068,1,province,2016
Institutional House,2646,69,district,2016
Other Type of House,3684,69,district,2016
Owned House,134351,69,district,2016
Rental House,21598,69,district,2016
Institutional House,174,6001,local,2016
Other Type of House,350,6001,local,2016
Owned House,16482,6001,local,2016
Rental House,546,6001,local,2016
Institutional House,2,6007,local,2016
Other Type of House,17,6007,local,2016
Owned House,6974,6007,local,2016
Rental House,46,6007,local,2016
Institutional House,35,6012,local,2016
Other Type of House,102,6012,local,2016
Owned House,10855,6012,local,2016
Rental House,499,6012,local,2016
Institutional House,7,6002,local,2016
Other Type of House,163,6002,local,2016
Owned House,6046,6002,local,2016
Rental House,37,6002,local,2016
Institutional House,14,6004,local,2016
Other Type of House,27,6004,local,2016
Owned House,6293,6004,local,2016
Rental House,27,6004,local,2016
Institutional House,20,6008,local,2016
Other Type of House,18,6008,local,2016
Owned House,6770,6008,local,2016
Rental House,34,6008,local,2016
Institutional House,4,6003,local,2016
Other Type of House,243,6003,local,2016
Owned House,6533,6003,local,2016
Rental House,18,6003,local,2016
Institutional House,43,6011,local,2016
Other Type of House,141,6011,local,2016
Owned House,8250,6011,local,2016
Rental House,109,6011,local,2016
Institutional House,93,6009,local,2016
Other Type of House,149,6009,local,2016
Owned House,11851,6009,local,2016
Rental House,927,6009,local,2016
Institutional House,499,6010,local,2016
Other Type of House,692,6010,local,2016
Owned House,24369,6010,local,2016
Rental House,8234,6010,local,2016
Institutional House,1450,6005,local,2016
Other Type of House,1576,6005,local,2016
Owned House,19900,6005,local,2016
Rental House,9767,6005,local,2016
Institutional House,305,6006,local,2016
Other Type of House,206,6006,local,2016
Owned House,10028,6006,local,2016
Rental House,1354,6006,local,2016
Institutional House,2251,28,district,2016
Other Type of House,4149,28,district,2016
Owned House,157581,28,district,2016
Rental House,20403,28,district,2016
Institutional House,79,4011,local,2016
Other Type of House,104,4011,local,2016
Owned House,8465,4011,local,2016
Rental House,94,4011,local,2016
Institutional House,94,4015,local,2016
Other Type of House,281,4015,local,2016
Owned House,13510,4015,local,2016
Rental House,810,4015,local,2016
Institutional House,67,4009,local,2016
Other Type of House,286,4009,local,2016
Owned House,5907,4009,local,2016
Rental House,155,4009,local,2016
Institutional House,79,4013,local,2016
Other Type of House,247,4013,local,2016
Owned House,8138,4013,local,2016
Rental House,962,4013,local,2016
Institutional House,7,4008,local,2016
Other Type of House,117,4008,local,2016
Owned House,6847,4008,local,2016
Rental House,169,4008,local,2016
Institutional House,309,4003,local,2016
Other Type of House,251,4003,local,2016
Owned House,13045,4003,local,2016
Rental House,1665,4003,local,2016
Institutional House,396,4006,local,2016
Other Type of House,354,4006,local,2016
Owned House,12375,4006,local,2016
Rental House,4979,4006,local,2016
Institutional House,7,4010,local,2016
Other Type of House,64,4010,local,2016
Owned House,6926,4010,local,2016
Rental House,101,4010,local,2016
Institutional House,551,4014,local,2016
Other Type of House,549,4014,local,2016
Owned House,21649,4014,local,2016
Rental House,2782,4014,local,2016
Institutional House,45,4012,local,2016
Other Type of House,578,4012,local,2016
Owned House,8929,4012,local,2016
Rental House,704,4012,local,2016
Institutional House,209,4001,local,2016
Other Type of House,219,4001,local,2016
Owned House,12140,4001,local,2016
Rental House,1055,4001,local,2016
Institutional House,259,4004,local,2016
Other Type of House,323,4004,local,2016
Owned House,12948,4004,local,2016
Rental House,5588,4004,local,2016
Institutional House,7,4002,local,2016
Other Type of House,106,4002,local,2016
Owned House,7161,4002,local,2016
Rental House,124,4002,local,2016
Institutional House,126,4005,local,2016
Other Type of House,139,4005,local,2016
Owned House,8534,4005,local,2016
Rental House,699,4005,local,2016
Institutional House,16,4007,local,2016
Other Type of House,531,4007,local,2016
Owned House,11007,4007,local,2016
Rental House,516,4007,local,2016
Institutional House,183,11,district,2016
Other Type of House,1025,11,district,2016
Owned House,36057,11,district,2016
Rental House,2128,11,district,2016
Institutional House,102,10003,local,2016
Other Type of House,150,10003,local,2016
Owned House,5078,10003,local,2016
Rental House,1108,10003,local,2016
Institutional House,25,10008,local,2016
Other Type of House,293,10008,local,2016
Owned House,6145,10008,local,2016
Rental House,369,10008,local,2016
Institutional House,11,10007,local,2016
Other Type of House,38,10007,local,2016
Owned House,2603,10007,local,2016
Rental House,76,10007,local,2016
Institutional House,8,10005,local,2016
Other Type of House,50,10005,local,2016
Owned House,3116,10005,local,2016
Rental House,106,10005,local,2016
Institutional House,7,10001,local,2016
Other Type of House,52,10001,local,2016
Owned House,3530,10001,local,2016
Rental House,88,10001,local,2016
Institutional House,8,10002,local,2016
Other Type of House,48,10002,local,2016
Owned House,3585,10002,local,2016
Rental House,141,10002,local,2016
Institutional House,18,10004,local,2016
Other Type of House,90,10004,local,2016
Owned House,4365,10004,local,2016
Rental House,106,10004,local,2016
Institutional House,3,10009,local,2016
Other Type of House,234,10009,local,2016
Owned House,3728,10009,local,2016
Rental House,96,10009,local,2016
Institutional House,1,10006,local,2016
Other Type of House,70,10006,local,2016
Owned House,3907,10006,local,2016
Rental House,38,10006,local,2016
Institutional House,506,18,district,2016
Other Type of House,696,18,district,2016
Owned House,32116,18,district,2016
Rental House,4298,18,district,2016
Institutional House,58,7006,local,2016
Other Type of House,74,7006,local,2016
Owned House,4520,7006,local,2016
Rental House,325,7006,local,2016
Institutional House,4,7004,local,2016
Other Type of House,16,7004,local,2016
Owned House,3789,7004,local,2016
Rental House,67,7004,local,2016
Institutional House,23,7002,local,2016
Other Type of House,119,7002,local,2016
Owned House,3670,7002,local,2016
Rental House,420,7002,local,2016
Institutional House,11,7005,local,2016
Other Type of House,112,7005,local,2016
Owned House,5100,7005,local,2016
Rental House,259,7005,local,2016
Institutional House,364,7003,local,2016
Other Type of House,189,7003,local,2016
Owned House,6160,7003,local,2016
Rental House,2747,7003,local,2016
Institutional House,18,7001,local,2016
Other Type of House,86,7001,local,2016
Owned House,4226,7001,local,2016
Rental House,212,7001,local,2016
Institutional House,28,7007,local,2016
Other Type of House,100,7007,local,2016
Owned House,4651,7007,local,2016
Rental House,268,7007,local,2016
Institutional House,189,62,district,2016
Other Type of House,871,62,district,2016
Owned House,30959,62,district,2016
Rental House,2596,62,district,2016
Institutional House,16,9004,local,2016
Other Type of House,53,9004,local,2016
Owned House,3661,9004,local,2016
Rental House,228,9004,local,2016
Institutional House,3,9001,local,2016
Other Type of House,12,9001,local,2016
Owned House,1335,9001,local,2016
Rental House,29,9001,local,2016
Institutional House,6,9010,local,2016
Other Type of House,12,9010,local,2016
Owned House,2370,9010,local,2016
Rental House,24,9010,local,2016
Institutional House,19,9007,local,2016
Other Type of House,34,9007,local,2016
Owned House,2759,9007,local,2016
Rental House,110,9007,local,2016
Institutional House,16,9006,local,2016
Other Type of House,84,9006,local,2016
Owned House,3046,9006,local,2016
Rental House,70,9006,local,2016
Institutional House,25,9002,local,2016
Other Type of House,170,9002,local,2016
Owned House,5239,9002,local,2016
Rental House,504,9002,local,2016
Institutional House,93,9005,local,2016
Other Type of House,307,9005,local,2016
Owned House,5700,9005,local,2016
Rental House,1346,9005,local,2016
Institutional House,3,9003,local,2016
Other Type of House,26,9003,local,2016
Owned House,1447,9003,local,2016
Rental House,42,9003,local,2016
Institutional House,5,9008,local,2016
Other Type of House,101,9008,local,2016
Owned House,3404,9008,local,2016
Rental House,124,9008,local,2016
Institutional House,3,9009,local,2016
Other Type of House,72,9009,local,2016
